"","preprocessing_id","preprocessing_batch","sequence_id","index_id","reference_species","reference_closenees","reads_pre_fastp","reads_post_fastp","bases_pre_fastp","bases_post_fastp","adapter_trimmed_reads","adapter_trimmed_bases","host_reads","metagenomic_bases","host_bases","bacterial_archaeal_bases","singlem_fraction","nonpareil_coverage"
"811","PR01495","PRB0062","EHI00852","ACD80E1L1I1","Tachycineta bicolor","Other",50302454,39298728,7545368100,5816632116,11841080,706866574,5785082,4913324642,903307474,5625296239,"114%",0.9981
"812","PR01496","PRB0062","EHI00856","ACD98E1L1I1","Tachycineta bicolor","Other",52293856,42279478,7844078400,6207843282,12533114,711386563,8123424,4942882225,1264961057,4301317161,"87%",0.9982
"813","PR01497","PRB0063","EHI00823","ACD21E1L1I1","Tyrannus savana","Other",43708020,42838862,6556203000,6336631087,3478659,113246935,114759,6314492193,22138894,328543602,"5%",0.9267
"814","PR01498","PRB0063","EHI00826","ACD13E1L1I1","Tyrannus savana","Other",55894864,52032700,8384229600,7585874403,10368954,401517101,41665864,1329232286,6256642117,725985866,"55%",0.9939
"815","PR01499","PRB0063","EHI00827","ACD27E1L1I1","Tyrannus savana","Other",31557744,22529500,4733661600,3210012070,13244746,740821904,13939462,1170487889,2039524181,706539280,"60%",0.9894
"816","PR01500","PRB0063","EHI00844","ACD11E1L1I1","Tyrannus savana","Other",66707418,12560512,10006112700,1817653511,52299001,3620506149,10771888,0,1817653511,0,"0%",0.9777
"817","PR01501","PRB0064","EHI00190","C1_EXB0018E1L1I2","Homo sapiens","Other",12101202,24450,1815180300,2836374,11090721,769501991,1024,0,2836374,0,"0%",0
"818","PR01502","PRB0064","EHI00193","C1_EXB0012E1L1I2","Homo sapiens","Other",11100948,10802034,1665142200,1592077769,966387,31991171,15442,1588307310,3770459,26746535,"2%",0.9972
"819","PR01503","PRB0064","EHI00195","C1_EXB0013E1L1I2","Homo sapiens","Other",10350554,224414,1552583100,25057044,9845161,684751671,13012,0,25057044,0,"0%",0
"820","PR01504","PRB0064","EHI00208","C1_EXB0019E1L1I1","Homo sapiens","Other",6549988,217872,982498200,24631427,6171188,429534980,18336,0,24631427,0,"0%",0
"821","PR01505","PRB0064","EHI00282","C1_EXB0016E1L2I1","Homo sapiens","Other",35409212,34732264,5311381800,5138660207,2489803,76274111,5514,5136724476,1935731,3290844910,"64%",0.7552
"822","PR01506","PRB0064","EHI00294","C1_EXB0020E1L1I1","Homo sapiens","Other",30296574,29668604,4544486100,4368925215,2610327,92028300,40772,4355774804,13150411,3907353701,"90%",0.8385
"823","PR01507","PRB0064","EHI00360","C1_EXB0022E1L1I1","Homo sapiens","Other",2971178,1146324,445676700,125861931,2565495,165885463,353098,0,125861931,0,"0%",0
"824","PR01508","PRB0064","EHI00362","C1_EXB0023E1L1I1","Homo sapiens","Other",63054090,1462250,9458113500,168728381,58302459,4065808348,414600,0,168728381,0,"0%",0
"825","PR01509","PRB0064","EHI00421","C1_EXB0026E1L1I1","Homo sapiens","Other",8194890,33344,1229233500,2890517,7038000,466345077,948,0,2890517,0,"0%",0
"826","PR01510","PRB0064","EHI00423","C1_EXB0029E1L1I1","Homo sapiens","Other",16686092,8835316,2502913800,939047753,13792123,881362897,1044834,813757371,125290382,47150813,"6%",0.9989
"827","PR01511","PRB0064","EHI00446","C1_EXB0015E1L1I1","Homo sapiens","Other",53767172,52685220,8065075800,7563785374,9770386,358321216,237830,7503308480,60476894,182299438,"2%",0.6313
"828","PR01512","PRB0064","EHI00573","C1_EXB0032E1L1I1","Homo sapiens","Other",33061636,31099034,4959245400,4248501012,10892354,457795036,330896,0,4248501012,0,"0%",0.7767
"829","PR01513","PRB0064","EHI00574","C1_EXB0033E1L1I1","Homo sapiens","Other",56091860,53679344,8413779000,7503183009,14745264,623080344,492698,0,7503183009,0,"0%",0.7879
"830","PR01514","PRB0064","EHI00618","C1_EXB0035E1L1I1","Homo sapiens","Other",39574460,37695644,5936169000,5246323109,11015426,446812815,352956,0,5246323109,0,"0%",0.7402
"831","PR01515","PRB0064","EHI00760","C1_EXB0041E1L1I1","Homo sapiens","Other",2093734,795576,314060100,107910836,1441729,93417089,45854,0,107910836,0,"0%",0
"832","PR01516","PRB0064","EHI00854","C1_EXB0038E1L1I1","Homo sapiens","Other",87049000,1667844,13057350000,188641891,79990548,5609167705,95770,0,188641891,0,"0%",0.9982
"833","PR01518","PRB0066","EHI01070","AFP61E1L1I1","Podarcis muralis","Other",41396278,40570042,6209441700,5900750106,5779968,190652918,154631,5870500771,30249335,3454904654,"59%",0.8978
"834","PR01519","PRB0066","EHI01079","AFP66E1L1I1","Podarcis muralis","Other",40830078,39697906,6124511700,5696911011,7565871,287390510,99688,5678561384,18349627,3740703588,"66%",0.853
"835","PR01520","PRB0066","EHI01047","AFP84E1L1I1","Podarcis muralis","Other",47796638,46670600,7169495700,6705058489,8784063,311199746,575917,6619285861,85772628,4600488441,"70%",0.9207
"836","PR01521","PRB0066","EHI01049","AFP45E1L1I1","Podarcis muralis","Other",39286534,37756784,5892980100,5452164497,6278238,222286444,733501,5338113104,114051393,3077343614,"58%",0.8759
"837","PR01522","PRB0066","EHI01050","ACX29E1L1I1","Podarcis muralis","Other",54123898,53428192,8118584700,7809835926,6329387,214497739,164424,7784654503,25181423,5454334827,"70%",0.917
"838","PR01523","PRB0066","EHI01052","AFP35E1L1I1","Podarcis muralis","Other",39477310,38499204,5921596500,5558740516,6278984,226466491,713461,5448582639,110157877,3277265383,"60%",0.874
"839","PR01524","PRB0066","EHI01054","AFQ69E1L1I1","Podarcis muralis","Other",46376518,45732112,6956477700,6664328184,6079205,204985023,349764,6610572998,53755186,4798213082,"73%",0.9293
"840","PR01525","PRB0066","EHI01056","AFP79E1L1I1","Podarcis muralis","Other",54015768,52708034,8102365200,7625525745,8306072,299472297,3547665,7088408184,537117561,5041872590,"71%",0.8983
"841","PR01526","PRB0066","EHI01058","AFQ67E2L1I1","Podarcis muralis","Other",49600266,48244946,7440039900,6803629973,11944818,483684433,4763148,6084448756,719181217,3904440330,"64%",0.917
"842","PR01527","PRB0066","EHI01060","AFQ11E1L1I1","Podarcis muralis","Other",49887236,48814186,7483085400,7115032258,6321842,224703812,15090218,4753454952,2361577306,3485558263,"73%",0.898
"843","PR01528","PRB0066","EHI01064","AFO81E2L1I1","Podarcis muralis","Other",50815764,49604158,7622364600,7199038965,7081824,257021094,9721414,5680895511,1518143454,5113687297,"90%",0.9866
"844","PR01529","PRB0066","EHI01066","AFP31E1L1I1","Podarcis muralis","Other",48400520,47188576,7260078000,6855837738,6662434,238833115,24585732,3011002880,3844834858,1932684401,"64%",0.8549
"845","PR01530","PRB0066","EHI01068","AFQ71E2L1I1","Podarcis muralis","Other",44530076,43775726,6679511400,6323935255,7205304,259208394,112462,6306613746,17321509,3837648149,"61%",0.9377
"846","PR01531","PRB0066","EHI01071","AFP91E2L1I1","Podarcis muralis","Other",33739654,33165982,5060948100,4821612525,4605954,160245007,871567,4686237240,135375285,3301280486,"70%",0.8872
"847","PR01532","PRB0066","EHI01073","AFO76E1L1I1","Podarcis muralis","Other",62007336,60574072,9301100400,8783939684,8812917,317372522,2388457,8412549333,371390351,5452881622,"65%",0.92
"848","PR01533","PRB0067","EHI00862","AAM32E1L1I1","Sciurus carolinensis","Same",29042024,28517752,4356303600,4137306059,4234342,149180529,26375524,0,4137306059,0,"0%",0.6096
"849","PR01534","PRB0067","EHI00864","AAL55E1L1I1","Sciurus carolinensis","Same",34696706,33661884,5204505900,4804069558,7193912,274525345,26186172,1021831000,3782238558,523146985,"51%",0.5076
"850","PR01535","PRB0067","EHI00871","ABZ30E1L1I1","Sciurus carolinensis","Same",18537392,17933956,2780608800,2544502148,4053812,162886385,1119714,2394357538,150144610,1483865839,"62%",0.7869
"851","PR01536","PRB0067","EHI00874","AAM50E1L1I1","Sciurus carolinensis","Same",37871872,36752818,5680780800,5281005798,6891253,256128002,30803514,805696147,4475309651,398365008,"49%",0.4706
"852","PR01537","PRB0067","EHI00875","AAN05E1L1I1","Sciurus carolinensis","Same",29000618,28471562,4350092700,4117533022,4503982,162754104,26781784,0,4117533022,0,"0%",0.6417
"853","PR01538","PRB0067","EHI00879","ABG47E1L1I1","Sciurus carolinensis","Same",42372258,41687612,6355838700,6026705574,6777150,239249210,39298724,0,6026705574,0,"0%",0.7774
"854","PR01539","PRB0067","EHI00880","ABZ41E1L1I1","Sciurus carolinensis","Same",27962862,26001008,4194429300,3470315037,10507931,509088121,2614489,3115633559,354681478,1997336400,"64%",0.8256
"855","PR01540","PRB0067","EHI00883","AAM45E1L1I1","Sciurus carolinensis","Same",52554342,51190790,7883151300,7309122702,10667642,403743800,47207732,0,7309122702,0,"0%",0.5503
"856","PR01541","PRB0067","EHI00889","ABP46E1L1I1","Sciurus carolinensis","Same",31250394,30743094,4687559100,4436930302,5383178,183025175,27948796,0,4436930302,0,"0%",0.6759
"857","PR01542","PRB0067","EHI00891","AA91E1L1I1","Sciurus carolinensis","Same",34154826,33430634,5123223900,4839142977,5269073,180369053,29915328,0,4839142977,0,"0%",0.9
"858","PR01543","PRB0067","EHI00896","ABZ49E1L1I1","Sciurus carolinensis","Same",20615382,19892526,3092307300,2772362963,5694055,231041050,1313483,2605169150,167193813,1614494230,"62%",0.7507
"859","PR01544","PRB0067","EHI00907","ABF92E1L1I1","Sciurus carolinensis","Same",34172148,33483532,5125822200,4836566168,5443122,196816093,32291560,0,4836566168,0,"0%",0
"860","PR01545","PRB0067","EHI00920","ABG29E1L1I1","Sciurus carolinensis","Same",36007506,35354200,5401125900,5106070747,5858893,207943004,33313082,0,5106070747,0,"0%",0.7317
"861","PR01546","PRB0067","EHI00933","AA87E1L1I1","Sciurus carolinensis","Same",29859554,29229912,4478933100,4231850745,4466521,160448068,28100766,0,4231850745,0,"0%",0
"862","PR01547","PRB0067","EHI00939","ABZ27E1L1I1","Sciurus carolinensis","Same",26081828,25204878,3912274200,3529132273,7036791,283325151,8116430,2363982788,1165149485,1455005292,"62%",0.7707
"863","PR01548","PRB0067","EHI00941","ABO35E1L1I1","Sciurus carolinensis","Same",32632762,31827020,4894914300,4574982942,5728487,208916151,26233848,762701367,3812281575,157389986,"21%",0.6918
"864","PR01549","PRB0067","EHI00942","ABO44E1L1I1","Sciurus carolinensis","Same",35860916,34939912,5379137400,5041565442,5803069,207315267,33427898,0,5041565442,0,"0%",0.7498
"865","PR01550","PRB0067","EHI00951","AA84E1L1I1","Sciurus carolinensis","Same",51190070,49989734,7678510500,7190855147,9251788,334045259,30831578,2715032540,4475822607,53063380,"2%",0.8238
"866","PR01551","PRB0067","EHI00959","AAM01E1L1I1","Sciurus carolinensis","Same",48426510,47224502,7263976500,6802971080,8135773,295127157,43103924,0,6802971080,0,"0%",0.4978
"867","PR01552","PRB0067","EHI00960","ABZ28E1L1I1","Sciurus carolinensis","Same",28513414,27287342,4277012100,3878908619,6049518,228763794,26790250,0,3878908619,0,"0%",0
"868","PR01553","PRB0067","EHI00964","AA16E1L1I1","Sciurus carolinensis","Same",45155898,44376306,6773384700,6387714854,7712513,283638605,43187416,0,6387714854,0,"0%",0
"869","PR01554","PRB0068","EHI00966","AA90E1L1I1","Sciurus carolinensis","Same",41630168,40786560,6244525200,5862921462,7302436,268274512,39622096,0,5862921462,0,"0%",0
"870","PR01555","PRB0068","EHI00974","ABZ42E1L1I1","Sciurus carolinensis","Same",30869822,29830500,4630473300,4273464675,5676534,217204550,29320744,0,4273464675,0,"0%",0
"871","PR01556","PRB0068","EHI00975","ABG66E1L1I1","Sciurus carolinensis","Same",32641600,32101792,4896240000,4621516303,5581158,203181940,30796956,0,4621516303,0,"0%",0.505
"872","PR01557","PRB0068","EHI00976","ABG01E1L1I1","Sciurus carolinensis","Same",44416838,43612230,6662525700,6313693683,6817366,245313201,39980670,0,6313693683,0,"0%",0.6351
"873","PR01558","PRB0068","EHI00981","ABP28E1L1I1","Sciurus carolinensis","Same",38731564,38145812,5809734600,5485954848,6769787,248146783,35227590,0,5485954848,0,"0%",0.7914
"874","PR01559","PRB0068","EHI00989","ABN46E1L1I1","Sciurus carolinensis","Same",38459150,37624114,5768872500,5416175309,7067145,240074439,33144738,0,5416175309,0,"0%",0.6841
"875","PR01560","PRB0068","EHI00992","AB10E1L1I1","Sciurus carolinensis","Same",32285586,31677852,4842837900,4562145119,5469107,201012992,30715240,0,4562145119,0,"0%",0
"876","PR01561","PRB0068","EHI01000","AA96E1L1I1","Sciurus carolinensis","Same",28409258,27554178,4261388700,3957755091,5130735,184371829,27067064,0,3957755091,0,"0%",0
"877","PR01562","PRB0068","EHI01005","AAL46E1L1I1","Sciurus carolinensis","Same",51750914,50147428,7762637100,7183814170,10361741,375924482,37901970,1699759854,5484054316,901830665,"53%",0.5274
"878","PR01563","PRB0068","EHI01009","ABZ51E1L1I1","Sciurus carolinensis","Same",36806408,35126412,5520961200,4938874396,8920254,367229160,34485140,0,4938874396,0,"0%",0
"879","PR01564","PRB0068","EHI01011","ABO06E1L1I1","Sciurus carolinensis","Same",32487296,31909940,4873094400,4641465330,4357680,151734386,29188048,0,4641465330,0,"0%",0.5866
"880","PR01565","PRB0068","EHI01012","ABZ31E1L1I1","Sciurus carolinensis","Same",33196856,32071716,4979528400,4589502210,6240404,235773353,31505192,0,4589502210,0,"0%",0
"881","PR01566","PRB0068","EHI01013","ABG46E1L1I1","Sciurus carolinensis","Same",46705942,45546752,7005891300,6587292636,7860863,280125087,19027158,3802137962,2785154674,255608444,"7%",0.8196
"882","PR01567","PRB0068","EHI01015","ABP10E1L1I1","Sciurus carolinensis","Same",35971778,35367408,5395766700,5100484708,6010324,216446549,33205804,0,5100484708,0,"0%",0.5031
"883","PR01568","PRB0068","EHI01017","ABO53E1L1I1","Sciurus carolinensis","Same",47233660,46358684,7085049000,6690602480,7667126,278129496,44998384,0,6690602480,0,"0%",0.6648
"884","PR01569","PRB0068","EHI01023","ABO02E1L1I1","Sciurus carolinensis","Same",51331626,50477818,7699743900,7267635156,8871607,322129698,49502650,0,7267635156,0,"0%",0
"885","PR01570","PRB0068","EHI01024","ABZ38E1L1I1","Sciurus carolinensis","Same",30018750,29259284,4502812500,4143168937,6754382,265416300,28778996,0,4143168937,0,"0%",0
"886","PR01571","PRB0068","EHI01028","ABG19E1L1I1","Sciurus carolinensis","Same",47969202,46958160,7195380300,6722964149,9439381,344000065,45884210,0,6722964149,0,"0%",0
"887","PR01572","PRB0068","EHI01029","AA01E1L1I1","Sciurus carolinensis","Same",39769596,39169888,5965439400,5626493446,7263350,260949468,38433896,0,5626493446,0,"0%",0
"888","PR01573","PRB0068","EHI01032","AB07E1L1I1","Sciurus carolinensis","Same",53058328,52088818,7958749200,7526231680,8694243,295545145,50788736,0,7526231680,0,"0%",0
"889","PR01574","PRB0068","EHI01034","ABN91E1L1I1","Sciurus carolinensis","Same",37517750,36946816,5627662500,5348220016,5829550,202004136,35782370,0,5348220016,0,"0%",0
"890","PR01575","PRB0068","EHI01035","ABO04E1L1I1","Sciurus carolinensis","Same",45260690,44344694,6789103500,6376725670,8205205,291216418,43046850,0,6376725670,0,"0%",0
"891","PR01576","PRB0068","EHI01036","ABZ35E1L1I1","Sciurus carolinensis","Same",49648236,47317528,7447235400,6328072159,19965023,850636360,46389544,0,6328072159,0,"0%",0
"892","PR01577","PRB0068","EHI01039","AA05E1L1I1","Sciurus carolinensis","Same",43045350,42068230,6456802500,6044993048,7768930,284871930,33386720,1205601465,4839391583,218368633,"18%",0.6875
"893","PR01578","PRB0068","EHI01041","ABZ25E1L1I1","Sciurus carolinensis","Same",45783960,44873244,6867594000,6380297344,9717593,378356897,44008410,0,6380297344,0,"0%",0
"894","PR01579","PRB0069","EHI00860","ABW35E1L1I1","Sciurus vulgaris","Same",1230058,1141464,184508700,154314546,454212,19778565,1012809,0,154314546,0,"0%",0
"895","PR01580","PRB0069","EHI00870","ABS39E1L1I1","Sciurus vulgaris","Same",6,6,900,900,0,0,0,0,900,0,"0%",0
"896","PR01581","PRB0069","EHI00872","ABS08E1L1I1","Sciurus vulgaris","Same",17231698,16906314,2584754700,2424778986,3183110,114390869,15792964,0,2424778986,0,"0%",0.921
"897","PR01582","PRB0069","EHI00873","AA75E1L1I1","Sciurus vulgaris","Same",43214520,41026484,6482178000,5872327315,9832644,381605970,18799484,3174500277,2697827038,2346886393,"74%",0.8598
"898","PR01583","PRB0069","EHI00887","ABW38E1L1I1","Sciurus vulgaris","Same",28650548,27873578,4297582200,4017846894,4658022,172268599,27404672,0,4017846894,0,"0%",0
"899","PR01584","PRB0069","EHI00888","AB12E1L1I1","Sciurus vulgaris","Same",38354416,37650608,5753162400,5429195794,6426166,230687615,8408581,4200753878,1228441916,237089797,"6%",0.8169
"900","PR01585","PRB0069","EHI00890","ABS93E1L1I1","Sciurus vulgaris","Same",43862382,42968426,6579357300,6269877964,6266396,179723288,31779872,1591542124,4678335840,884362980,"56%",0.7586
"901","PR01586","PRB0069","EHI00895","ABS04E1L1I1","Sciurus vulgaris","Same",20084504,19660548,3012675600,2822420165,3664057,132968980,17668012,0,2822420165,0,"0%",0.8119
"902","PR01587","PRB0069","EHI00897","ABS10E1L1I1","Sciurus vulgaris","Same",40664580,39749580,6099687000,5722212765,6950188,254700097,30036120,1370636725,4351576040,853997025,"62%",0.7642
"903","PR01588","PRB0069","EHI00898","ABP75E1L1I1","Sciurus vulgaris","Same",32050546,31044486,4807581900,4218693380,11485758,474450775,130902,4203829874,14863506,715097357,"17%",0.6839
"904","PR01589","PRB0069","EHI00902","ABP93E1L1I1","Sciurus vulgaris","Same",31911666,31311732,4786749900,4539012563,4814293,162591702,28767542,0,4539012563,0,"0%",0.6884
"905","PR01590","PRB0069","EHI00903","ABS06E1L1I1","Sciurus vulgaris","Same",20116920,19609848,3017538000,2813521127,3722731,134164147,15728523,0,2813521127,0,"0%",0.7205
"906","PR01591","PRB0069","EHI00904","ABS91E1L1I1","Sciurus vulgaris","Same",38732244,37892458,5809836600,5471015740,6575111,223796537,28489008,1327653451,4143362289,699230074,"53%",0.7245
"907","PR01592","PRB0069","EHI00910","ABQ29E1L1I1","Sciurus vulgaris","Same",31861786,31035970,4779267900,4460729705,5669354,205491861,24157772,963301742,3497427963,613629953,"64%",0.666
"908","PR01593","PRB0069","EHI00912","ABQ79E1L1I1","Sciurus vulgaris","Same",45407940,41807248,6811191000,5903115200,12769231,534379985,13804839,3956433891,1946681309,2579616619,"65%",0.9737
"909","PR01594","PRB0069","EHI00914","ABQ13E1L1I1","Sciurus vulgaris","Same",32676006,31856336,4901400900,4587492697,5712567,199492854,24029624,1103263655,3484229042,667566739,"61%",0.6129
"910","PR01595","PRB0069","EHI00916","ABS25E1L1I1","Sciurus vulgaris","Same",27808324,26999698,4171248600,3854559821,5428757,205664564,26597926,0,3854559821,0,"0%",0
"911","PR01596","PRB0069","EHI00921","AB04E1L1I1","Sciurus vulgaris","Same",36510226,34460306,5476533900,4589022717,14224164,673068409,28573212,765791478,3823231239,261074554,"34%",0.4165
"912","PR01597","PRB0069","EHI00922","ABW40E1L1I1","Sciurus vulgaris","Same",28847336,28104760,4327100400,4050662447,4672261,171876356,27635808,0,4050662447,0,"0%",0
"913","PR01598","PRB0069","EHI00925","ABQ28E1L1I1","Sciurus vulgaris","Same",27577756,26942860,4136663400,3847950452,5537919,204289869,827382,3745834481,102115971,2558979224,"68%",0.904
"914","PR01599","PRB0069","EHI00927","ABQ53E1L1I1","Sciurus vulgaris","Same",31452398,30170528,4717859700,4223967749,8313324,331974732,581054,4153359502,70608247,856542455,"21%",0.6675
"915","PR01600","PRB0069","EHI00936","ADE09E1L1I1","Sciurus vulgaris","Same",36484654,35302172,5472698100,5064746435,6574689,245657524,34841130,0,5064746435,0,"0%",0
"916","PR01601","PRB0070","EHI00949","ABS11E1L1I1","Sciurus vulgaris","Same",26184450,25586732,3927667500,3686942225,4278374,157642218,25203462,0,3686942225,0,"0%",0
"917","PR01602","PRB0070","EHI00956","ABS27E1L1I1","Sciurus vulgaris","Same",34968344,33885350,5245251600,4839581348,6888487,258511290,33386584,0,4839581348,0,"0%",0
"918","PR01603","PRB0070","EHI00957","AB01E1L1I1","Sciurus vulgaris","Same",54227612,53342032,8134141800,7715105083,8659986,298779111,39178868,2007548878,5707556205,585828060,"29%",0.7141
"919","PR01604","PRB0070","EHI00958","ABS01E1L1I1","Sciurus vulgaris","Same",37383560,36230536,5607534000,5198500414,6728915,248061876,35729810,0,5198500414,0,"0%",0
"920","PR01605","PRB0070","EHI00972","ABW31E1L1I1","Sciurus vulgaris","Same",29457574,28765794,4418636100,4076286031,6688012,255709288,1819276,3837827701,238458330,2795176077,"73%",0.9097
"921","PR01606","PRB0070","EHI00978","ABS95E1L1I1","Sciurus vulgaris","Same",52141280,51079528,7821192000,7346207552,10420165,333267313,41963590,1264074622,6082132930,381399302,"30%",0.6495
"922","PR01607","PRB0070","EHI00980","ABQ03E1L1I1","Sciurus vulgaris","Same",34865918,34326992,5229887700,4950450889,5789664,204606116,30787316,0,4950450889,0,"0%",0.6626
"923","PR01608","PRB0070","EHI00986","ABQ10E1L1I1","Sciurus vulgaris","Same",34011342,33122668,5101701300,4743586034,6487656,242586585,30362180,0,4743586034,0,"0%",0.7092
"924","PR01609","PRB0070","EHI00990","ABW33E1L1I1","Sciurus vulgaris","Same",42818106,42097152,6422715900,6071011592,7096858,248166038,41397172,0,6071011592,0,"0%",0
"925","PR01610","PRB0070","EHI00996","ABQ58E1L1I1","Sciurus vulgaris","Same",41054912,40086490,6158236800,5773851077,7108159,256428802,26264096,1970662955,3803188122,1722727010,"87%",0.9592
"926","PR01611","PRB0070","EHI00997","ADD89E1L1I1","Sciurus vulgaris","Same",28809612,27503076,4321441800,3891596221,6371166,257186464,27124092,0,3891596221,0,"0%",0
"927","PR01612","PRB0070","EHI00998","ABQ22E1L1I1","Sciurus vulgaris","Same",56366484,55314518,8454972600,7939397182,10506382,373539817,38876990,2316239049,5623158133,1949963647,"84%",0.9136
"928","PR01613","PRB0070","EHI01001","ABQ67E1L1I1","Sciurus vulgaris","Same",50166766,49171752,7525014900,7042011254,9669926,354587089,363026,6991286454,50724800,4623465791,"66%",0.8492
"929","PR01614","PRB0070","EHI01006","ADE14E1L1I1","Sciurus vulgaris","Same",26179256,25478606,3926888400,3665695662,4420758,165039425,25096584,0,3665695662,0,"0%",0
"930","PR01615","PRB0070","EHI01008","ABS31E1L1I1","Sciurus vulgaris","Same",40775842,39570546,6116376300,5621473784,8785903,329290144,39029004,0,5621473784,0,"0%",0
"931","PR01616","PRB0070","EHI01010","ABQ25E1L1I1","Sciurus vulgaris","Same",47863304,47056708,7179495600,6786442104,8053865,281858626,43385772,0,6786442104,0,"0%",0.6926
"932","PR01617","PRB0070","EHI01014","ADD96E1L1I1","Sciurus vulgaris","Same",23472886,22748222,3520932900,3246629069,4615207,177914822,22437308,0,3246629069,0,"0%",0
"933","PR01618","PRB0070","EHI01019","ABQ86E1L1I1","Sciurus vulgaris","Same",30006916,29085538,4501037400,4131054455,6640034,245641259,10546387,2640507115,1490547340,1758743458,"67%",0.8431
"934","PR01619","PRB0070","EHI01026","ADD86E1L1I1","Sciurus vulgaris","Same",24348240,23182376,3652236000,3203697334,7605392,301287986,22910236,0,3203697334,0,"0%",0
"935","PR01620","PRB0070","EHI01031","ADD92E1L1I1","Sciurus vulgaris","Same",25922072,25188364,3888310800,3590189292,5191312,202214708,24854192,0,3590189292,0,"0%",0
"936","PR01621","PRB0070","EHI01033","ABW29E1L1I1","Sciurus vulgaris","Same",43994956,43174012,6599243400,6173685492,8514926,319006251,42535344,0,6173685492,0,"0%",0
"937","PR01622","PRB0070","EHI01037","ADE04E1L1I1","Sciurus vulgaris","Same",37659756,36448426,5648963400,5261743044,5868601,215476552,35857764,0,5261743044,0,"0%",0
"938","PR01623","PRB0070","EHI01038","ABW45E1L1I1","Sciurus vulgaris","Same",44298186,43496128,6644727900,6256197401,7721677,279595249,42794024,0,6256197401,0,"0%",0
"939","PR01624","PRB0070","EHI01040","ABS19E1L1I1","Sciurus vulgaris","Same",42064814,41286938,6309722100,5935129373,7322182,269622032,40666280,0,5935129373,0,"0%",0
"940","PR01625","PRB0070","EHI01042","ADD84E1L1I1","Sciurus vulgaris","Same",19528568,19143704,2929285200,2724773161,4184609,156393970,18897596,0,2724773161,0,"0%",0
"941","PR01626","PRB0070","EHI01043","ABS41E1L1I1","Sciurus vulgaris","Same",41874332,40293044,6281149800,5636585688,11603933,450562715,39775228,0,5636585688,0,"0%",0
"942","PR01627","PRB0071","EHI00884","ACE39E1L1I1","Chloroceryle aenea","Same",49964082,38725076,7494612300,5477619971,18384059,993915110,9941816,4044666556,1432953415,2761062046,"68%",0.9981
"943","PR01628","PRB0071","EHI00919","ACD69E1L1I1","Chloroceryle aenea","Same",44355340,42833914,6653301000,6169141321,8097695,314277208,23808328,2668529501,3500611820,2039168841,"76%",0.9892
"944","PR01629","PRB0071","EHI00928","ACD96E1L1I1","Chloroceryle aenea","Same",40952512,36719100,6142876800,5246716561,10468317,481548356,1071546,5090456561,156260000,4409146932,"87%",0.9975
"945","PR01630","PRB0072","EHI00915","ACD09E1L1I1","Hirundo rustica","Other",46695966,38620398,7004394900,5481632778,15176363,784346221,461150,5414237561,67395217,4837327250,"89%",0.9974
"946","PR01631","PRB0072","EHI00971","ACD22E1L1I1","Hirundo rustica","Other",44891710,42276120,6733756500,6035529045,10517151,446339327,3799218,5472573521,562955524,4728959045,"86%",0.9977
"947","PR01632","PRB0072","EHI01020","ACD14E1L1I1","Hirundo rustica","Other",25296704,22942098,3794505600,3264423695,6595092,303355438,4501277,2611973119,652450576,2043386364,"78%",0.9967
"948","PR01633","PRB0073","EHI00924","AAN57E2L1I1","Apodemus sylvaticus","Same",25510938,25069808,3826640700,3634753637,3682570,132031138,14323,3631786690,2966947,2221695047,"61%",0.6939
"949","PR01634","PRB0073","EHI00970","AAN52E2L1I1","Apodemus sylvaticus","Same",36940562,36156378,5541084300,5167112005,7221032,282349257,16960960,2724561477,2442550528,1839260922,"68%",0.7854
"950","PR01635","PRB0073","EHI00987","AAN63E2L1I1","Apodemus sylvaticus","Same",37420592,36729184,5613088800,5291238468,6301724,232420730,2483100,4933221377,358017091,3090344156,"63%",0.8823
"951","PR01636","PRB0073","EHI01003","AAN61E2L1I1","Apodemus sylvaticus","Same",42607948,41930666,6391192200,6033434036,7391161,272663932,2306033,5708127332,325306704,3979059490,"70%",0.9086
"952","PR01637","PRB0073","EHI01022","AAN49E2L1I1","Apodemus sylvaticus","Same",35442210,34826538,5316331500,5033523933,5615975,201000033,9226885,3685486363,1348037570,2246987850,"61%",0.851
"953","PR01638","PRB0074","EHI00965","ACD62E1L1I1","Chloroceryle inda","Same",21397476,20750978,3209621400,2949686442,4709594,185243330,20136832,0,2949686442,0,"0%",0
"954","PR01639","PRB0075","EHI00954","ADG65E1L1I1","Lacerta viridis","Other",38475912,36678014,5771386800,5212777550,9053972,359832021,17457524,2400016625,2812760925,775974730,"32%",0.7715
"955","PR01640","PRB0075","EHI00984","ADG35E1L1I1","Lacerta viridis","Other",20269770,19556278,3040465500,2791626829,4000349,152834980,3554340,2195915533,595711296,1179000020,"54%",0.7961
"956","PR01641","PRB0075","EHI00952","ADJ86E1L1I1","Lacerta viridis","Other",26749032,26053906,4012354800,3746214699,4682552,171292826,703220,3627235635,118979064,1843673704,"51%",0.9253
"957","PR01642","PRB0075","EHI00979","ADJ76E1L1I1","Lacerta viridis","Other",46592020,45350574,6988803000,6510579200,8718031,319374255,1241152,6306509453,204069747,3418104045,"54%",0.9688
