"sample_id","sample_type","sample_freshness","sample_freezing","specimen_id","specimen_species","specimen_order","specimen_family","specimen_class","specimen_development","specimen_sex","specimen_length","specimen_weight","capture_id","capture_event_id","capture_place","capture_country","capture_biome","capture_environment","capture_latitude","capture_longitude"
"AAH02","Oral swab","< 1 minute","< 14 days","SD00054","Rhinolophus euryale","Chiroptera","Rhinolophidae","Mammalia","Adult","Male",47.2,11.7,"SD0005401","MS0001","Cova Rocafesa","Spain","1000221 - Temperate woodland","Cave",42.043,2.661
"AAX73","Anal/cloacal swab","< 1 minute","< 1 day","SD00055","Sylvia atricapilla","Passeriformes","Sylviidae","Aves","Adult","Male",20.6,18,"SD0005501","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY55","Blood","< 1 minute","< 1 day","SD00055","Sylvia atricapilla","Passeriformes","Sylviidae","Aves","Adult","Male",20.6,18,"SD0005501","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY56","Blood","< 1 minute","< 1 day","SD00056","Passer montanus","Passeriformes","Passeridae","Aves","Adult","Unknown",16.7,20.7,"SD0005601","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX74","Anal/cloacal swab","< 1 minute","< 1 day","SD00056","Passer montanus","Passeriformes","Passeridae","Aves","Adult","Unknown",16.7,20.7,"SD0005601","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX75","Anal/cloacal swab","< 1 minute","< 1 day","SD00057","Parus major","Passeriformes","Paridae","Aves","Adult","Female",19.01,16,"SD0005701","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY57","Blood","< 1 minute","< 1 day","SD00057","Parus major","Passeriformes","Paridae","Aves","Adult","Female",19.01,16,"SD0005701","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX76","Anal/cloacal swab","< 1 minute","< 1 day","SD00058","Parus major","Passeriformes","Paridae","Aves","Adult","Female",19.3,16.5,"SD0005801","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY58","Blood","< 1 minute","< 1 day","SD00058","Parus major","Passeriformes","Paridae","Aves","Adult","Female",19.3,16.5,"SD0005801","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX77","Anal/cloacal swab","< 1 minute","< 1 day","SD00059","Phoenicurus ochruros","Passeriformes","Muscicapidae","Aves","Adult","Unknown",23.6,16.1,"SD0005901","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY59","Blood","< 1 minute","< 1 day","SD00059","Phoenicurus ochruros","Passeriformes","Muscicapidae","Aves","Adult","Unknown",23.6,16.1,"SD0005901","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY60","Blood","< 1 minute","< 1 day","SD00060","Passer montanus","Passeriformes","Passeridae","Aves","Adult","Unknown",16.1,20.1,"SD0006001","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX78","Anal/cloacal swab","< 1 minute","< 1 day","SD00060","Passer montanus","Passeriformes","Passeridae","Aves","Adult","Unknown",16.1,20.1,"SD0006001","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY61","Blood","< 1 minute","< 1 day","SD00061","Sylvia atricapilla","Passeriformes","Sylviidae","Aves","Adult","Male",21.5,18,"SD0006101","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX79","Anal/cloacal swab","< 1 minute","< 1 day","SD00061","Sylvia atricapilla","Passeriformes","Sylviidae","Aves","Adult","Male",21.5,18,"SD0006101","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY62","Blood","< 1 minute","< 1 day","SD00062","Emberiza cirlus","Passeriformes","Emberizidae","Aves","Adult","Female",18.8,25.3,"SD0006201","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX80","Anal/cloacal swab","< 1 minute","< 1 day","SD00062","Emberiza cirlus","Passeriformes","Emberizidae","Aves","Adult","Female",18.8,25.3,"SD0006201","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX81","Anal/cloacal swab","< 1 minute","< 1 day","SD00063","Parus major","Passeriformes","Paridae","Aves","Adult","Male",20,18.3,"SD0006301","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY63","Blood","< 1 minute","< 1 day","SD00063","Parus major","Passeriformes","Paridae","Aves","Adult","Male",20,18.3,"SD0006301","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX82","Anal/cloacal swab","< 1 minute","< 1 day","SD00064","Phoenicurus ochruros","Passeriformes","Muscicapidae","Aves","Adult","Unknown",22.3,15.4,"SD0006401","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY64","Blood","< 1 minute","< 1 day","SD00064","Phoenicurus ochruros","Passeriformes","Muscicapidae","Aves","Adult","Unknown",22.3,15.4,"SD0006401","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY65","Blood","< 1 minute","< 1 day","SD00065","Parus major","Passeriformes","Paridae","Aves","Adult","Male",19.4,16.8,"SD0006501","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX83","Anal/cloacal swab","< 1 minute","< 1 day","SD00065","Parus major","Passeriformes","Paridae","Aves","Adult","Male",19.4,16.8,"SD0006501","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY66","Blood","< 1 minute","< 1 day","SD00066","Passer montanus","Passeriformes","Passeridae","Aves","Adult","Unknown",15,19.4,"SD0006601","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX84","Anal/cloacal swab","< 1 minute","< 1 day","SD00066","Passer montanus","Passeriformes","Passeridae","Aves","Adult","Unknown",15,19.4,"SD0006601","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX85","Anal/cloacal swab","< 1 minute","< 1 day","SD00067","Passer montanus","Passeriformes","Passeridae","Aves","Adult","Unknown",16.7,20.4,"SD0006701","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY67","Blood","< 1 minute","< 1 day","SD00067","Passer montanus","Passeriformes","Passeridae","Aves","Adult","Unknown",16.7,20.4,"SD0006701","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX86","Anal/cloacal swab","< 1 minute","< 1 day","SD00068","Passer montanus","Passeriformes","Passeridae","Aves","Adult","Unknown",17,20.7,"SD0006801","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY68","Blood","< 1 minute","< 1 day","SD00068","Passer montanus","Passeriformes","Passeridae","Aves","Adult","Unknown",17,20.7,"SD0006801","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY69","Blood","< 1 minute","< 1 day","SD00069","Passer montanus","Passeriformes","Passeridae","Aves","Adult","Unknown",16.8,21.5,"SD0006901","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX87","Anal/cloacal swab","< 1 minute","< 1 day","SD00069","Passer montanus","Passeriformes","Passeridae","Aves","Adult","Unknown",16.8,21.5,"SD0006901","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY70","Blood","< 1 minute","< 1 day","SD00070","Fringilla coelebs","Passeriformes","Fringillidae","Aves","Adult","Female",18.2,21.1,"SD0007001","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX88","Anal/cloacal swab","< 1 minute","< 1 day","SD00070","Fringilla coelebs","Passeriformes","Fringillidae","Aves","Adult","Female",18.2,21.1,"SD0007001","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY71","Blood","< 1 minute","< 1 day","SD00071","Passer montanus","Passeriformes","Passeridae","Aves","Adult","Unknown",15.2,21,"SD0007101","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX89","Anal/cloacal swab","< 1 minute","< 1 day","SD00071","Passer montanus","Passeriformes","Passeridae","Aves","Adult","Unknown",15.2,21,"SD0007101","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX90","Anal/cloacal swab","< 1 minute","< 1 day","SD00072","Cyanistes caeruleus","Passeriformes","Paridae","Aves","Adult","Female",16,10.5,"SD0007201","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY72","Blood","< 1 minute","< 1 day","SD00072","Cyanistes caeruleus","Passeriformes","Paridae","Aves","Adult","Female",16,10.5,"SD0007201","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY73","Blood","< 1 minute","< 1 day","SD00073","Passer montanus","Passeriformes","Passeridae","Aves","Adult","Unknown",17.3,22.7,"SD0007301","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX91","Anal/cloacal swab","< 1 minute","< 1 day","SD00073","Passer montanus","Passeriformes","Passeridae","Aves","Adult","Unknown",17.3,22.7,"SD0007301","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY74","Blood","< 1 minute","< 1 day","SD00074","Cyanistes caeruleus","Passeriformes","Paridae","Aves","Adult","Male",16.4,11.1,"SD0007401","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX92","Anal/cloacal swab","< 1 minute","< 1 day","SD00074","Cyanistes caeruleus","Passeriformes","Paridae","Aves","Adult","Male",16.4,11.1,"SD0007401","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY75","Blood","< 1 minute","< 1 day","SD00075","Sylvia atricapilla","Passeriformes","Sylviidae","Aves","Adult","Female",20.8,17.1,"SD0007501","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX93","Anal/cloacal swab","< 1 minute","< 1 day","SD00075","Sylvia atricapilla","Passeriformes","Sylviidae","Aves","Adult","Female",20.8,17.1,"SD0007501","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX94","Anal/cloacal swab","< 1 minute","< 1 day","SD00076","Passer montanus","Passeriformes","Passeridae","Aves","Adult","Unknown",70,20.8,"SD0007601","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY76","Blood","< 1 minute","< 1 day","SD00076","Passer montanus","Passeriformes","Passeridae","Aves","Adult","Unknown",70,20.8,"SD0007601","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY77","Blood","< 1 minute","< 1 day","SD00077","Passer montanus","Passeriformes","Passeridae","Aves","Adult","Unknown",70.5,19.2,"SD0007701","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX95","Anal/cloacal swab","< 1 minute","< 1 day","SD00077","Passer montanus","Passeriformes","Passeridae","Aves","Adult","Unknown",70.5,19.2,"SD0007701","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY78","Blood","< 1 minute","< 1 day","SD00078","Phoenicurus ochruros","Passeriformes","Muscicapidae","Aves","Adult","Male",86,17,"SD0007801","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX96","Anal/cloacal swab","< 1 minute","< 1 day","SD00078","Phoenicurus ochruros","Passeriformes","Muscicapidae","Aves","Adult","Male",86,17,"SD0007801","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY79","Blood","< 1 minute","< 1 day","SD00079","Sylvia atricapilla","Passeriformes","Sylviidae","Aves","Adult","Male",75,20.5,"SD0007901","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX97","Anal/cloacal swab","< 1 minute","< 1 day","SD00079","Sylvia atricapilla","Passeriformes","Sylviidae","Aves","Adult","Male",75,20.5,"SD0007901","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX98","Anal/cloacal swab","< 1 minute","< 1 day","SD00080","Emberiza cirlus","Passeriformes","Emberizidae","Aves","Adult","Female",80,26.4,"SD0008001","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY80","Blood","< 1 minute","< 1 day","SD00080","Emberiza cirlus","Passeriformes","Emberizidae","Aves","Adult","Female",80,26.4,"SD0008001","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY81","Blood","< 1 minute","< 1 day","SD00081","Fringilla coelebs","Passeriformes","Fringillidae","Aves","Adult","Female",82,19.6,"SD0008101","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAX99","Anal/cloacal swab","< 1 minute","< 1 day","SD00081","Fringilla coelebs","Passeriformes","Fringillidae","Aves","Adult","Female",82,19.6,"SD0008101","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY82","Blood","< 1 minute","< 1 day","SD00082","Phoenicurus ochruros","Passeriformes","Muscicapidae","Aves","Adult","Unknown",84,15,"SD0008201","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY01","Anal/cloacal swab","< 1 minute","< 1 day","SD00082","Phoenicurus ochruros","Passeriformes","Muscicapidae","Aves","Adult","Unknown",84,15,"SD0008201","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY02","Anal/cloacal swab","< 1 minute","< 1 day","SD00083","Fringilla coelebs","Passeriformes","Fringillidae","Aves","Adult","Male",93,21.9,"SD0008301","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY83","Blood","< 1 minute","< 1 day","SD00083","Fringilla coelebs","Passeriformes","Fringillidae","Aves","Adult","Male",93,21.9,"SD0008301","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY03","Anal/cloacal swab","< 1 minute","< 1 day","SD00084","Erithacus rubecula","Passeriformes","Muscicapidae","Aves","Adult","Unknown",75.5,18.4,"SD0008401","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY84","Blood","< 1 minute","< 1 day","SD00084","Erithacus rubecula","Passeriformes","Muscicapidae","Aves","Adult","Unknown",75.5,18.4,"SD0008401","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY85","Blood","< 1 minute","< 1 day","SD00085","Emberiza cirlus","Passeriformes","Emberizidae","Aves","Adult","Female",80.5,25.6,"SD0008501","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY04","Anal/cloacal swab","< 1 minute","< 1 day","SD00085","Emberiza cirlus","Passeriformes","Emberizidae","Aves","Adult","Female",80.5,25.6,"SD0008501","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY05","Anal/cloacal swab","< 1 minute","< 1 day","SD00086","Emberiza cirlus","Passeriformes","Emberizidae","Aves","Adult","Female",79,24.7,"SD0008601","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
"AAY86","Blood","< 1 minute","< 1 day","SD00086","Emberiza cirlus","Passeriformes","Emberizidae","Aves","Adult","Female",79,24.7,"SD0008601","MS0005","Montpellier","France","1000248 - Dense settlement","Field experiments on CNRS campus, north of the city of Montpellier",43.638,3.862
