extraction_concentration	extraction_volume	extraction_id	extraction_total	sample_id
10.1	45	ABL31E1	454.5	ABL31
22.8	45	AGD28E1	1026	AGD28
0.629	45	AAT25E1	28.305	AAT25
1.4	45	ABL68E1	62.99999999999999	ABL68
1.15	45	AEV89E1	51.74999999999999	AEV89
60.4	45	AGG09E1	2718	AGG09
1.63	45	ADV25E2	73.35	ADV25
13.6	45	AGM54E1	612	AGM54
24.1	45	AHV57E1	1084.5	AHV57
9.17	45	BATA16E1	412.65	BATA16
0	45	ADV53E1	0	ADV53
3.99	45	AHB65E1	179.55	AHB65
0.072	45	OPAU55E1	3.2399999999999998	OPAU55
0.0502	45	ACD49E1	2.259	ACD49
1.31	45	AFI85E1	58.95	AFI85
0	45	ACD03E1	0	ACD03
1.29	45	OPAU7E1	58.050000000000004	OPAU7
1.49	45	AAC62E1	67.05	AAC62
41.8	45	AHN56E2	1880.9999999999998	AHN56
0.0115	45	AKD60E1	0.5175	AKD60
0.99	45	ACJ79E1	44.55	ACJ79
13.8	45	AAB12E1	621	AAB12
0.0359	45	AHN53E1	1.6155000000000002	AHN53
0.38	45	AAB64E1	17.1	AAB64
1.18	45	ADA10E1	53.099999999999994	ADA10
2.63	45	AGN41E1	118.35	AGN41
0.0692	45	ACZ69E1	3.114	ACZ69
7.47	45	ABS01E1	336.15	ABS01
1.67	45	AGO69E4	75.14999999999999	AGO69
0.304	45	ACD37E1	13.68	ACD37
1.05	17	AD79E2	17.85	AD79
0.372	45	ACJ82E1	16.74	ACJ82
3.13	45	ABL88E1	140.85	ABL88
9.9	45	AGM47E1	445.5	AGM47
0.0581	45	ABZ56E1	2.6145	ABZ56
0.178	45	AEU13E1	8.01	AEU13
0.189	45	AAS15E2	8.505	AAS15
0.169	45	AGI14E1	7.605	AGI14
22.2	45	ABO45E2	999	ABO45
7.47	45	AFV20E1	336.15	AFV20
12.9	45	AB06E1	580.5	AB06
11.8	45	AED66E1	531	AED66
0.124	45	AFV04E1	5.58	AFV04
4.6	45	ACC29E2	206.99999999999997	ACC29
1.37	45	ADK31E1	61.650000000000006	ADK31
0.00218	45	AFI90E1	0.0981	AFI90
1.27	45	AFP75E1	57.15	AFP75
2.04	45	AIR06E1	91.8	AIR06
1	45	ADU42E1	45	ADU42
3.69	45	AFW30E1	166.05	AFW30
44.3	45	ABZ51E1	1993.4999999999998	ABZ51
0.0596	45	ACZ90E1	2.682	ACZ90
3.41	45	ABG19E1	153.45000000000002	ABG19
16.3	45	AEX06E1	733.5	AEX06
0.757	45	ACG85E1	34.065	ACG85
0.129	45	ACD50E1	5.805	ACD50
12.3	45	AFW32E1	553.5	AFW32
2.85	45	AGO48E1	128.25	AGO48
0	45	AHI80E1	0	AHI80
5.97	45	AFK92E1	268.65	AFK92
26	45	ABA80E1	1170	ABA80
2.2	45	ABQ50E1	99.00000000000001	ABQ50
0.162	45	AIV51E1	7.29	AIV51
0.306	45	AEL13E1	13.77	AEL13
0.741	45	AGI06E1	33.345	AGI06
0.0665	45	ACD97E1	2.9925	ACD97
0.956	45	AAY18E1	43.019999999999996	AAY18
9.91	45	BATC16E1	445.95	BATC16
17.7	45	AIH75E2	796.5	AIH75
3.17	45	AJP66E1	142.65	AJP66
85.6	45	AAU65E1	3851.9999999999995	AAU65
1.86	45	ACH57E1	83.7	ACH57
0.434	45	ACB34E1	19.53	ACB34
0.0501	45	ACD78E1	2.2544999999999997	ACD78
0.0644	45	AEZ05E1	2.898	AEZ05
39.5	45	AAB24E1	1777.5	AAB24
2.12	45	AGI02E1	95.4	AGI02
6.2	45	AGN87E1	279	AGN87
0.0317	45	AHN63E1	1.4264999999999999	AHN63
0.239	45	ADK20E1	10.754999999999999	ADK20
0.35	45	AAH32E1	15.749999999999998	AAH32
0.382	45	AGP42E1	17.19	AGP42
0.583	45	AIH64E2	26.235	AIH64
0.119	45	ACS53E1	5.3549999999999995	ACS53
0.145	45	AKD86E1	6.5249999999999995	AKD86
0.186	45	AAD29E1	8.37	AAD29
0.2	17	AAD12E2	3.4000000000000004	AAD12
3.53	45	AHC89E1	158.85	AHC89
0	45	AHI88E1	0	AHI88
6.24	45	BATA12E1	280.8	BATA12
15.6	45	AII97E1	702	AII97
15.2	45	AGD09E1	684	AGD09
28.6	45	ABD27E1	1287	ABD27
8.03	45	AJP60E1	361.34999999999997	AJP60
22.9	45	ADK30E1	1030.5	ADK30
1.51	45	AAD44E1	67.95	AAD44
28.3	45	AIG48E2	1273.5	AIG48
2.03	45	AFZ36E1	91.35	AFZ36
0.0107	45	C1_EXB0051E1	0.4815	C1_EXB0051
62.7	45	AIF55E2	2821.5	AIF55
22.8	45	ABQ95E1	1026	ABQ95
3.81	45	AAW76E1	171.45	AAW76
0.0449	45	AHO88E1	2.0205	AHO88
31.8	45	AAC33E3	1431	AAC33
0.129	45	AFN29E2	5.805	AFN29
16.2	45	AHI93E1	729	AHI93
7.66	45	AFM37E1	344.7	AFM37
0.127	45	AHB60E1	5.715	AHB60
0	45	C1_EXB0040E1	0	C1_EXB0040
1.43	45	AAA01E1	64.35	AAA01
1.76	45	AEA88E1	79.2	AEA88
46.3	45	AHN76E2	2083.5	AHN76
1.02	45	ABS96E2	45.9	ABS96
0	45	AAT22E1	0	AAT22
0.0839	45	AEZ43E1	3.7755	AEZ43
4.27	45	ADU39E1	192.14999999999998	ADU39
2.62	45	AGO37E1	117.9	AGO37
0.056	45	AAT06E1	2.52	AAT06
0.762	45	AIF64E1	34.29	AIF64
0.562	45	ABS40E2	25.290000000000003	ABS40
7.18	45	AFZ63E1	323.09999999999997	AFZ63
0.987	45	ABG47E1	44.415	ABG47
7.17	45	AFP84E1	322.65	AFP84
1.48	45	ADL76E1	66.6	ADL76
0.07	45	AAC15E1	3.1500000000000004	AAC15
1.01	45	AFO95E1	45.45	AFO95
0.124	45	AFN31E1	5.58	AFN31
21	45	AFM55E1	945	AFM55
0.413	45	AHB84E1	18.584999999999997	AHB84
3.75	45	ACX32E1	168.75	ACX32
1.34	45	ACJ39E1	60.300000000000004	ACJ39
52.4	45	ADD96E1	2358	ADD96
37.8	45	AEX36E1	1700.9999999999998	AEX36
12	45	AIQ52E1	540	AIQ52
15.3	45	BATC10E1	688.5	BATC10
2.27	45	AJP47E1	102.15	AJP47
7.91	45	AIQ53E1	355.95	AIQ53
9.65	17	AAC94E2	164.05	AAC94
2.73	45	AAH33E1	122.85	AAH33
39.9	45	AIJ09E2	1795.5	AIJ09
NA	45	C1_EXB0068E1	0	C1_EXB0068
117	45	AA01E1	5265	AA01
0.137	45	AEX78E1	6.165000000000001	AEX78
0.0305	45	ACD52E1	1.3725	ACD52
7.03	45	AFU63E1	316.35	AFU63
0.709	45	AFN14E1	31.904999999999998	AFN14
7.93	45	AGP23E1	356.84999999999997	AGP23
58.7	45	AHU05E1	2641.5	AHU05
0.102	45	ACD90E1	4.59	ACD90
0.128	45	ACD99E1	5.76	ACD99
1.13	45	ACH69E1	50.849999999999994	ACH69
0	45	AAX81E1	0	AAX81
2.42	45	AGO69E3	108.89999999999999	AGO69
19.3	45	BATC02E1	868.5	BATC02
0.22	45	AAH68E1	9.9	AAH68
0.162	45	AEZ78E1	7.29	AEZ78
1.39	45	ABT51E2	62.55	ABT51
0.022	45	ACE37E1	0.99	ACE37
0.31	45	AII15E2	13.95	AII15
4.28	45	AIQ56E1	192.60000000000002	AIQ56
3.13	45	AAT32E1	140.85	AAT32
0.0709	45	AAW84E1	3.1905	AAW84
1.38	45	ACB61E3	62.099999999999994	ACB61
4.24	45	AFV02E1	190.8	AFV02
1.37	45	AB13E1	61.650000000000006	AB13
0	45	C1_EXB0093E1	0	C1_EXB0093
3.13	45	AAV04E1	140.85	AAV04
7.92	45	AEL09E1	356.4	AEL09
19	45	ABI46E1	855	ABI46
4.29	45	AII97E2	193.05	AII97
2.28	45	AFT19E1	102.6	AFT19
3.04	45	AAA64E1	136.8	AAA64
0.585	45	AAW17E1	26.325	AAW17
25.9	45	AEL78E1	1165.5	AEL78
0.682	45	AJP54E1	30.69	AJP54
0.341	45	ACZ78E1	15.345	ACZ78
0.205	45	OPAU38E1	9.225	OPAU38
5.11	45	ABL45E1	229.95000000000002	ABL45
0.07	45	AAC83E1	3.1500000000000004	AAC83
8.71	45	BATA17E1	391.95000000000005	BATA17
0.869	45	AAX77E1	39.105	AAX77
0.191	45	AKD85E1	8.595	AKD85
28.9	45	AGM64E1	1300.5	AGM64
0.709	45	ADA17E1	31.904999999999998	ADA17
0.259	45	AHN41E1	11.655000000000001	AHN41
12.9	45	AAV05E1	580.5	AAV05
11.4	45	AFO99E1	513	AFO99
6.88	45	AIR16E1	309.6	AIR16
4.84	45	AJP50E1	217.79999999999998	AJP50
1.21	45	AII64E1	54.449999999999996	AII64
6.64	45	BATA19E1	298.8	BATA19
3.91	45	AGP24E1	175.95000000000002	AGP24
0.538	45	AAH43E1	24.21	AAH43
6.83	45	BATA15E1	307.35	BATA15
0.318	45	OPAU53E1	14.31	OPAU53
0.0538	45	ACD76E1	2.421	ACD76
7.42	45	AIQ79E1	333.9	AIQ79
150	45	AIH90E2	6750	AIH90
15.1	45	AIH26E1	679.5	AIH26
0.314	45	ACC17E1	14.13	ACC17
0.084	45	AAT42E1	3.7800000000000002	AAT42
0.826	45	AEB01E1	37.169999999999995	AEB01
48.9	45	AIJ26E2	2200.5	AIJ26
0.077	45	AAX84E1	3.465	AAX84
15.2	45	AAZ62E1	684	AAZ62
13.8	45	ABK70E1	621	ABK70
0.151	45	AEV27E1	6.795	AEV27
1.85	45	ADG55E1	83.25	ADG55
9.62	45	AFH64E1	432.9	AFH64
7.24	45	ABU57E2	325.8	ABU57
0.206	45	ACX40E1	9.27	ACX40
0.075	45	AHI62E1	3.375	AHI62
20.6	45	ADV86E1	927.0000000000001	ADV86
20.7	45	AGD12E1	931.5	AGD12
9.55	45	BATA14E1	429.75000000000006	BATA14
0.17	45	ACJ61E1	7.65	ACJ61
0.804	45	ABD41E1	36.18	ABD41
4.28	45	AGO01E1	192.60000000000002	AGO01
22.9	45	AIJ48E2	1030.5	AIJ48
13.5	45	ABO01E1	607.5	ABO01
0.573	45	AIH97E1	25.784999999999997	AIH97
4.2	45	AAQ47E1	189	AAQ47
3.72	45	AHU97E4	167.4	AHU97
0.0373	45	C1_EXB0099E1	1.6785	C1_EXB0099
72	45	AIH55E2	3240	AIH55
28.7	45	AAN19E1	1291.5	AAN19
0.0424	45	ACE03E1	1.908	ACE03
2.13	45	AAQ17E1	95.85	AAQ17
0.696	45	AAE11E1	31.319999999999997	AAE11
8.9	45	NSAP54E1	400.5	NSAP54
6.27	45	AEC24E1	282.15	AEC24
6.09	45	AAD25E1	274.05	AAD25
13.7	45	AAH16E1	616.5	AAH16
11.5	45	AII20E2	517.5	AII20
0	45	ACD09E1	0	ACD09
7.99	45	AB10E1	359.55	AB10
0.356	45	ABQ58E1	16.02	ABQ58
0.585	45	AAP48E1	26.325	AAP48
36.7	45	AII53E2	1651.5000000000002	AII53
0.538	45	ADG45E1	24.21	ADG45
8.84	45	AGN15E1	397.8	AGN15
4.47	45	OPAU59E2	201.14999999999998	OPAU59
26.9	45	ABK17E1	1210.5	ABK17
7.11	45	AGN62E1	319.95	AGN62
6.56	45	AA02E1	295.2	AA02
2.68	45	ABD38E1	120.60000000000001	ABD38
0.00662	45	AIZ34E1	0.2979	AIZ34
7.02	45	AJP52E1	315.9	AJP52
11.6	45	AIQ83E1	522	AIQ83
27.8	45	AIF97E2	1251	AIF97
13.9	45	AII22E1	625.5	AII22
46.2	45	ABF99E1	2079	ABF99
8.97	45	AIF53E1	403.65000000000003	AIF53
9.34	45	AAV39E1	420.3	AAV39
0.168	45	AGZ20E1	7.5600000000000005	AGZ20
0.628	45	ACJ62E1	28.26	ACJ62
10.2	45	ABL02E1	458.99999999999994	ABL02
1.8	45	BATB16E1	81	BATB16
20.6	45	ACS42E1	927.0000000000001	ACS42
3.42	45	ABG11E1	153.9	ABG11
9.65	45	AAT45E1	434.25	AAT45
0.323	45	AGP62E1	14.535	AGP62
15.9	45	AEX91E1	715.5	AEX91
12.3	45	ABK06E1	553.5	ABK06
17	45	AIQ86E1	765	AIQ86
8.27	45	BATB20E1	372.15	BATB20
0	45	ACD85E1	0	ACD85
7.59	45	ABK44E1	341.55	ABK44
0	45	ACD96E1	0	ACD96
0.765	45	AGJ30E1	34.425	AGJ30
2.39	45	AAP49E1	107.55000000000001	AAP49
6.02	45	ACC40E1	270.9	ACC40
0.409	45	ACB19E1	18.404999999999998	ACB19
3.66	45	AIF99E1	164.70000000000002	AIF99
0.184	45	AIZ48E1	8.28	AIZ48
42.9	45	AIG22E1	1930.5	AIG22
20.5	45	AAB35E1	922.5	AAB35
26.3	45	AFM77E1	1183.5	AFM77
2.24	45	AGC48E1	100.80000000000001	AGC48
1.76	45	ACH53E1	79.2	ACH53
38.4	45	AII37E1	1728	AII37
0.349	45	AGI09E1	15.704999999999998	AGI09
0.0253	45	ACD55E1	1.1385	ACD55
0	45	ADV43E1	0	ADV43
8.57	45	AHC55E1	385.65000000000003	AHC55
8.82	45	ABC64E1	396.90000000000003	ABC64
0.26	45	AAW48E1	11.700000000000001	AAW48
0.166	45	AGZ50E1	7.470000000000001	AGZ50
0.132	45	AFP41E2	5.94	AFP41
8.83	45	ABA85E1	397.35	ABA85
38.7	45	AGD21E1	1741.5000000000002	AGD21
98.2	45	AII24E2	4419	AII24
158	45	AA96E1	7110	AA96
2.87	45	ABA17E1	129.15	ABA17
1.58	45	OPAU49E2	71.10000000000001	OPAU49
53	45	AIH99E2	2385	AIH99
19.5	45	ABK53E1	877.5	ABK53
1.4	45	BATB19E1	62.99999999999999	BATB19
9.79	45	ADG35E1	440.54999999999995	ADG35
12.8	45	ABI40E1	576	ABI40
0.663	45	OPAU33E1	29.835	OPAU33
0	17	AAT52E2	0	AAT52
7.89	45	ABT55E1	355.05	ABT55
NA	45	AHI56E2	0	AHI56
2.56e-4	45	C1_EXB0073E1	0.011519999999999999	C1_EXB0073
19.1	45	AGM89E1	859.5000000000001	AGM89
4.16	45	AAH87E1	187.20000000000002	AAH87
7.49	45	AAV42E1	337.05	AAV42
1.09	45	AFN25E1	49.050000000000004	AFN25
0.063	45	ACD29E1	2.835	ACD29
13.8	45	ADM43E1	621	ADM43
9.05	45	ADJ26E1	407.25000000000006	ADJ26
0.082	45	ACE34E2	3.69	ACE34
0.398	45	AAT24E1	17.91	AAT24
55	45	AGG12E1	2475	AGG12
12.6	45	AEC24E4	567	AEC24
3.8	45	AGN09E1	171	AGN09
0.536	45	AHO82E1	24.12	AHO82
0.154	45	ACZ20E1	6.93	ACZ20
0.0477	45	AFI46E1	2.1465	AFI46
91.9	45	AGG08E1	4135.5	AGG08
35.1	45	ADU74E1	1579.5	ADU74
0.297	45	AEV04E1	13.365	AEV04
15.9	45	AGN37E1	715.5	AGN37
2.79	45	ABC82E1	125.55	ABC82
0.545	45	AEM07E1	24.525000000000002	AEM07
0.834	45	AGZ19E1	37.53	AGZ19
0.853	45	AGP07E1	38.385	AGP07
0.0188	45	AKD59E1	0.8460000000000001	AKD59
12.4	45	AHB59E1	558	AHB59
9.42	45	AAA74E1	423.9	AAA74
48.4	17	AAC86E2	822.8	AAC86
0.0158	45	AFF30E1	0.7110000000000001	AFF30
0.0905	45	AFM63E1	4.0725	AFM63
13	45	BATA05E1	585	BATA05
1.85	45	BATB13E1	83.25	BATB13
23.5	45	AAV06E1	1057.5	AAV06
0.356	45	AAC40E2	16.02	AAC40
0.616	45	AAD99E1	27.72	AAD99
4.28	45	ABM07E1	192.60000000000002	ABM07
31.6	45	AEX63E1	1422	AEX63
33.7	45	AGC94E1	1516.5000000000002	AGC94
9.3	45	ABJ91E1	418.50000000000006	ABJ91
0.09	45	AEZ88E1	4.05	AEZ88
1.4	45	BATB05E1	62.99999999999999	BATB05
0.87	45	AAE24E1	39.15	AAE24
24.8	45	AAB61E1	1116	AAB61
7.65	45	ABT68E1	344.25	ABT68
0.186	45	AAC36E2	8.37	AAC36
0.312	45	AAS01E1	14.04	AAS01
0.126	45	ADU25E1	5.67	ADU25
0.273	45	AEM23E1	12.285	AEM23
0.104	45	AHO21E1	4.68	AHO21
2.32	45	AAT44E1	104.39999999999999	AAT44
3.55	45	AGP51E1	159.75	AGP51
0.587	45	AAT09E1	26.415	AAT09
2.37	45	AFQ45E2	106.65	AFQ45
0	45	AAT37E1	0	AAT37
0.239	45	AAT33E1	10.754999999999999	AAT33
9.27	45	ABG09E1	417.15	ABG09
1.17	45	ACH28E1	52.65	ACH28
0.0331	45	AHO19E1	1.4894999999999998	AHO19
0.992	45	ADU76E1	44.64	ADU76
0.0505	45	AFH47E1	2.2725	AFH47
0.218	45	AAW48E2	9.81	AAW48
1.28	45	AAX82E1	57.6	AAX82
2.39	45	AAW45E1	107.55000000000001	AAW45
0.279	45	ACD74E1	12.555000000000001	ACD74
6	45	AFP75E2	270	AFP75
6.9	45	ACH54E1	310.5	ACH54
0.264	45	ABK33E1	11.88	ABK33
0.531	17	AAT63E2	9.027000000000001	AAT63
16.8	45	ABO02E1	756	ABO02
5.99	45	OPAU19E2	269.55	OPAU19
0.564	45	AEM20E1	25.38	AEM20
0.124	45	AIZ92E1	5.58	AIZ92
6.24	45	ABZ43E1	280.8	ABZ43
10.1	45	ABU54E1	454.5	ABU54
1.6	45	ACZ48E1	72	ACZ48
3.02	45	ABC54E1	135.9	ABC54
0.09	45	AAD16E1	4.05	AAD16
0	45	AHI96E1	0	AHI96
16.7	45	AEV42E1	751.5	AEV42
101	45	AGG14E1	4545	AGG14
5.4	45	AFQ11E1	243.00000000000003	AFQ11
13.3	45	AAV28E1	598.5	AAV28
4.42	45	OPAU3E2	198.9	OPAU3
0.0251	45	C2_EXB0076E3	1.1295	C2_EXB0076
2.19	45	ADA15E2	98.55	ADA15
0	45	C1_EXB0039E1	0	C1_EXB0039
0.609	45	AIY93E1	27.405	AIY93
12.5	45	BATA03E1	562.5	BATA03
0.463	45	ACZ50E1	20.835	ACZ50
8.22	45	BATC17E1	369.90000000000003	BATC17
0.539	45	AFH59E1	24.255000000000003	AFH59
12.6	45	AHV59E1	567	AHV59
0.28	45	AAW38E1	12.600000000000001	AAW38
NA	0	AAB96E2	0	AAB96
7.65	45	AFU76E1	344.25	AFU76
0.9	45	OPAU58E1	40.5	OPAU58
1.42	45	ABO13E1	63.9	ABO13
4.93	45	AIF81E1	221.85	AIF81
1.65	17	AAT58E2	28.049999999999997	AAT58
1.51	45	ACB56E4	67.95	ACB56
12.2	45	AII35E1	549	AII35
0.524	45	AEY91E1	23.580000000000002	AEY91
0	45	ACD65E1	0	ACD65
3.08	45	ABW36E1	138.6	ABW36
2.18	45	ABO03E2	98.10000000000001	ABO03
1.33	45	ABP75E1	59.85	ABP75
1.72	45	AAS10E1	77.4	AAS10
17.4	45	AAN49E1	782.9999999999999	AAN49
11.6	45	AHQ53E1	522	AHQ53
1.61	45	ADV95E1	72.45	ADV95
1.47	45	ABS20E1	66.15	ABS20
10.2	45	AGN59E1	458.99999999999994	AGN59
0.721	45	ABC40E1	32.445	ABC40
8.5	45	AEY31E1	382.5	AEY31
16.7	45	ABW41E1	751.5	ABW41
20.5	45	AHE97E1	922.5	AHE97
1.8	45	ABS26E2	81	ABS26
2.46	45	AAH65E1	110.7	AAH65
0.061	45	OPAU67E1	2.745	OPAU67
1.68	45	AFH49E1	75.6	AFH49
1.59	45	BATB01E1	71.55	BATB01
5.05	45	ABZ66E1	227.25	ABZ66
1.29	45	AAX73E1	58.050000000000004	AAX73
0.056	45	AFP13E1	2.52	AFP13
3.58	45	ABW35E1	161.1	ABW35
0.0137	45	AGI32E1	0.6165	AGI32
0.27	45	ABC29E1	12.15	ABC29
0.091	45	ADK32E1	4.095	ADK32
7.3	45	AGO79E1	328.5	AGO79
1.13	45	ACZ56E1	50.849999999999994	ACZ56
0.0256	45	AGZ40E1	1.1520000000000001	AGZ40
0.716	45	ABS12E2	32.22	ABS12
29.4	45	ABA95E4	1323	ABA95
23.7	45	ABO53E1	1066.5	ABO53
51	45	ABK72E1	2295	ABK72
2.59	45	AGO05E1	116.55	AGO05
0.992	45	ABS12E1	44.64	ABS12
10.3	45	ABQ44E1	463.50000000000006	ABQ44
12.4	45	AGN86E1	558	AGN86
2.73	45	AAI14E1	122.85	AAI14
0.181	45	AFQ45E1	8.145	AFQ45
2.5	45	ADU26E1	112.5	ADU26
19.7	45	ADM66E1	886.5	ADM66
0.382	45	AEM14E1	17.19	AEM14
23.7	45	AGN46E1	1066.5	AGN46
8.19	45	AGN43E1	368.54999999999995	AGN43
18.8	45	AGD32E1	846	AGD32
2.05	45	AIH64E1	92.24999999999999	AIH64
0.17	45	AAS29E1	7.65	AAS29
7.67	45	OPAU35E2	345.15	OPAU35
10.5	45	AAA52E1	472.5	AAA52
13.3	45	ADM55E1	598.5	ADM55
1.82	45	AFV82E1	81.9	AFV82
0	45	ABS20E2	0	ABS20
6.63	45	AIQ51E1	298.35	AIQ51
1.28	45	AGP60E1	57.6	AGP60
9.75	45	AEX14E1	438.75	AEX14
3.53	45	ABC11E1	158.85	ABC11
5.03	45	AFO81E2	226.35000000000002	AFO81
30.1	45	AAB49E1	1354.5	AAB49
31.1	45	AFP97E1	1399.5	AFP97
85.5	45	AGG19E1	3847.5	AGG19
8.86	45	AFO93E1	398.7	AFO93
0.0821	45	C1_EXB0072E1	3.6945	C1_EXB0072
1.72	45	AFT18E1	77.4	AFT18
3.41	45	AGO80E1	153.45000000000002	AGO80
7.44	45	AAU92E1	334.8	AAU92
7.63	45	ABZ36E1	343.35	ABZ36
35.5	45	AIH92E1	1597.5	AIH92
0.072	45	AAT05E1	3.2399999999999998	AAT05
0.178	45	AHI33E1	8.01	AHI33
4.8	45	AEV81E1	216	AEV81
2.4	45	AGC34E1	108	AGC34
3.66	45	AGC42E1	164.70000000000002	AGC42
5.85	45	ABP91E1	263.25	ABP91
3.47	45	ABH58E1	156.15	ABH58
6.32	45	AEC57E1	284.40000000000003	AEC57
16.3	45	AGH22E1	733.5	AGH22
81	45	AIF88E2	3645	AIF88
4.37	45	AHB77E1	196.65	AHB77
5.78	45	AFQ17E1	260.1	AFQ17
32.9	45	AIF66E2	1480.5	AIF66
9.76	45	AFT28E1	439.2	AFT28
7.56	45	BATA13E1	340.2	BATA13
1.49	45	NSAP33E1	67.05	NSAP33
0.0237	45	ACX51E1	1.0665	ACX51
1.59	45	AAD37E1	71.55	AAD37
0	45	ACE08E1	0	ACE08
0.389	45	AAS01E2	17.505	AAS01
0.461	45	ACP16E1	20.745	ACP16
5.56	45	ACH48E1	250.2	ACH48
59	45	ABL75E1	2655	ABL75
3.77	45	ABW28E1	169.65	ABW28
3.67	45	AAS12E1	165.15	AAS12
9.17	45	ABS19E1	412.65	ABS19
0.347	45	ADL22E1	15.614999999999998	ADL22
0.639	45	AFT46E1	28.755	AFT46
0.173	45	AAS37E1	7.784999999999999	AAS37
0.0202	45	C1_EXB0064E1	0.9089999999999999	C1_EXB0064
0.0524	45	AHN19E1	2.358	AHN19
1.32	45	AAO97E1	59.400000000000006	AAO97
10.4	45	AAU49E1	468	AAU49
4.56	45	AFO89E1	205.2	AFO89
4.52	45	ADW28E1	203.39999999999998	ADW28
0.258	45	ADL93E1	11.61	ADL93
1.52	45	AAS16E2	68.4	AAS16
0.388	45	AEZ66E1	17.46	AEZ66
0.0247	45	C1_EXB0076E3	1.1115	C1_EXB0076
1.06	45	ADU63E1	47.7	ADU63
12.7	45	AIJ42E1	571.5	AIJ42
3.44	45	AAD62E1	154.8	AAD62
12.2	45	AAN71E1	549	AAN71
8.93	45	ABA60E1	401.84999999999997	ABA60
0.529	17	AAS44E2	8.993	AAS44
0.223	45	AAE63E1	10.035	AAE63
12.9	45	AGD14E1	580.5	AGD14
24.8	45	AHG84E1	1116	AHG84
4.93	45	AGO02E1	221.85	AGO02
0.058	45	ACD04E1	2.6100000000000003	ACD04
16.6	45	ABG57E1	747.0000000000001	ABG57
16.8	45	ABK20E1	756	ABK20
3.54	45	AAD51E1	159.3	AAD51
44.3	45	ACS52E1	1993.4999999999998	ACS52
5.06	45	AFU92E1	227.7	AFU92
11.6	45	ABU57E1	522	ABU57
0.155	45	AAC21E2	6.975	AAC21
11.7	45	AIH46E1	526.5	AIH46
2.23	45	AA05E1	100.35	AA05
25.9	45	AFW08E1	1165.5	AFW08
33.7	45	AIJ42E2	1516.5000000000002	AIJ42
0.297	45	ACP13E2	13.365	ACP13
3.47	45	AEU93E1	156.15	AEU93
1.44	45	AFI64E1	64.8	AFI64
2.09	45	AGP35E1	94.05	AGP35
0.865	17	AAT56E2	14.705	AAT56
37.2	45	AIJ02E2	1674.0000000000002	AIJ02
0.649	45	AEV10E1	29.205000000000002	AEV10
14.8	45	AFW18E1	666	AFW18
35.8	45	ABM38E1	1610.9999999999998	ABM38
10.3	45	OPAU31E2	463.50000000000006	OPAU31
0.841	45	AAS19E1	37.845	AAS19
72.2	45	AGG07E1	3249	AGG07
0.0713	45	ABD23E1	3.2085	ABD23
1.03	45	AAM53E2	46.35	AAM53
0.0371	45	ACD41E1	1.6695	ACD41
0.053	45	AHI76E2	2.385	AHI76
4.53	45	ADU68E1	203.85000000000002	ADU68
0.642	45	BATB04E1	28.89	BATB04
0.0674	45	AHN73E1	3.033	AHN73
0.046	45	ACZ61E1	2.07	ACZ61
0.622	45	ABS32E2	27.99	ABS32
0.64	45	ACK90E1	28.8	ACK90
22.8	45	AII81E1	1026	AII81
19.9	45	AGN28E1	895.4999999999999	AGN28
0.392	45	OPAU20E1	17.64	OPAU20
0.325	45	AHG79E1	14.625	AHG79
17.7	45	AAN59E1	796.5	AAN59
8.2	45	BATA20E1	368.99999999999994	BATA20
0.096	45	ADG65E1	4.32	ADG65
12.2	45	ABN47E1	549	ABN47
0.046	45	AGZ14E1	2.07	AGZ14
0.905	45	ADA18E1	40.725	ADA18
0.442	17	AAT60E2	7.514	AAT60
83.7	45	AIG24E2	3766.5	AIG24
1.28	45	AAE19E1	57.6	AAE19
21.4	45	AAV76E1	962.9999999999999	AAV76
1.25	45	ADM46E1	56.25	ADM46
0.125	45	AFN23E1	5.625	AFN23
31.2	45	ACX88E1	1404	ACX88
9.42	45	AHV39E1	423.9	AHV39
0.493	45	AAW73E1	22.185	AAW73
12.4	45	AHQ56E1	558	AHQ56
0.0532	45	AAW44E1	2.3939999999999997	AAW44
17.3	45	AFP19E1	778.5	AFP19
11	45	ABB81E1	495	ABB81
0.103	45	ACD94E1	4.635	ACD94
9.18	45	AJP65E1	413.09999999999997	AJP65
0.488	45	ACZ55E1	21.96	ACZ55
12.6	45	AGD10E1	567	AGD10
7.7	45	ABH60E1	346.5	ABH60
8.7	45	AIH81E2	391.49999999999994	AIH81
0.0872	45	AFP41E1	3.924	AFP41
0.649	45	AAN25E1	29.205000000000002	AAN25
1.35	45	AAE66E1	60.75000000000001	AAE66
14.1	45	BATC08E1	634.5	BATC08
0	45	C1_EXB0009E1	0	C1_EXB0009
0	45	C1_EXB0035E1	0	C1_EXB0035
0	45	ACE33E1	0	ACE33
24.2	45	AHB57E1	1089	AHB57
0.695	45	OPAU24E1	31.275	OPAU24
0.517	45	ACG53E1	23.265	ACG53
0.25	45	ABG46E1	11.25	ABG46
0.633	45	BATB09E1	28.485	BATB09
0.0257	45	ACD89E1	1.1565	ACD89
0.0123	45	AEY85E1	0.5535	AEY85
22.8	45	AIH31E2	1026	AIH31
21.3	45	AFQ69E1	958.5	AFQ69
15.8	45	AAV34E1	711	AAV34
0	45	ACE43E1	0	ACE43
1.13	45	AGO97E1	50.849999999999994	AGO97
82.8	45	AII35E2	3726	AII35
0.753	45	ACB54E1	33.885	ACB54
