"","preprocessing_id","preprocessing_batch","sequence_id","index_id","reference_species","reference_closenees","reads_pre_fastp","reads_post_fastp","bases_pre_fastp","bases_post_fastp","adapter_trimmed_reads","adapter_trimmed_bases","host_reads","metagenomic_bases","host_bases","bacterial_archaeal_bases","singlem_fraction","nonpareil_coverage","sequence_batch","index_library_molarity","pooling_index","pooling_dilution","pooling_volume","pooling_moles","pooling_adator_library_ratio","sequence_data","sequence_q20","sequence_q30","sequence_gc","library_id","library_batch","sample_id","extraction_id","sequencing_datasets","library_input_volume","library_input_dna","library_input_dna_concentration","library_adaptor_molarity","library_PCR_cycles_required","extraction_batch","extraction_concentration","extraction_volume","extraction_total","sample_type","sample_freshness","sample_freezing","specimen_id","specimen_species","specimen_order","specimen_family","specimen_class","specimen_development","specimen_sex","specimen_length","specimen_weight","capture_id","capture_event_id","capture_place","capture_country","capture_biome","capture_environment","capture_latitude","capture_longitude","host_dup_percent","host_percent","tax_group"
"933","PR01635","PRB0073","EHI00987","AAN63E2L1I1","Apodemus sylvaticus","Same",37420592,36729184,5613088800,5291238468,6301724,232420730,2483100,4933221377,358017091,3090344156,0.63,0.8823,"SEB008",30.49,15,4,2.32,17.7,0.3,5.61,97.2,92.54,49.16,"AAN63E2L1","LIB0046","AAN63","AAN63E2","EHI00987",13.8,200,14.5,20,5,"EXB0016",14.5,45,653,"Faecal","< 1 minute","< 1 day","SD00151","Apodemus sylvaticus","Rodentia","Muridae","Mammalia","Adult","Male",NA,19,"SD0015101","MS0006",NA,"United Kingdom","1000250 - Boreal forests","Mosaic of semi-natural forest, plantations, felled areas and heath",57.044,-3.908,0.167543,0.0676622482931344,"Rodents"
"934","PR01636","PRB0073","EHI01003","AAN61E2L1I1","Apodemus sylvaticus","Same",42607948,41930666,6391192200,6033434036,7391161,272663932,2306033,5708127332,325306704,3979059490,0.7,0.9086,"SEB008",35.74,14,4,1.98,17.7,0.41,6.39,97.41,92.7,46.2,"AAN61E2L1","LIB0046","AAN61","AAN61E2","EHI01003",11,200,18.2,20,5,"EXB0016",18.2,45,819,"Faecal","< 1 minute","< 1 day","SD00150","Apodemus sylvaticus","Rodentia","Muridae","Mammalia","Adult","Male",NA,16,"SD0015001","MS0006",NA,"United Kingdom","1000250 - Boreal forests","Mosaic of semi-natural forest, plantations, felled areas and heath",57.044,-3.908,0.170001,0.0539173382950697,"Rodents"
"935","PR01637","PRB0073","EHI01022","AAN49E2L1I1","Apodemus sylvaticus","Same",35442210,34826538,5316331500,5033523933,5615975,201000033,9226885,3685486363,1348037570,2246987850,0.61,0.851,"SEB008",44.87,12,4,1.57,17.6,0.28,5.32,97.07,92.14,46.31,"AAN49E2L1","LIB0046","AAN49","AAN49E2","EHI01022",18.3,200,10.9,20,5,"EXB0016",10.9,45,491,"Faecal","< 1 minute","< 1 day","SD00145","Apodemus sylvaticus","Rodentia","Muridae","Mammalia","Adult","Male",NA,17,"SD0014501","MS0006",NA,"United Kingdom","1000250 - Boreal forests","Mosaic of semi-natural forest, plantations, felled areas and heath",57.188,-3.682,0.172316,0.267811892412432,"Rodents"
"936","PR01638","PRB0074","EHI00965","ACD62E1L1I1","Chloroceryle inda","Same",21397476,20750978,3209621400,2949686442,4709594,185243330,20136832,0,2949686442,0,0,0,"SEB008",13.83,131,4,3.06,10.6,0.83,3.21,96.5,91.47,44.94,"ACD62E1L1","LIB0041","ACD62","ACD62E1","EHI00965",24,0.2,0.01,5,9,"EXB0043",0.01,45,0,"Anal/cloacal swab","< 1 minute","< 1 day","SD02482","Chloroceryle inda","Coraciiformes","Alcedinidae","Aves",NA,"Male",96,52.1,"SD0248201","MS0064",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-11.884,-71.41,0.225085,1,"Birds"
"937","PR01639","PRB0075","EHI00954","ADG65E1L1I1","Lacerta viridis","Other",38475912,36678014,5771386800,5212777550,9053972,359832021,17457524,2400016625,2812760925,775974730,0.32,0.7715,"SEB008",21.01,140,4,3.36,17.6,0.62,5.77,97.06,92.47,45.02,"ADG65E1L1","LIB0042","ADG65","ADG65E1","EHI00954",24,2.3,0.1,5,11,"EXB0043",0.1,45,4,"Faecal","< 1 minute","< 1 day","SD00925","Iberolacerta aranica","Squamata","Lacertidae","Reptilia","Adult","Male",141.78,3.92,"SD0092501","MS0015","Tourmalet","France","1000194 - Montane grassland","moutain peak",42.826,0.859,0.307689,0.539589671345174,"Reptiles"
"938","PR01640","PRB0075","EHI00984","ADG35E1L1I1","Lacerta viridis","Other",20269770,19556278,3040465500,2791626829,4000349,152834980,3554340,2195915533,595711296,1179000020,0.54,0.7961,"SEB008",29.87,106,4,2.36,17.6,0.61,3.04,96.61,91.41,42.23,"ADG35E1L1","LIB0042","ADG35","ADG35E1","EHI00984",20.4,200,9.79,20,5,"EXB0043",9.79,45,441,"Faecal","< 1 minute","< 3 days","SD00908","Iberolacerta aranica","Squamata","Lacertidae","Reptilia","Adult","Male",153.61,4.37,"SD0090801","MS0015","Tourmalet","France","1000194 - Montane grassland","near a dam",42.834,0.876,0.180949,0.213392166106024,"Reptiles"
"939","PR01641","PRB0075","EHI00952","ADJ86E1L1I1","Lacerta viridis","Other",26749032,26053906,4012354800,3746214699,4682552,171292826,703220,3627235635,118979064,1843673704,0.51,0.9253,"SEB008",20.69,111,4,3.41,17.6,0.5,4.01,96.8,91.46,36.76,"ADJ86E1L1","LIB0042","ADJ86","ADJ86E1","EHI00952",24,147.6,6.15,20,6,"EXB0043",6.15,45,277,"Faecal","< 1 minute","< 1 day","SD00900","Iberolacerta bonnali","Squamata","Lacertidae","Reptilia","Adult","Male",86.17,1.28,"SD0090001","MS0015","Sentein","France","1000194 - Montane grassland",NA,42.934,0.137,0.177705,0.0317598091833231,"Reptiles"
"940","PR01642","PRB0075","EHI00979","ADJ76E1L1I1","Lacerta viridis","Other",46592020,45350574,6988803000,6510579200,8718031,319374255,1241152,6306509453,204069747,3418104045,0.54,0.9688,"SEB008",28.48,132,4,2.48,17.7,0.4,6.99,97.22,92.3,40.17,"ADJ76E1L1","LIB0042","ADJ76","ADJ76E1","EHI00979",24,20.9,0.87,10,9,"EXB0043",0.87,45,39,"Faecal","< 1 minute","< 1 day","SD00899","Iberolacerta bonnali","Squamata","Lacertidae","Reptilia","Pregnant","Female",126.11,4.22,"SD0089901","MS0015","Sentein","France","1000194 - Montane grassland",NA,42.934,0.137,0.215489,0.0313443306242246,"Reptiles"
"941","PR01643","PRB0075","EHI01045","ACX37E2L1I1","Lacerta viridis","Other",878646,866710,131796900,125370657,140891,4833576,16835,0,125370657,0,0,0,"SEB009",0.96,30,1,15,14.3,48.3,0.13,97.56,92.96,45.9,"ACX37E2L1","LIB0045","ACX37","ACX37E2","EHI01045",24,75.5,3.15,20,5,"EXB0046",3.15,45,142,"Faecal","< 1 minute","< 1 day","SD02526","Timon lepidus","Squamata","Lacertidae","Reptilia","Juvenile","Unknown",16.6,5.4,"SD0252601","MS0067",NA,"Portugal","1000199 - Mediterranean forest",NA,40.836,-8.163,0.164232,1,"Reptiles"
"942","PR01644","PRB0075","EHI01055","AFQ41E1L1I1","Lacerta viridis","Other",42917076,42015734,6437561400,6090552919,6224835,232175992,2111351,5724608789,365944130,3520520127,0.62,0.8966,"SEB009",3.93,32,1,4.49,17.7,5.23,6.44,97.04,92.11,47.94,"AFQ41E1L1","LIB0045","AFQ41","AFQ41E1","EHI01055",22,199.5,9.07,20,6,"EXB0040",9.07,45,408,"Faecal","< 1 minute","< 1 day","SD02567","Timon lepidus","Squamata","Lacertidae","Reptilia","Juvenile","Unknown",26.2,12.8,"SD0256701","MS0067",NA,"Portugal","1000199 - Mediterranean forest",NA,40.857,-8.253,0.168835,0.0600838930170701,"Reptiles"
"943","PR01645","PRB0075","EHI01059","AFQ85E1L1I1","Lacerta viridis","Other",47367996,46498696,7105199400,6786741318,5769756,206522209,1090786,6602694866,184046452,4670455518,0.71,0.8906,"SEB009",4.45,35,1,3.97,17.7,3.9,7.11,97.37,92.7,47.87,"AFQ85E1L1","LIB0045","AFQ85","AFQ85E1","EHI01059",24,154,6.41,20,6,"EXB0040",6.41,45,288,"Faecal","< 1 minute","< 1 day","SD02589","Timon lepidus","Squamata","Lacertidae","Reptilia","Juvenile","Unknown",24.6,12.4,"SD0258901","MS0067",NA,"Portugal","1000199 - Mediterranean forest",NA,40.857,-8.253,0.172526,0.0271185305843125,"Reptiles"
"944","PR01646","PRB0075","EHI01061","AFO93E1L1I1","Lacerta viridis","Other",44245518,43261918,6636827700,6299636346,5554839,203728558,1269363,6087279968,212356378,4349867197,0.71,0.897,"SEB009",4.94,3,1,3.57,17.6,3.24,6.64,97.11,92.2,45.59,"AFO93E1L1","LIB0044","AFO93","AFO93E1","EHI01061",22,195,8.86,20,6,"EXB0039",8.86,45,399,"Faecal","< 1 minute","< 1 day","SD02496","Timon lepidus","Squamata","Lacertidae","Reptilia","Juvenile","Unknown",14.4,4.1,"SD0249601","MS0067",NA,"Portugal","1000199 - Mediterranean forest",NA,40.836,-8.163,0.173332,0.0337093073848361,"Reptiles"
"945","PR01647","PRB0075","EHI01063","AFO99E1L1I1","Lacerta viridis","Other",69265220,68109526,10389783000,9883693074,9721340,354943940,6378316,8792439064,1091254010,5831231932,0.66,0.8661,"SEB009",5.75,4,1,3.07,17.7,2.78,10.39,97.56,93.05,45.75,"AFO99E1L1","LIB0044","AFO99","AFO99E1","EHI01063",17,194,11.4,20,6,"EXB0039",11.4,45,513,"Faecal","< 1 minute","< 1 day","SD02499","Timon lepidus","Squamata","Lacertidae","Reptilia","Adult","Female",40.8,64.9,"SD0249901","MS0067",NA,"Portugal","1000199 - Mediterranean forest",NA,40.836,-8.163,0.192625,0.110409540424788,"Reptiles"
"946","PR01648","PRB0075","EHI01067","AFP85E1L1I1","Lacerta viridis","Other",61415256,60212888,9212288400,8834136065,6194871,207117932,1341379,8599037503,235098562,6310858550,0.73,0.9298,"SEB009",6.86,31,1,2.57,17.6,2.54,9.21,96.75,91.45,47.1,"AFP85E1L1","LIB0045","AFP85","AFP85E1","EHI01067",6,172,28.9,20,5,"EXB0040",28.9,45,1301,"Faecal","< 1 minute","< 1 day","SD02540","Timon lepidus","Squamata","Lacertidae","Reptilia","Juvenile","Unknown",20.3,9.8,"SD0254001","MS0067",NA,"Portugal","1000199 - Mediterranean forest",NA,40.857,-8.253,0.175228,0.0266125131275075,"Reptiles"
"947","PR01649","PRB0075","EHI01069","AFQ79E2L1I1","Lacerta viridis","Other",44376896,43581154,6656534400,6396208287,4429106,149227830,64056,6385402460,10805827,4833121305,0.76,0.8953,"SEB009",7.09,34,1,2.49,17.7,2.44,6.66,96.96,91.85,47.2,"AFQ79E2L1","LIB0045","AFQ79","AFQ79E2","EHI01069",6,197,33,20,6,"EXB0046",33,45,1485,"Faecal","< 1 minute","< 1 day","SD02586","Timon lepidus","Squamata","Lacertidae","Reptilia","Juvenile","Unknown",19.8,9.2,"SD0258601","MS0067",NA,"Portugal","1000199 - Mediterranean forest",NA,40.857,-8.253,0.168604,0.00168941136922673,"Reptiles"
"948","PR01650","PRB0075","EHI01076","AFQ49E1L1I1","Lacerta viridis","Other",41401356,40776754,6210203400,5957847993,4843839,169392743,171747,5928479166,29368827,4276792050,0.72,0.917,"SEB009",8.51,33,1,2.07,17.6,1.82,6.21,97.38,92.65,47.37,"AFQ49E1L1","LIB0045","AFQ49","AFQ49E1","EHI01076",8,183,22.8,20,5,"EXB0040",22.8,45,1026,"Faecal","< 1 minute","< 1 day","SD02571","Timon lepidus","Squamata","Lacertidae","Reptilia","Juvenile","Unknown",15.9,6.2,"SD0257101","MS0067",NA,"Portugal","1000199 - Mediterranean forest",NA,40.857,-8.253,0.155131,0.00492943543281165,"Reptiles"
"949","PR01651","PRB0075","EHI01077","AFP19E1L1I1","Lacerta viridis","Other",37705586,37004972,5655837900,5359457706,5594622,201587143,289939,5310203237,49254469,2476531110,0.47,0.8892,"SEB009",8.77,6,1,2.01,17.6,1.58,5.66,97.11,91.98,38.41,"AFP19E1L1","LIB0044","AFP19","AFP19E1","EHI01077",11.6,200,17.3,20,6,"EXB0039",17.3,45,779,"Faecal","< 1 minute","< 1 day","SD02508","Timon lepidus","Squamata","Lacertidae","Reptilia","Juvenile","Unknown",17.4,4.8,"SD0250801","MS0067",NA,"Portugal","1000199 - Mediterranean forest",NA,40.836,-8.163,0.155207,0.00919019641574162,"Reptiles"
"950","PR01652","PRB0075","EHI01078","AFQ29E1L1I1","Lacerta viridis","Other",46734348,46069638,7010152200,6759555856,4828779,159116759,326504,6704384435,55171421,4926106680,0.73,0.908,"SEB009",9.22,21,1,1.91,17.6,1.91,7.01,97.5,93.07,48.86,"AFQ29E1L1","LIB0045","AFQ29","AFQ29E1","EHI01078",10,196,19.6,20,5,"EXB0040",19.6,45,882,"Faecal","< 1 minute","< 1 day","SD02561","Timon lepidus","Squamata","Lacertidae","Reptilia","Adult","Female",41.6,75,"SD0256101","MS0067",NA,"Portugal","1000199 - Mediterranean forest",NA,40.857,-8.253,0.16116,0.00816198906782138,"Reptiles"
"951","PR01653","PRB0075","EHI01085","AFQ25E1L1I1","Lacerta viridis","Other",43859446,43099080,6578916900,6280154303,5858153,194639810,274778,6235153964,45000339,4461838294,0.72,0.8893,"SEB009",17.09,20,1,1.03,17.6,0.78,6.58,97.32,92.63,47.77,"AFQ25E1L1","LIB0045","AFQ25","AFQ25E1","EHI01085",23,198.5,8.63,20,4,"EXB0040",8.63,45,388,"Faecal","< 1 minute","< 1 day","SD02559","Timon lepidus","Squamata","Lacertidae","Reptilia","Adult","Male",49.4,120.6,"SD0255901","MS0067",NA,"Portugal","1000199 - Mediterranean forest",NA,40.857,-8.253,0.168714,0.007165483016636,"Reptiles"
"952","PR01654","PRB0076","EHI00938","ACE29E1L1I1","Diglossa brunneiventris","Other",26068732,19366096,3910309800,2784263029,9373976,527277337,8767164,1464135142,1320127887,531563438,0.36,0.9166,"SEB008",10.59,150,4,4,10.6,3.83,3.91,96.63,91.82,52.82,"ACE29E1L1","LIB0042","ACE29","ACE29E1","EHI00938",24,0.8,0.04,5,14,"EXB0043",0.04,45,2,"Anal/cloacal swab","< 1 minute","< 1 day","SD02423","Ramphocelus carbo","Passeriformes","Thraupidae","Aves",NA,NA,76,26.2,"SD0242301","MS0053",NA,"Peru","1000252 - Lake or pond","Oxbow lake",-12.404,-70.721,0.613703,0.474139071362859,"Birds"
"953","PR01655","PRB0077","EHI00868","ACB35E1L1I1","Plecotus auritus","Same",29686386,28544104,4452957900,3935814847,9629876,371814763,14298896,1941981490,1993833357,916126657,0.47,0.7923,"SEB008",5.1,138,1,3.46,17.7,2.59,4.45,97.18,92.57,38.98,"ACB35E1L1","LIB0048","ACB35","ACB35E1","EHI00868",24,15.9,0.66,10,10,"EXB0050",0.66,45,30,"Faecal","< 10 minutes","< 7 days","SD00505","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Nursing","Female",42.1,8.4,"SD0050501","MS0011",NA,"Spain","1000221 - Temperate woodland","Pine Forest (Pinus sylvestris)",40.864,-4.03,0.252007,0.506587183215634,"Bats"
"954","PR01656","PRB0077","EHI00869","AAQ47E1L1I1","Plecotus auritus","Same",25114876,24123532,3767231400,3434905394,5053426,205662457,23472748,0,3434905394,0,0,0,"SEB008",6.05,49,1,2.92,17.7,1.72,3.77,96.54,91.36,43.05,"AAQ47E1L1","LIB0047","AAQ47","AAQ47E1","EHI00869",24,100.8,4.2,20,7,"EXB0049",4.2,45,189,"Tissue","< 1 minute","< 1 day","SD02805","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",38.8,7.5,"SD0280501","MS0038",NA,"Portugal","00000044 - Peatland","Abandoned cable car house",40.314,-7.576,0.198274,1,"Bats"
"955","PR01657","PRB0077","EHI00878","ADA14E1L1I1","Plecotus auritus","Same",23283480,22888188,3492522000,3307696293,3894340,129956967,17555220,738211865,2569484428,500650461,0.68,0.8679,"SEB008",8.06,125,1,2.19,17.7,1.42,3.49,97.37,92.87,43.6,"ADA14E1L1","LIB0048","ADA14","ADA14E1","EHI00878",24,42.7,1.78,10,7,"EXB0050",1.78,45,80,"Faecal","< 1 minute","< 1 day","SD01419","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0141901","MS0030",NA,"Germany","1000221 - Temperate woodland",NA,51.586,13.389,0.182558,0.776819937621764,"Bats"
"956","PR01658","PRB0077","EHI00881","ACC19E1L1I1","Plecotus auritus","Same",14364222,13908728,2154633300,1972887788,3165757,119641057,13471669,0,1972887788,0,0,0,"SEB008",8.54,63,1,2.07,17.7,1.63,2.15,96.7,91.67,43.09,"ACC19E1L1","LIB0037","ACC19","ACC19E1","EHI00881",24,63.7,0.42,20,7,"EXB0024",0.42,45,19,"Tissue","< 10 minutes","< 7 days","SD00507","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",40.6,8.5,"SD0050701","MS0011",NA,"Spain","1000221 - Temperate woodland","Pine Forest (Pinus sylvestris)",40.864,-4.03,0.182836,1,"Bats"
"957","PR01659","PRB0077","EHI00885","ACZ97E1L1I1","Plecotus auritus","Same",25712648,25263936,3856897200,3606663320,5223069,188393046,1425552,3407354018,199309302,2939308389,0.86,0.9391,"SEB008",8.93,123,1,1.98,17.7,1.38,3.86,97.15,91.86,31.99,"ACZ97E1L1","LIB0048","ACZ97","ACZ97E1","EHI00885",24,32.6,1.36,10,7,"EXB0050",1.36,45,61,"Faecal","< 1 minute","< 1 day","SD01415","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0141501","MS0030",NA,"Germany","1000198 - Mixed forest",NA,52,13,0.191061,0.0552614104274086,"Bats"
"958","PR01660","PRB0077","EHI00894","ACZ99E1L1I1","Plecotus auritus","Same",30652858,29950078,4597928700,4278050338,6187138,229122907,5545373,3475727633,802322705,1851241459,0.53,0.8251,"SEB008",9.48,124,1,1.86,17.6,1.31,4.6,97.16,92.47,43.15,"ACZ99E1L1","LIB0048","ACZ99","ACZ99E1","EHI00894",24,56.4,2.35,20,7,"EXB0050",2.35,45,106,"Faecal","< 1 minute","< 1 day","SD01416","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0141601","MS0030",NA,"Germany","1000198 - Mixed forest",NA,52,13,0.200218,0.187544007575911,"Bats"
"959","PR01661","PRB0077","EHI00899","ACB34E1L1I1","Plecotus auritus","Same",31902916,31016192,4785437400,4422740057,6950072,244117373,13413898,2465372168,1957367889,538770192,0.22,0.6981,"SEB008",9.91,136,1,1.78,17.6,1.32,4.79,96.94,92.14,40.84,"ACB34E1L1","LIB0048","ACB34","ACB34E1","EHI00899",24,10.4,0.43,10,9,"EXB0050",0.43,45,20,"Faecal","< 10 minutes","< 7 days","SD00504","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Nursing","Female",40.6,8.1,"SD0050401","MS0011",NA,"Spain","1000221 - Temperate woodland","Pine Forest (Pinus sylvestris)",40.864,-4.03,0.229424,0.44256905533076,"Bats"
"960","PR01662","PRB0077","EHI00908","AAQ45E1L1I1","Plecotus auritus","Same",24965152,23954100,3744772800,3422398398,4675624,187504593,23295956,0,3422398398,0,0,0,"SEB008",11.25,48,1,1.57,17.7,1.04,3.74,96.18,90.79,43.28,"AAQ45E1L1","LIB0047","AAQ45","AAQ45E1","EHI00908",24,169.9,7.08,20,7,"EXB0049",7.08,45,319,"Tissue","< 1 minute","< 1 day","SD02804","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",40.6,8,"SD0280401","MS0038",NA,"Portugal","00000044 - Peatland","Abandoned cable car house",40.314,-7.576,0.196529,1,"Bats"
"961","PR01663","PRB0077","EHI00913","AAQ52E1L1I1","Plecotus auritus","Same",25862942,24995104,3879441300,3434607641,8429031,346786286,1657991,3209083089,225524552,769700046,0.24,0.7766,"SEB008",12.33,143,1,1.43,17.6,0.83,3.88,97.26,92.55,41.22,"AAQ52E1L1","LIB0048","AAQ52","AAQ52E1","EHI00913",24,3.9,0.16,5,12,"EXB0050",0.16,45,7,"Faecal","< 30 minutes","< 1 day","SD02808","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",38.8,7.75,"SD0280801","MS0038",NA,"Portugal","00000044 - Peatland","Abandoned cable car house",40.314,-7.576,0.348807,0.065662391624546,"Bats"
"962","PR01664","PRB0077","EHI00923","AAQ48E1L1I1","Plecotus auritus","Same",32828982,31913338,4924347300,4592889367,5915695,217172184,4659142,3924745362,668144005,3165049942,0.81,0.7111,"SEB008",13.41,147,1,1.32,17.7,0.96,4.92,97.44,93.37,58.6,"AAQ48E1L1","LIB0048","AAQ48","AAQ48E1","EHI00923",24,3.1,0.13,5,13,"EXB0050",0.13,45,6,"Faecal","< 30 minutes","< 1 day","SD02805","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",38.8,7.5,"SD0280501","MS0038",NA,"Portugal","00000044 - Peatland","Abandoned cable car house",40.314,-7.576,0.358577,0.14547356829464,"Bats"
"963","PR01665","PRB0077","EHI00930","ADA18E1L1I1","Plecotus auritus","Same",41090550,40178590,6163582500,5690265940,9676817,358936511,8966202,4412084456,1278181484,2151745500,0.49,0.8604,"SEB008",14.75,137,1,1.2,17.7,0.69,6.16,97.34,92.65,44.44,"ADA18E1L1","LIB0048","ADA18","ADA18E1","EHI00930",24,21.7,0.91,10,9,"EXB0050",0.91,45,41,"Faecal","< 1 minute","< 1 day","SD01421","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0142101","MS0030",NA,"Germany","1000221 - Temperate woodland",NA,51.586,13.389,0.22605,0.224625966075673,"Bats"
"964","PR01666","PRB0077","EHI00934","ACZ93E1L1I1","Plecotus auritus","Same",30757760,30232092,4613664000,4408118442,4015640,129354953,27835140,0,4408118442,0,0,0.8228,"SEB008",16.76,115,1,1.05,17.6,0.64,4.61,97.29,92.59,41.97,"ACZ93E1L1","LIB0048","ACZ93","ACZ93E1","EHI00934",24,46.3,1.93,10,6,"EXB0050",1.93,45,87,"Faecal","< 1 minute","< 1 day","SD01413","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0141301","MS0030",NA,"Germany","1000198 - Mixed forest",NA,52,13,0.208217,1,"Bats"
"965","PR01667","PRB0077","EHI00935","ACC16E1L1I1","Plecotus auritus","Same",39409950,38423872,5911492500,5490118947,7835241,287415672,37335028,0,5490118947,0,0,0,"SEB008",16.79,76,1,1.05,17.6,0.5,5.91,96.78,91.59,42.56,"ACC16E1L1","LIB0037","ACC16","ACC16E1","EHI00935",24,110.9,1.04,20,8,"EXB0025",1.04,45,47,"Tissue","< 10 minutes","< 7 days","SD00504","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Nursing","Female",40.6,8.1,"SD0050401","MS0011",NA,"Spain","1000221 - Temperate woodland","Pine Forest (Pinus sylvestris)",40.864,-4.03,0.21368,1,"Bats"
"966","PR01668","PRB0077","EHI00937","AAQ43E1L1I1","Plecotus auritus","Same",31474416,30652744,4721162400,4404357398,5488146,205927679,29906326,0,4404357398,0,0,0,"SEB008",17.54,47,1,1.01,17.7,0.55,4.72,96.86,91.85,42.77,"AAQ43E1L1","LIB0047","AAQ43","AAQ43E1","EHI00937",24,153.1,6.38,20,7,"EXB0049",6.38,45,287,"Tissue","< 1 minute","< 1 day","SD02801","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",37.3,7,"SD0280101","MS0038",NA,"Portugal","00000044 - Peatland","Abandoned cable car house",40.314,-7.576,0.196623,1,"Bats"
"967","PR01669","PRB0077","EHI00943","AAQ46E1L1I1","Plecotus auritus","Same",26616944,26107256,3992541600,3754400366,4823818,171237736,25005612,0,3754400366,0,0,0,"SEB008",18.78,126,4,3.76,17.7,0.73,3.99,97.42,92.87,42.33,"AAQ46E1L1","LIB0048","AAQ46","AAQ46E1","EHI00943",24,8,0.33,5,8,"EXB0050",0.33,45,15,"Faecal","< 30 minutes","< 1 day","SD02804","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",40.6,8,"SD0280401","MS0038",NA,"Portugal","00000044 - Peatland","Abandoned cable car house",40.314,-7.576,0.190641,1,"Bats"
"968","PR01670","PRB0077","EHI00944","ACC17E1L1I1","Plecotus auritus","Same",30589488,29700354,4588423200,4234475664,6323243,231315348,28922676,0,4234475664,0,0,0,"SEB008",18.78,77,4,3.76,17.7,0.41,4.59,96.93,92.01,42.55,"ACC17E1L1","LIB0037","ACC17","ACC17E1","EHI00944",24,36.3,0.31,10,8,"EXB0025",0.31,45,14,"Tissue","< 10 minutes","< 7 days","SD00505","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Nursing","Female",42.1,8.4,"SD0050501","MS0011",NA,"Spain","1000221 - Temperate woodland","Pine Forest (Pinus sylvestris)",40.864,-4.03,0.193894,1,"Bats"
"969","PR01671","PRB0077","EHI00982","ADA12E1L1I1","Plecotus auritus","Same",18133156,17783918,2719973400,2593576222,2453450,76963392,16999524,0,2593576222,0,0,0,"SEB008",29.67,108,4,2.38,17.7,0.36,2.72,97.18,92.39,42.14,"ADA12E1L1","LIB0048","ADA12","ADA12E1","EHI00982",24,68.6,2.86,20,5,"EXB0050",2.86,45,129,"Faecal","< 1 minute","< 1 day","SD01418","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0141801","MS0030",NA,"Germany","1000221 - Temperate woodland",NA,51.586,13.389,0.186638,1,"Bats"
"970","PR01672","PRB0077","EHI00985","AAQ42E1L1I1","Plecotus auritus","Same",47693978,45586336,7154096700,6471160967,9974317,407303746,44477850,0,6471160967,0,0,0,"SEB008",30.04,66,4,2.35,17.6,0.33,7.15,96.3,90.98,43.16,"AAQ42E1L1","LIB0047","AAQ42","AAQ42E1","EHI00985",24,134.2,5.59,20,8,"EXB0049",5.59,45,252,"Tissue","< 1 minute","< 1 day","SD02802","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",39,8.25,"SD0280201","MS0038",NA,"Portugal","00000044 - Peatland","Abandoned cable car house",40.314,-7.576,0.206259,1,"Bats"
"971","PR01673","PRB0077","EHI01007","ACB47E1L1I1","Plecotus auritus","Same",31231104,29905590,4684665600,4040570516,11497061,494660284,82523,4030351754,10218762,2673572842,0.66,0.9539,"SEB008",37.78,129,4,1.87,17.7,0.32,4.68,97.33,92.71,39.42,"ACB47E1L1","LIB0048","ACB47","ACB47E1","EHI01007",24,59.3,2.47,20,8,"EXB0050",2.47,45,111,"Faecal","< 1 minute","< 7 days","SD00487","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Nursing","Female",41.2,9,"SD0048701","MS0011",NA,"Spain","1000221 - Temperate woodland","Mix Deciduous Forest, Botton Valley",42.985,-6.356,0.176374,0.00252903939172336,"Bats"
"972","PR01674","PRB0077","EHI01021","ADA16E1L1I1","Plecotus auritus","Same",36739612,36085588,5510941800,5220964600,6101620,196870412,34207508,0,5220964600,0,0,0.7544,"SEB008",44.31,101,4,1.59,17.6,0.23,5.51,97.33,92.77,42.67,"ADA16E1L1","LIB0048","ADA16","ADA16E1","EHI01021",24,46.8,1.95,10,4,"EXB0050",1.95,45,88,"Faecal","< 1 minute","< 1 day","SD01420","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0142001","MS0030",NA,"Germany","1000221 - Temperate woodland",NA,51.586,13.389,0.204722,1,"Bats"
