"","preprocessing_id","preprocessing_batch","sequence_id","index_id","reference_species","reference_closenees","reads_pre_fastp","reads_post_fastp","bases_pre_fastp","bases_post_fastp","adapter_trimmed_reads","adapter_trimmed_bases","host_reads","metagenomic_bases","host_bases","bacterial_archaeal_bases","singlem_fraction","nonpareil_coverage","sequence_batch","index_library_molarity","pooling_index","pooling_dilution","pooling_volume","pooling_moles","pooling_adator_library_ratio","sequence_data","sequence_q20","sequence_q30","sequence_gc","library_id","library_batch","sample_id","extraction_id","sequencing_datasets","library_input_volume","library_input_dna","library_input_dna_concentration","library_adaptor_molarity","library_PCR_cycles_required","extraction_batch","extraction_concentration","extraction_volume","extraction_total","sample_type","sample_freshness","sample_freezing","specimen_id","specimen_species","specimen_order","specimen_family","specimen_class","specimen_development","specimen_sex","specimen_length","specimen_weight","capture_id","capture_event_id","capture_place","capture_country","capture_biome","capture_environment","capture_latitude","capture_longitude","host_dup_percent","host_percent","tax_group"
"618","PR01301","PRB0045","EHI00651","ADA67E1L2I1","Plecotus auritus","Same",25766952,24758072,3865042800,3526677075,5221689,228201309,10577764,1993833424,1532843651,854268086,0.43,0.7287,"SEB005",10.7,175,1,1.65,17.6,0.23,3.9,96.98,92.38,44.27,"ADA67E1L2","LIB0035","ADA67","ADA67E1","EHI00651",20,18.7,0.93,10,8,"EXB0014",0.93,45,42,"Faecal","< 1 minute","< 1 day","SD01443","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0144301","MS0030",NA,"Germany","1000221 - Temperate woodland",NA,51.771,14.373,0.144205,0.434642474601959,"Bats"
"619","PR01302","PRB0045","EHI00652","OPAU58E1L1I1","Plecotus auritus","Same",38846096,30490352,5826914400,3163268458,32777655,1926980071,6840838,2426662560,736605898,83222463,0.03,0.7533,"SEB005",10.71,167,1,1.65,17.7,0.07,7.3,96.25,91.47,42.92,"OPAU58E1L1","LIB0034","OPAU58","OPAU58E1","EHI00652",24,21.6,0.9,10,8,"EXB0030",0.9,45,41,"Faecal","< 10 minutes","< 3 days","SD00737","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",NA,NA,"SD0073701","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Woods near lakes",51.512,-0.492,0.147807,0.232862277666349,"Bats"
"620","PR01303","PRB0045","EHI00653","OPAU42E1L1I1","Plecotus auritus","Same",52997036,48795690,7949555400,6727306387,16751588,827520303,2482696,6398881539,328424848,2023030117,0.32,0.7915,"SEB005",11.06,164,1,1.6,17.7,0.04,12.3,96.61,91.94,42.66,"OPAU42E1L1","LIB0034","OPAU42","OPAU42E1","EHI00653",24,25.2,1.05,10,8,"EXB0030",1.05,45,47,"Faecal","< 10 minutes","< 3 days","SD00729","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",NA,NA,"SD0072901","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Woodland",51.695,-2.711,0.162242,0.0488196655699606,"Bats"
"621","PR01304","PRB0045","EHI00654","OPAU70E1L1I1","Plecotus auritus","Same",54027486,52920100,8104122900,7666369721,8350072,294873108,29015564,3364372163,4301997558,928452202,0.28,0.7525,"SEB005",11.11,168,1,1.59,17.7,0.05,10.2,96.25,91.34,42.46,"OPAU70E1L1","LIB0034","OPAU70","OPAU70E1","EHI00654",24,7.4,0.31,5,8,"EXB0030",0.31,45,14,"Faecal","< 10 minutes","< 3 days","SD00743","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",NA,NA,"SD0074301","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Woodland",51.639,-2.709,0.190458,0.561151850818753,"Bats"
"622","PR01305","PRB0045","EHI00655","ACZ33E2L3I1","Plecotus auritus","Same",32439398,31849070,4865909700,4575898859,5775355,217307537,1934056,4289894272,286004587,3187371652,0.74,0.9765,"SEB005",11.44,177,1,1.54,17.6,0.2,4.9,97.52,93.35,47.41,"ACZ33E2L3","LIB0035","ACZ33","ACZ33E2","EHI00655",24,27.6,1.15,10,8,"EXB0031",1.15,45,52,"Faecal","< 10 minutes","< 1 day","SD01186","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",38.09,7.4,"SD0118601","MS0027",NA,"Poland","1000197 - Broadleaf forest","villiage in the forest",52.704,23.85,0.155448,0.0625023838622391,"Bats"
"623","PR01306","PRB0045","EHI00656","OPAU64E1L1I1","Plecotus auritus","Same",34828486,33903652,5224272900,4880194756,5902130,233213116,9420314,3507211714,1372983042,2671567150,0.76,0.9668,"SEB005",11.45,200,1,1.54,17.6,0.06,97.4,96.94,92.4,43.03,"OPAU64E1L1","LIB0034","OPAU64","OPAU64E1","EHI00656",24,14.2,0.59,10,9,"EXB0030",0.59,45,27,"Faecal","< 10 minutes","< 3 days","SD00740","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0074001","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Woodland",51.762,-2.678,0.166573,0.281337756103273,"Bats"
"624","PR01307","PRB0045","EHI00657","ADA17E2L1I1","Plecotus auritus","Same",73410928,70659652,11011639200,10002903106,15983688,675624641,68703500,0,10002903106,0,0,0,"SEB005",11.67,185,1,3.02,35.3,0.1,11,96.68,91.89,42.69,"ADA17E2L1","LIB0037","ADA17","ADA17E2","EHI00657",24,53,2.21,20,8,"EXB0033",2.21,45,99,"Tissue","< 1 minute","< 1 day","SD01420","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0142001","MS0030",NA,"Germany","1000221 - Temperate woodland",NA,51.586,13.389,0.18854,1,"Bats"
"625","PR01308","PRB0045","EHI00660","OPAU48E1L1I1","Plecotus auritus","Same",36893980,35063160,5534097000,4893975899,9823001,441237889,18297912,2310176112,2583799787,169635267,0.07,0.663,"SEB005",16.01,166,1,1.1,17.6,0.07,8.8,96.16,91.38,42.76,"OPAU48E1L1","LIB0034","OPAU48","OPAU48E1","EHI00660",24,26.9,1.12,10,8,"EXB0030",1.12,45,50,"Faecal","< 10 minutes","< 3 days","SD00732","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0073201","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Woodland",51.041,-0.61,0.162479,0.527955151460381,"Bats"
"626","PR01309","PRB0045","EHI00662","OPAU65E2L1I1","Plecotus auritus","Same",649217484,622904356,97382622600,87251423260,165229626,7120873758,610601200,0,87251423260,0,0,0.7125,"SEB005",16.34,193,1,26,424.8,0.06,7.1,97.12,92.82,44.32,"OPAU65E2L1","LIB0037","OPAU65","OPAU65E2","EHI00662",24,139.7,5.82,20,8,"EXB0035",5.82,45,262,"Tissue","< 10 minutes","< 3 days","SD00741","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0074101","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Woodland",51.762,-2.678,0.324897,1,"Bats"
"627","PR01310","PRB0046","EHI00674","AEV73E1L1I1","Podarcis muralis","Other",6923900,6666074,1038585000,981413635,626434,20495580,28684,977987360,3426275,578324205,0.59,0.6969,"SEB006",29.72,10,4,2.4,17.8,1.24,1.04,96.74,92.02,45.88,"AEV73E1L1","LIB0040","AEV73","AEV73E1","EHI00674",8,200,25,20,6,"EXB0041",25,45,1125,"Faecal",NA,NA,"SD02289","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Male",60,5.39,"SD0228901","MS0063",NA,"Malta","1000248 - Dense settlement",NA,35.902,14.483,0.180031,0.00349116303035672,"Reptiles"
"628","PR01311","PRB0046","EHI00675","AEV79E1L1I1","Podarcis muralis","Other",20679530,20232518,3101929500,2959579223,2476831,79381572,36006,2953671640,5907583,1503631609,0.51,0.7568,"SEB006",10,11,1,1.8,18,4.09,3.1,97.11,92.4,40.62,"AEV79E1L1","LIB0040","AEV79","AEV79E1","EHI00675",9,189.9,21.1,20,6,"EXB0041",21.1,45,950,"Faecal",NA,NA,"SD02292","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Female",55,3.49,"SD0229201","MS0063",NA,"Malta","1000248 - Dense settlement",NA,35.902,14.483,0.136533,0.00199608882035999,"Reptiles"
"629","PR01312","PRB0046","EHI00676","AEV81E1L1I1","Podarcis muralis","Other",25055670,24513436,3758350500,3622386982,1951501,56697225,803896,3478492119,143894863,2252618970,0.65,0.8225,"SEB006",7.39,12,1,2.4,17.7,5.1,3.76,96.9,92.05,45.67,"AEV81E1L1","LIB0040","AEV81","AEV81E1","EHI00676",24,115.2,4.8,20,7,"EXB0041",4.8,45,216,"Faecal",NA,NA,"SD02293","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Female",55,4.11,"SD0229301","MS0063",NA,"Malta","1000248 - Dense settlement",NA,35.902,14.483,0.162586,0.0397237688063224,"Reptiles"
"630","PR01313","PRB0046","EHI00677","AEX06E1L1I1","Podarcis muralis","Other",55628064,54425914,8344209600,8006443558,5519896,164365675,22850,8002339393,4104165,5694072249,0.71,0.9654,"SEB006",6.06,13,1,2.9,17.6,1.48,8.34,97.09,92.39,45.05,"AEX06E1L1","LIB0040","AEX06","AEX06E1","EHI00677",12,195.6,16.3,20,7,"EXB0041",16.3,45,734,"Faecal",NA,NA,"SD02317","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Male",70,7.16,"SD0231701","MS0063",NA,"Malta","1000248 - Dense settlement",NA,35.837,14.544,0.164902,0.000512607747780741,"Reptiles"
"631","PR01314","PRB0046","EHI00678","AEX07E1L1I1","Podarcis muralis","Other",25435140,24800578,3815271000,3660346278,2116813,63163613,74466,3646847093,13499185,2374151058,0.65,0.8031,"SEB006",14.35,14,1,1.2,17.2,1.2,3.82,96.91,92.16,46.24,"AEX07E1L1","LIB0040","AEX07","AEX07E1","EHI00678",6,179.4,29.9,20,6,"EXB0041",29.9,45,1346,"Faecal",NA,NA,"SD02313","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Female",65,5.41,"SD0231301","MS0063",NA,"Malta","1000248 - Dense settlement",NA,35.837,14.544,0.163914,0.00368795298989469,"Reptiles"
"632","PR01315","PRB0046","EHI00679","AEX08E1L1I1","Podarcis muralis","Other",22040282,21268260,3306042300,3139330906,1718476,53637522,956862,2964925892,174405014,2089012619,0.7,0.7069,"SEB006",3.15,15,1,5.6,17.7,1.99,3.31,96.41,91.32,44.18,"AEX08E1L1","LIB0040","AEX08","AEX08E1","EHI00679",18,196.2,10.9,20,7,"EXB0041",10.9,45,491,"Faecal",NA,NA,"SD02301","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Male",84,14.31,"SD0230101","MS0063",NA,"Malta","1000218 - Xeric shrubland",NA,35.788,14.409,0.157546,0.0555548361170436,"Reptiles"
"633","PR01316","PRB0046","EHI00680","AEX11E1L1I1","Podarcis muralis","Other",23725108,23156354,3558766200,3426743689,1638601,49354052,143002,3400132859,26610830,2589875540,0.76,0.877,"SEB006",8.4,16,1,2.1,17.6,1.37,3.56,96.75,91.82,47.37,"AEX11E1L1","LIB0040","AEX11","AEX11E1","EHI00680",8,183.2,22.9,20,6,"EXB0041",22.9,45,1031,"Faecal",NA,NA,"SD02316","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Male",64,6.23,"SD0231601","MS0063",NA,"Malta","1000248 - Dense settlement",NA,35.837,14.544,0.120194,0.00776563186952732,"Reptiles"
"634","PR01317","PRB0046","EHI00681","AEX12E1L1I1","Podarcis muralis","Other",10185268,9910148,1527790200,1464727864,790063,22527631,23050,1460631850,4096014,900613858,0.62,0.7887,"SEB006",12.74,17,1,1.4,17.8,3.01,1.53,96.97,92.27,44.9,"AEX12E1L1","LIB0040","AEX12","AEX12E1","EHI00681",24,187.4,7.81,20,7,"EXB0041",7.81,45,351,"Faecal",NA,NA,"SD02315","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Female",64,5.51,"SD0231501","MS0063",NA,"Malta","1000248 - Dense settlement",NA,35.837,14.544,0.15705,0.0027964334540713,"Reptiles"
"635","PR01318","PRB0046","EHI00682","AEX14E1L1I1","Podarcis muralis","Other",10640864,10411256,1596129600,1539501112,802293,22832145,972352,1361957203,177543909,885152522,0.65,0.6647,"SEB006",16.52,18,1,1.1,18.2,2.81,1.6,96.81,91.83,44.55,"AEX14E1L1","LIB0040","AEX14","AEX14E1","EHI00682",20,195,9.75,20,7,"EXB0041",9.75,45,439,"Faecal",NA,NA,"SD02299","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Male",80,14.1,"SD0229901","MS0063",NA,"Malta","1000218 - Xeric shrubland",NA,35.788,14.409,0.149008,0.115325612704072,"Reptiles"
"636","PR01319","PRB0046","EHI00683","AEX21E1L1I1","Podarcis muralis","Other",13479834,13189056,2021975100,1952217943,923230,27335898,119580,1930783069,21434874,1169659791,0.61,0.6625,"SEB006",18.37,19,4,3.8,17.4,2.12,2.02,96.77,91.75,46.35,"AEX21E1L1","LIB0040","AEX21","AEX21E1","EHI00683",24,161,6.71,20,6,"EXB0041",6.71,45,302,"Faecal",NA,NA,"SD02312","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Female",58,4.06,"SD0231201","MS0063",NA,"Malta","1000248 - Dense settlement",NA,35.837,14.544,0.154792,0.0109797546308076,"Reptiles"
"637","PR01320","PRB0046","EHI00684","AEX32E1L1I1","Podarcis muralis","Other",20879618,20370088,3131942700,3009261320,1617050,48040040,3723656,2302460325,706800995,1401316057,0.61,0.7521,"SEB006",28.77,20,4,2.5,18,1.48,3.13,96.63,91.54,45.85,"AEX32E1L1","LIB0040","AEX32","AEX32E1","EHI00684",11,194.7,17.7,20,5,"EXB0041",17.7,45,797,"Faecal",NA,NA,"SD02318","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Male",66,7.89,"SD0231801","MS0063",NA,"Malta","1000245 - Cropland",NA,35.862,14.557,0.162569,0.234875246726662,"Reptiles"
"638","PR01321","PRB0046","EHI00685","AEX36E1L1I1","Podarcis muralis","Other",41252158,40559476,6187823700,5996907718,2988098,91166379,375766,5926233449,70674269,4493477442,0.76,0.9196,"SEB006",6.99,21,1,2.5,17.5,1.42,6.19,97.05,92.26,45.09,"AEX36E1L1","LIB0040","AEX36","AEX36E1","EHI00685",5,189,37.8,20,5,"EXB0041",37.8,45,1701,"Faecal",NA,NA,"SD02319","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Female",56,3.86,"SD0231901","MS0063",NA,"Malta","1000245 - Cropland",NA,35.862,14.557,0.151334,0.0117851186517124,"Reptiles"
"639","PR01322","PRB0046","EHI00686","AEX38E1L1I1","Podarcis muralis","Other",28711704,28054640,4306755600,4147778245,2104287,62776294,220152,4109320243,38458002,2725431130,0.66,0.9018,"SEB006",5.64,22,1,3.1,17.5,1.66,4.31,96.74,91.62,44.1,"AEX38E1L1","LIB0040","AEX38","AEX38E1","EHI00686",14,200.2,14.3,20,7,"EXB0041",14.3,45,644,"Faecal",NA,NA,"SD02320","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Male",60,6.48,"SD0232001","MS0063",NA,"Malta","1000245 - Cropland",NA,35.862,14.557,0.179912,0.00927195229068954,"Reptiles"
"640","PR01323","PRB0046","EHI00687","AEX41E1L1I1","Podarcis muralis","Other",8643734,8445690,1296560100,1245451729,759647,22319648,11608,1243450710,2001019,792697699,0.64,0.6851,"SEB006",9.06,23,1,2,18.1,1.33,1.3,97.04,92.36,44.22,"AEX41E1L1","LIB0040","AEX41","AEX41E1","EHI00687",24,192.2,8.01,20,6,"EXB0041",8.01,45,360,"Faecal",NA,NA,"SD02321","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Female",65,5,"SD0232101","MS0063",NA,"Malta","1000245 - Cropland",NA,35.862,14.557,0.142316,0.00160666122452346,"Reptiles"
"641","PR01324","PRB0046","EHI00688","AEX44E1L1I1","Podarcis muralis","Other",25663672,25249100,3849550800,3725336116,2158847,65733567,664102,3605222761,120113355,2429986172,0.67,0.9042,"SEB006",12.28,24,1,1.4,17.2,1.25,3.85,97.04,92.22,45.81,"AEX44E1L1","LIB0040","AEX44","AEX44E1","EHI00688",11,184.8,16.8,20,6,"EXB0041",16.8,45,756,"Faecal",NA,NA,"SD02323","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Female",56,3.62,"SD0232301","MS0063",NA,"Malta","1000245 - Cropland",NA,35.862,14.557,0.151838,0.0322422866715633,"Reptiles"
"642","PR01325","PRB0046","EHI00689","AEX46E1L1I1","Podarcis muralis","Other",13525592,13144232,2028838800,1943969339,995995,29088210,66234,1932857223,11112116,1275893859,0.66,0.8621,"SEB006",22.83,25,4,3.1,17.7,1.53,2.03,96.9,92.12,44.66,"AEX46E1L1","LIB0040","AEX46","AEX46E1","EHI00689",10,182,18.2,20,6,"EXB0041",18.2,45,819,"Faecal",NA,NA,"SD02324","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Female",52,3.51,"SD0232401","MS0063",NA,"Malta","1000248 - Dense settlement",NA,36.047,14.267,0.147296,0.00571619921007406,"Reptiles"
"643","PR01326","PRB0046","EHI00690","AEX48E1L1I1","Podarcis muralis","Other",16393940,16001882,2459091000,2376182605,905867,24832626,285218,2321823649,54358956,1372123111,0.59,0.7666,"SEB006",23.44,26,4,3,17.6,1.59,2.46,96.54,91.28,43.16,"AEX48E1L1","LIB0040","AEX48","AEX48E1","EHI00690",7,179.9,25.7,20,6,"EXB0041",25.7,45,1157,"Faecal",NA,NA,"SD02330","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Male",54,3.41,"SD0233001","MS0063",NA,"Malta","1000248 - Dense settlement",NA,36.047,14.267,0.152725,0.0228765903283767,"Reptiles"
"644","PR01327","PRB0046","EHI00691","AEX55E1L1I1","Podarcis muralis","Other",25640612,25093968,3846091800,3707118339,2039754,59577021,671458,3587666036,119452303,2395126013,0.67,0.9037,"SEB006",5.85,27,1,3,17.5,6.63,3.85,97.12,92.5,44.28,"AEX55E1L1","LIB0040","AEX55","AEX55E1","EHI00691",24,112.3,4.68,20,7,"EXB0041",4.68,45,211,"Faecal",NA,NA,"SD02331","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Male",50,2.4,"SD0233101","MS0063",NA,"Malta","1000248 - Dense settlement",NA,36.047,14.267,0.187887,0.0322224143058304,"Reptiles"
"645","PR01328","PRB0046","EHI00692","AEX59E1L1I1","Podarcis muralis","Other",33994838,33126266,5099225700,4913547097,2085075,56849758,220626,4873372294,40174803,3404394136,0.7,0.8194,"SEB006",10.72,28,1,1.7,18.2,3.78,5.1,96.96,92.18,44.37,"AEX59E1L1","LIB0040","AEX59","AEX59E1","EHI00692",24,20.7,0.86,10,5,"EXB0041",0.86,45,39,"Faecal",NA,NA,"SD02329","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Female",55,4.15,"SD0232901","MS0063",NA,"Malta","1000248 - Dense settlement",NA,36.047,14.267,0.141334,0.00817633416489057,"Reptiles"
"646","PR01329","PRB0046","EHI00693","AEX61E1L1I1","Podarcis muralis","Other",37704774,36915092,5655716100,5442103422,3461945,98493356,276168,5392263654,49839768,3674531619,0.68,0.8758,"SEB006",6.69,29,1,2.6,17.4,1.55,5.66,96.96,92.14,44.62,"AEX61E1L1","LIB0040","AEX61","AEX61E1","EHI00693",11,198,18,20,6,"EXB0041",18,45,810,"Faecal",NA,NA,"SD02332","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Female",56,3.54,"SD0233201","MS0063",NA,"Malta","1000248 - Dense settlement",NA,36.047,14.267,0.162365,0.0091581809707107,"Reptiles"
"647","PR01330","PRB0047","EHI00694","AEX63E1L1I1","Podarcis muralis","Other",37575520,36416546,5636328000,5376242567,3083214,92898329,1953098,5010854722,365387845,3404492060,0.68,0.8434,"SEB006",6.24,30,1,2.8,17.5,1.63,5.64,96.63,91.68,45.41,"AEX63E1L1","LIB0040","AEX63","AEX63E1","EHI00694",6,189.6,31.6,20,6,"EXB0041",31.6,45,1422,"Faecal",NA,NA,"SD02333","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Male",56,4.09,"SD0233301","MS0063",NA,"Malta","1000248 - Dense settlement",NA,36.047,14.267,0.177326,0.0679634224919078,"Reptiles"
"648","PR01331","PRB0047","EHI00695","AEX73E1L1I1","Podarcis muralis","Other",36851960,36055174,5527794000,5374254845,1455934,34612674,49194,5365124132,9130713,3737593855,0.7,0.8987,"SEB006",4.84,31,1,3.7,17.9,1.62,5.53,96.72,91.63,45.68,"AEX73E1L1","LIB0040","AEX73","AEX73E1","EHI00695",17,200.6,11.8,20,6,"EXB0041",11.8,45,531,"Faecal",NA,NA,"SD02344","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Female",55,3.92,"SD0234401","MS0063",NA,"Malta","1000218 - Xeric shrubland",NA,36.014,14.321,0.16811,0.0016989728368566,"Reptiles"
"649","PR01332","PRB0047","EHI00696","AEX89E1L1I1","Podarcis muralis","Other",39120612,38232616,5868091800,5679400781,2210258,56594337,2270740,5257899032,421501749,3364633435,0.64,0.8442,"SEB006",4.21,32,1,4.2,17.7,1.7,5.87,96.71,91.6,44.35,"AEX89E1L1","LIB0040","AEX89","AEX89E1","EHI00696",19,195.7,10.3,20,6,"EXB0041",10.3,45,464,"Faecal",NA,NA,"SD02350","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Male",64,6.51,"SD0235001","MS0063",NA,"Malta","1000218 - Xeric shrubland",NA,36.014,14.321,0.155977,0.0742158839027705,"Reptiles"
"650","PR01333","PRB0047","EHI00697","AEX91E1L1I1","Podarcis muralis","Other",4538034,4420424,680705100,651084173,411096,12660422,63626,0,651084173,0,0,0.5242,"SEB006",36.16,33,4,2,18.1,2.07,0.68,96.8,91.88,45.02,"AEX91E1L1","LIB0040","AEX91","AEX91E1","EHI00697",12,190.8,15.9,20,7,"EXB0041",15.9,45,716,"Faecal",NA,NA,"SD02352","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Male",64,6.05,"SD0235201","MS0063",NA,"Malta","1000218 - Xeric shrubland",NA,36.014,14.321,0.142237,1,"Reptiles"
"651","PR01334","PRB0047","EHI00698","AEX92E1L1I1","Podarcis muralis","Other",14659016,14365884,2198852400,2123407177,1127252,32385571,31638,2117738762,5668415,1320220521,0.62,0.7228,"SEB006",22.89,34,4,3.1,17.7,3.31,2.2,96.76,91.69,44.29,"AEX92E1L1","LIB0040","AEX92","AEX92E1","EHI00698",16,192,12,20,6,"EXB0041",12,45,540,"Faecal",NA,NA,"SD02349","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Female",56,3.65,"SD0234901","MS0063",NA,"Malta","1000218 - Xeric shrubland",NA,36.014,14.321,0.151969,0.00266949036501255,"Reptiles"
"652","PR01335","PRB0047","EHI00699","AEX95E1L1I1","Podarcis muralis","Other",19884890,19452396,2982733500,2876088008,1434294,43601853,236198,2832033716,44054292,1972882591,0.7,0.7891,"SEB006",12.14,35,1,1.5,18.2,3.23,2.98,96.81,91.78,43.72,"AEX95E1L1","LIB0040","AEX95","AEX95E1","EHI00699",14,189,13.5,20,6,"EXB0041",13.5,45,608,"Faecal",NA,NA,"SD02356","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Female",59,5.02,"SD0235601","MS0063",NA,"Malta","1000218 - Xeric shrubland",NA,36.014,14.321,0.160382,0.015317435307077,"Reptiles"
"653","PR01336","PRB0047","EHI00700","AEX97E1L1I1","Podarcis muralis","Other",16530372,16069202,2479555800,2364391901,1562248,48939382,99590,2345994448,18397453,1604347427,0.68,0.763,"SEB006",11.83,36,1,1.5,17.7,4.24,2.48,96.68,91.72,44.82,"AEX97E1L1","LIB0040","AEX97","AEX97E1","EHI00700",7,183.4,26.2,20,7,"EXB0041",26.2,45,1179,"Faecal",NA,NA,"SD02351","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Male",62,5.58,"SD0235101","MS0063",NA,"Malta","1000218 - Xeric shrubland",NA,36.014,14.321,0.166724,0.00778105059157873,"Reptiles"
"654","PR01337","PRB0047","EHI00730","AEX22E1L1I1","Podarcis muralis","Other",33854008,32642226,5078101200,4850388067,1819161,47368736,1332256,4609595390,240792677,3248101302,0.7,0.7547,"SEB006",5.12,66,1,3.5,17.9,9.37,5.08,96.4,91.27,43.83,"AEX22E1L1","LIB0040","AEX22","AEX22E1","EHI00730",24,58.6,2.44,20,9,"EXB0041",2.44,45,110,"Faecal",NA,NA,"SD02297","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Female",71,7.71,"SD0229701","MS0063",NA,"Malta","1000218 - Xeric shrubland",NA,35.788,14.409,0.199582,0.0496440024331769,"Reptiles"
"655","PR01338","PRB0047","EHI00731","AEX37E1L1I1","Podarcis muralis","Other",19018626,18473792,2852793900,2743685218,1074081,30099605,255564,2697223372,46461846,1988848123,0.74,0.7137,"SEB006",21.35,67,4,3.3,17.6,1.99,2.85,96.69,91.68,45.09,"AEX37E1L1","LIB0040","AEX37","AEX37E1","EHI00731",24,98.2,4.09,20,8,"EXB0041",4.09,45,184,"Faecal",NA,NA,"SD02322","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Male",58,5.07,"SD0232201","MS0063",NA,"Malta","1000245 - Cropland",NA,35.862,14.557,0.148558,0.016934102241462,"Reptiles"
"656","PR01339","PRB0047","EHI00732","AEX72E1L1I1","Podarcis muralis","Other",26573214,25719026,3985982100,3824344324,1340387,34777712,7961398,2327784651,1496559673,1459711136,0.63,0.7084,"SEB006",7.9,68,1,2.2,17.4,4.88,3.99,96.75,91.85,44.76,"AEX72E1L1","LIB0040","AEX72","AEX72E1","EHI00732",24,47,1.96,10,9,"EXB0041",1.96,45,88,"Faecal",NA,NA,"SD02339","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Male",54,3.84,"SD0233901","MS0063",NA,"Malta","1000218 - Xeric shrubland",NA,36.017,14.326,0.174086,0.391324511134683,"Reptiles"
"657","PR01340","PRB0047","EHI00733","AEX74E1L1I1","Podarcis muralis","Other",38042128,36751330,5706319200,5455209517,2386709,59136026,2214308,5045191845,410017672,3509387416,0.7,0.8617,"SEB006",12.83,69,1,1.4,18,1.36,5.71,96.52,91.52,44.35,"AEX74E1L1","LIB0040","AEX74","AEX74E1","EHI00733",13,198.9,15.3,20,8,"EXB0041",15.3,45,689,"Faecal",NA,NA,"SD02340","Podarcis filfolensis","Squamata","Lacertidae","Reptilia",NA,"Male",55,3.79,"SD0234001","MS0063",NA,"Malta","1000218 - Xeric shrubland",NA,36.017,14.326,0.177199,0.0751607561033664,"Reptiles"
