sequence_id	sequence_data	sequence_q20	sequence_q30	sequence_gc	index_id
EHI00434	4.1	96.51	91.83	43.08	OPAU31E2L1I1
EHI01330	6.6260307	97.05	92.36	43.93	AGC46E1L1I1
EHI01769	6.099174	96.85	92.06	42.25	AGI14E1L1I1
EHI01760	7.6911876	96.69	91.65	40.72	AAA02E1L1I1
EHI01341	4.8287964	97.58	93.75	49.56	AEC56E1L1I1
EHI01775	12.5975088	96.47	91.25	40.33	ADU25E1L1I1
EHI02606	5.6488716	98.47	95.8	41.61	AGO23E1L1I1
EHI02640	4.6872834	98.37	95.7	42.23	AGP62E1L1I1
EHI01721	10.9502958	96.38	91.18	44.22	ABK60E1L1I1
EHI01613	3.2889894	96.6	91.52	45.31	AAP49E1L1I1
EHI00878	3.492522	97.37	92.87	43.6	ADA14E1L1I1
EHI00054	2.6	95.14	88.39	42.24	AD74E2L1I2
EHI02676	9.5070657	97.99	94.92	41.98	AHN11E1L1I1
EHI01588	7.6628241	96.47	91.42	44.68	AAW84E1L1I1
EHI01292	6.1496145	97.21	92.43	36.32	AGC18E1L1I1
EHI00238	5.6	95.71	89.71	44.03	ACD90E1L1I1
EHI00798	5.3134716	97.05	92.42	41.24	AAH13E1L1I1
EHI01698	7.7431065	96.69	93.98	55.77	AHI23E1L1I1
EHI02571	3.8897115	98.53	95.97	40.1	AGO32E1L1I1
EHI00934	4.613664	97.29	92.59	41.97	ACZ93E1L1I1
EHI01082	7.645893	97.01	91.93	47.73	ACX25E1L1I1
EHI02411	4.7110668	96.86	92.2	48.05	AFN16E1L1I1
EHI00806	5.8591488	97.18	92.6	39.93	AAH67E1L1I1
EHI01153	4.4067621	96.93	92.35	44.32	AIH24E1L1I1
EHI01540	5.3542197	96.41	91.47	50.04	AAW64E1L1I1
EHI02106	NA	NA	NA	NA	AEC23E3L1I1
EHI02585	5.8468056	98.35	95.57	43.53	AJP43E1L1I1
EHI02221	NA	NA	NA	NA	AHB69E1L1I1
EHI02138	NA	NA	NA	NA	C1_LIB0072E1L1I1
EHI00413	2.11	96.18	90.58	44.28	ADV82E1L1I1
EHI00982	2.7199734	97.18	92.39	42.14	ADA12E1L1I1
EHI01110	6.6026025	96.76	92.27	44.03	AIH59E1L1I1
EHI01569	5.4943194	96.46	91.79	42.19	AGZ72E1L1I1
EHI02360	3.1003548	97.31	93	50.36	AFH81E1L1I1
EHI02570	5.6369445	96.44	91.45	42.57	AHO27E1L1I1
EHI01857	0.0051849	94.75	86.45	61.45	AFV15E1L2I1
EHI00235	5.4	96.83	91.99	59.56	ACD79E1L1I1
EHI00672	2.6767362	96.72	91.82	43.52	ABQ95E1L1I1
EHI01519	4.8673548	95.7	90.19	46.74	ABC05E1L1I1
EHI01791	8.9556066	96.51	91.59	42.98	AII48E1L1I1
EHI00716	4.6733769	96.55	91.51	45.08	AFM58E1L1I1
EHI00725	4.0991043	96.94	92.04	44.96	ABQ40E1L1I1
EHI02230	NA	NA	NA	NA	AFZ45E1L1I1
EHI02556	5.261862	96.9	92.29	54.46	AHO92E1L1I1
EHI01650	7.8775764	96.55	91.84	47.1	AIF97E1L1I1
EHI01748	5.3416353	96.67	91.77	44.62	ADD81E1L1I1
EHI00988	2.2860825	97.21	92.55	42.41	ACE35E1L1I1
EHI02191	NA	NA	NA	NA	ABQ48E1L1I1
EHI00418	3.01	96.68	91.39	48.55	ADV27E1L1I1
EHI01348	6.5218155	96.46	91.46	41.21	ACJ79E1L1I1
EHI02279	NA	NA	NA	NA	AEV89E1L1I1
EHI02026	4.8291132	96.81	91.99	48.46	ABA94E1L1I1
EHI00432	5.4	96.84	92.39	43.53	ACJ40E1L1I1
EHI00756	4.239366	96.73	92.24	46.22	AFM73E1L1I1
EHI00959	7.2639765	96.92	91.87	40.55	AAM01E1L1I1
EHI01315	5.6205147	96.57	91.69	42.53	AGC42E1L1I1
EHI01034	5.6276625	97.39	92.71	40.36	ABN91E1L1I1
EHI00423	2.5	94.09	88.52	57.17	C1_EXB0029E1L1I1
EHI01268	2.7682104	97.51	93.59	49.77	AHQ54E1L1I1
EHI01757	5.4920871	96.57	91.38	40.54	ADE01E1L1I1
EHI01302	5.0035437	97.43	93.04	42.45	AGD17E1L1I1
EHI00807	8.7320274	97.24	92.69	39.96	AAH77E1L1I1
EHI02154	NA	NA	NA	NA	AHB36E1L1I1
EHI01802	6.6588075	96.85	92.08	43.43	AII92E1L1I1
EHI01608	3.4327227	96.63	91.54	43.89	AEU67E1L1I1
EHI00951	7.6785105	97.05	91.99	40.38	AA84E1L1I1
EHI00232	8.4	95.45	89.11	44.11	ADU90E1L2I1
EHI02247	NA	NA	NA	NA	AEA72E1L1I1
EHI00179	4.5	95.26	88.78	44.91	ABL72E1L2I1
EHI02667	12.9812067	98.15	95.12	47.27	AHO38E1L1I1
EHI00250	4.2	94.49	88.7	46.51	ABD12E1L1I1
EHI01814	9.7276077	96.79	91.92	45.52	AHV45E1L1I1
EHI01297	4.3798011	97.19	92.47	39.49	AGD20E1L1I1
EHI00384	3.7	96.28	90.37	38.8	AFN07E1L1I1
EHI01561	6.6680412	96.42	91.08	43.12	AAW44E1L1I1
EHI00480	9	97.03	92.59	43.04	ADJ27E1L1I1
EHI02086	NA	NA	NA	NA	ABD27E3L1I1
EHI01565	0.9015798	96.32	91.08	40.74	AAW49E1L1I1
EHI02508	5.0329395	96.14	91.06	42.74	AEZ90E1L1I1
EHI00448	8.7	96.77	92.31	43.24	OPAU29E2L1I1
EHI01055	6.4375614	97.04	92.11	47.94	AFQ41E1L1I1
EHI00028	2.8	94.87	88.14	46.96	NSAP35E1L1I1
EHI00690	2.459091	96.54	91.28	43.16	AEX48E1L1I1
EHI02522	4.5719754	96.78	92	53.7	AEY41E1L1I1
EHI00996	6.1582368	97.25	92.69	48.4	ABQ58E1L1I1
EHI02144	NA	NA	NA	NA	ABI23E1L1I1
EHI01192	3.1511772	95.41	89.72	43.48	AIH42E1L1I1
EHI00278	3.9	96.76	92.05	55.78	BATB10E1L1I2
EHI00192	0.9	95.58	90.35	52.75	ACJ37E1L1I1
EHI00574	8.4	96.86	92.28	42.5	C1_EXB0033E1L1I1
EHI02120	NA	NA	NA	NA	AHU97E3L1I1
EHI01290	3.2793465	97.19	92.49	40.06	AGC51E1L1I1
EHI01770	1.4404722	96.08	91.06	46.98	ABC40E1L1I1
EHI00393	2.82	96.61	91.35	47.95	AEL61E1L1I1
EHI02687	8.0041461	97.86	94.61	42.62	AHN13E1L1I1
EHI02604	2.9277495	98.27	95.21	47.8	AGP63E1L1I1
EHI02280	NA	NA	NA	NA	AHB82E1L1I1
EHI01843	2.5626612	98.4	95.64	45.2	AFU92E1L2I1
EHI00596	5.8	97.28	93	44.41	ADV57E1L2I1
EHI01549	6.3408837	96.48	91.63	47.81	AAB39E1L1I1
EHI00568	6.1	97.25	92.87	41.02	ADM61E1L1I1
EHI00260	4.8	96.21	90.52	41.54	ABU57E2L2I1
EHI00475	8.4	97.14	92.57	45.46	ABP77E1L1I1
EHI00669	2.8131549	96.58	91.65	43.48	ABQ44E1L1I1
EHI00983	2.4840381	97.47	92.94	43.5	ACD50E1L1I1
EHI00264	5.5	95.46	89	37.22	AFN29E1L1I1
EHI00253	4.4	95.89	90.66	43.83	AEK07E2L2I1
EHI01196	2.6728605	96.31	91.08	41.91	AIG48E1L1I1
EHI00534	6.1	97.35	92.96	41.01	ABO03E1L1I1
EHI00129	7.4	94.3	87.12	40.47	ABL33E1L1I1
EHI02394	7.3664436	95.23	89.39	54.55	AGZ21E1L1I1
EHI01978	5.2720311	97	92.54	46.35	AIQ51E1L1I1
EHI00718	5.3284176	96.5	91.43	45.03	AFM65E1L1I1
EHI01156	4.8809718	96.93	92.13	42.48	AAE19E1L1I1
EHI02350	4.1210562	97.02	92.36	45.94	ABD02E1L1I1
EHI00509	8.3	97.31	92.88	41.5	ABO34E1L1I1
EHI01435	3.0454734	96.41	91.34	48.52	AEU69E1L1I1
EHI01005	7.7626371	97.09	92.4	42.6	AAL46E1L1I1
EHI01131	3.3645702	96.47	92.33	45.66	AIF68E1L1I1
EHI00814	7.9845399	97.38	92.98	42.8	ACD06E1L1I1
EHI02153	NA	NA	NA	NA	AHG84E1L1I1
EHI00582	7.5	97.33	92.92	39.77	OPAU43E2L1I1
EHI00386	4.75	96.76	91.63	48.67	AFW32E1L1I1
EHI02538	6.2346927	96.94	92.47	45.98	AIV46E1L1I1
EHI01750	5.5568436	95.87	90.99	50.9	ABQ70E1L1I1
EHI01705	11.521971	96.4	91.2	44.09	ABI43E1L1I1
EHI02274	NA	NA	NA	NA	AAV74E1L1I1
EHI02051	NA	NA	NA	NA	AFT28E1L1I1
EHI01612	3.2131182	96.81	91.75	41.8	AAP90E1L1I1
EHI00373	3.39	96.38	90.84	42.16	AFN36E1L1I1
EHI01216	4.1519661	96.74	91.67	41.97	AAE14E1L1I1
EHI00387	3.89	96.12	90.8	49.01	AEL05E1L1I1
EHI00789	4.3810416	96.54	91.64	40.38	AGG14E1L1I1
EHI01726	8.1409341	96.03	90.86	44.07	ABK74E1L1I1
EHI00206	2.3	96.19	90.64	42.49	ABT53E2L2I1
EHI00026	5.6	93.53	86.19	45.12	AAS10E1L1I1
EHI02623	3.4407798	98.41	95.61	45.88	AGO21E1L1I1
EHI01400	6.731745	96.72	91.56	32.46	AGZ71E1L1I1
EHI00728	15.0552339	96.56	91.69	45.64	ABQ93E1L1I1
EHI00347	1	96.2	90.9	44.29	ADF26E1L1I2
EHI01822	NA	NA	NA	NA	AIH31E1L1I1
EHI02335	NA	NA	NA	NA	NA
EHI00902	4.7867499	97.21	92.49	41.32	ABP93E1L1I1
EHI00553	2.1	96.31	91.97	44.31	AB13E1L1I1
EHI01219	4.4411796	96.56	91.71	43.85	AIF86E1L1I1
EHI00164	4	95.49	89.26	42.72	AAC79E2L1I1
EHI00248	3.7	96.77	91.79	51.67	BATC11E1L1I2
EHI01720	10.907937	95.54	90.1	43.99	ABK58E1L1I1
EHI02033	6.9740802	96.35	90.98	53.79	ADV71E1L1I1
EHI01060	7.4830854	97.07	92.13	44.52	AFQ11E1L1I1
EHI02442	4.6365537	97.38	93.19	41.93	ACK62E1L1I1
EHI02435	4.6175121	97.16	92.74	41.51	AAH99E1L1I1
EHI01252	3.8545572	97	92.45	44.43	ACS16E1L1I1
EHI01311	5.1027729	97.01	92.23	41.73	AGB87E1L1I1
EHI00542	5.2	97.11	92.76	43.86	OPAU50E1L1I1
EHI00802	4.7336406	97.02	92.42	42.63	AAI14E1L1I1
EHI00740	4.3046445	96.5	91.38	44.95	AFM75E1L1I1
EHI01276	3.5503587	97.16	92.69	49.51	AAN46E1L1I1
EHI00045	4.8	94.76	87.67	42.19	AAC91E1L1I2
EHI01568	4.1390295	96.28	91.34	43.11	AGZ50E1L1I1
EHI00270	5	95.28	89.79	56.26	ADU88E1L1I1
EHI01631	2.6807607	96.57	91.49	42.17	AAP85E1L1I1
EHI02012	6.3454404	97.04	92.54	47.53	ADV63E1L1I1
EHI01641	10.2366534	96.18	91.24	44.99	AIG15E1L1I1
EHI00909	3.1537809	97.28	92.62	45.05	ACE32E1L1I1
EHI02169	NA	NA	NA	NA	AHC09E1L1I1
EHI01482	2.7297402	96.45	91.37	45.6	AAV05E1L1I1
EHI02366	4.1299128	97.38	93.15	44.76	ADG45E1L1I1
EHI01336	7.5726591	96.51	91.45	42.89	AAY18E1L1I1
EHI01623	3.8485515	96.54	91.38	44.6	AAP80E1L1I1
EHI01796	7.9194717	96.54	91.34	37.97	AIH37E1L1I1
EHI00202	1.9	96.59	91.2	41.58	ABT69E2L2I1
EHI00181	4.1	95.29	88.84	46.21	ABJ71E1L2I1
EHI01517	7.1087397	96.09	90.93	46.73	ABA17E1L1I1
EHI02250	NA	NA	NA	NA	AGD77E1L1I1
EHI02513	3.9305295	96.7	92.04	51.61	AEY82E1L1I1
EHI00961	5.3450622	97.56	93.64	65.63	ACD77E1L1I1
EHI01103	12.4985958	97.29	93.09	44.41	AIH22E1L1I1
EHI01402	1.6173834	96.36	91.27	45.22	ACS32E1L1I1
EHI02339	3.4274661	97.64	93.83	46.9	AFH83E1L1I1
EHI00545	4.1	97.67	93.74	46.67	ADD87E1L1I1
EHI01464	10.3219479	96.33	91.29	47.75	ABA79E1L1I1
EHI00541	9.1	96.79	92.48	44.46	ADK28E1L1I1
EHI00144	4.3	95.05	88.03	40.83	ABB26E1L1I1
EHI00273	6.2	96.42	91.3	45.44	AAX81E1L1I1
EHI01145	3.8376909	97.23	93.02	45.49	AIH77E1L1I1
EHI01105	6.4161939	97.54	93.68	45.24	AIJ26E1L1I1
EHI02083	NA	NA	NA	NA	AFV18E2L1I1
EHI01787	11.4319059	95.78	90.39	43.87	AIJ42E1L1I1
EHI01159	7.0860432	96.99	92.39	43.14	AAE12E1L1I1
EHI00613	11	96.73	92.06	42.42	OPAU51E2L1I1
EHI01629	3.1251951	95.84	90.36	45.02	AAP72E1L1I1
EHI02548	5.5487418	96.67	91.92	45.78	AHO56E1L1I1
EHI01425	2.7688413	96.27	91.28	50.65	AEV50E1L1I1
EHI01300	5.613672	96.83	91.84	38.02	AGB79E1L1I1
EHI01274	4.9269219	97.09	92.44	38.93	AEA43E1L1I1
EHI02007	4.4196285	96.88	92.3	46.87	ACH02E1L1I1
EHI00185	4.3	93.78	87.35	48.41	OPAU6E1L1I1
EHI00020	0.1	94.37	87.84	50.16	AAS30E1L1I1
EHI02298	NA	NA	NA	NA	ABA85E1L1I1
EHI00639	9.6	96.74	91.9	42.64	OPAU36E1L1I1
EHI00892	3.9586032	96.87	92.14	46.32	ABD99E1L1I1
EHI00143	3.3	95.26	88.76	42.53	AAC06E2L1I1
EHI00636	9.3	96.76	91.95	42.33	OPAU39E1L1I1
EHI01560	8.6608269	96.61	91.58	37.94	AAX65E1L1I1
EHI02112	NA	NA	NA	NA	ACB56E2L1I1
EHI00794	8.1712548	96.64	91.55	34.28	AAH41E1L1I1
EHI01621	3.8838222	96.52	91.31	45.29	AGO79E1L1I1
EHI00783	3.5638923	96.76	91.95	41.53	ADC13E1L1I1
EHI01842	4.3995465	98.48	95.69	44.58	AFU98E1L2I1
EHI00556	4.5	96.9	92.68	50.3	AGF06E1L1I1
EHI00225	7.3	96.44	90.85	43.81	AFN08E1L1I1
EHI00588	11.6	95.88	90.9	42.49	OPAU5E2L1I1
EHI02188	NA	NA	NA	NA	ABM29E1L1I1
EHI00652	7.3	96.25	91.47	42.92	OPAU58E1L1I1
EHI00543	8.1	97.39	93.19	48.65	AFV44E1L1I1
EHI01499	4.2476724	96.1	90.77	47.46	ABA33E1L1I1
EHI00141	5.1	94.2	87.19	44.13	AAB69E2L1I1
EHI01125	4.8959286	97.07	92.92	46.8	AIJ04E1L1I1
EHI01381	6.4483272	97.42	92.88	37.99	AGB81E1L1I1
EHI02689	3.6249129	97.69	94.12	47.36	AHO78E1L1I1
EHI02345	4.3785666	97.35	93.16	44.52	ABD18E1L1I1
EHI00598	11.5	96.28	91.23	41.97	ADA13E2L1I1
EHI01385	8.3448165	97.19	92.45	38.09	AGC34E1L1I1
EHI02523	4.028856	96.49	91.79	41.64	AEY59E1L1I1
EHI00771	3.9962352	97.53	93.15	44.96	AFU79E1L1I1
EHI00004	5.4	95.57	89.25	44.2	ABK09E2L1I1
EHI02402	3.7163244	96.33	91.45	40.23	AAH35E1L1I1
EHI02506	6.4946304	96.71	91.78	56.34	AEZ47E1L1I1
EHI01811	6.8449383	96.96	92.17	43.97	AHW73E1L1I1
EHI01214	2.986845	96.54	91.21	41.19	AAE25E1L1I1
EHI01321	20.6884593	97.45	93.02	42.39	AGD18E1L1I1
EHI02384	5.8422669	96.95	92.35	45.6	ADG51E1L1I1
EHI01264	3.0945027	96.94	92.43	49.27	AEC29E1L1I1
EHI01051	5.4644457	96.9	91.85	48.46	ACX88E1L1I1
EHI01014	3.5209329	96.49	91.24	41.01	ADD96E1L1I1
EHI02669	10.755012	98.11	95.16	50.68	AHN55E1L1I1
EHI02175	NA	NA	NA	NA	AHC60E1L1I1
EHI00317	6	96.8	91.78	50.85	BATA06E1L1I2
EHI00620	13	96.28	91.47	42.69	OPAU59E2L1I1
EHI01607	8.064708	96.55	91.51	49.58	AFV27E1L1I1
EHI01205	3.265569	96.15	90.63	41.27	AAD46E1L1I1
EHI02530	2.0513433	96.16	91.16	45.41	AEY75E1L1I1
EHI00709	6.7832976	96.77	91.8	44.63	AFL08E1L1I1
EHI02492	3.2757381	96.76	92.06	44.72	AEZ88E1L1I1
EHI00998	8.4549726	97.13	92.19	41.68	ABQ22E1L1I1
EHI00099	3.2	94.58	87.85	50.1	AAW15E1L1I1
EHI00984	3.0404655	96.61	91.41	42.23	ADG35E1L1I1
EHI00897	6.099687	97.27	92.62	43.75	ABS10E1L1I1
EHI01754	7.2467406	96.88	92.03	46.79	ABW69E1L1I1
EHI02527	1.0843299	95.96	90.79	45.72	AEY70E1L1I1
EHI01715	8.277054	96.35	91.18	43.8	ABK43E1L1I1
EHI01382	6.6494868	96.84	92	44.46	AGC41E1L1I1
EHI00769	4.1172138	97.5	92.99	41.25	AFU72E1L1I1
EHI01353	4.7419941	96.79	92.07	43.16	ACK86E1L1I1
EHI01717	8.5757166	95.98	90.66	43.98	ABK47E1L1I1
EHI01304	2.8236609	96.79	91.86	39.48	AGC09E1L1I1
EHI02486	3.9840585	96.85	92.01	48.84	AFI32E1L1I1
EHI01521	3.2877189000000002	96.61	91.75	45.4	AAZ47E1L1I1
EHI02097	NA	NA	NA	NA	AJP52E2L1I1
EHI01355	5.7999465	96.89	91.43	27.62	AFT55E1L1I1
EHI00066	2.3	93.45	86.22	42.68	AAD25E1L1I2
EHI01794	3.4042338	96.44	91.45	43.74	AIJ31E1L1I1
EHI01452	9.4828659	96.99	92.3	43.69	AGF91E1L1I1
EHI02143	NA	NA	NA	NA	C2_EXB0076E3L1I1
EHI01087	4.8735021	97.01	92.72	44.72	AIG04E1L1I1
EHI00362	9.46	94.05	87.66	74.16	C1_EXB0023E1L1I1
EHI00492	4	95.89	91.01	47.73	ADE05E1L1I1
EHI01982	3.6322545	96.99	92.43	43.67	AJP57E1L1I1
EHI00803	7.0289748	97.03	92.39	44.46	ACE02E1L1I1
EHI02374	4.7128134	97.44	93.55	44.39	ABD41E1L1I1
EHI01234	4.8905784	97.11	92.27	40.31	AAD28E1L1I1
EHI01342	5.1047598	96.98	92.6	50.5	AED21E1L1I1
EHI01172	3.7146456	97.29	93.05	45.09	ACR75E1L1I1
EHI02064	NA	NA	NA	NA	AEC24E2L1I1
EHI02028	5.1955437	96.6	91.43	48.19	ABC23E1L1I1
EHI01661	17.0198487	96.8	92.35	45.46	AIJ26E1L1I1
EHI02257	NA	NA	NA	NA	AAN25E1L1I1
EHI01395	7.2350571	97.09	92.23	38.57	AFN17E1L1I1
EHI01648	10.8130827	96.23	91.28	44.59	AII15E1L1I1
EHI01092	4.0277046	97.16	92.95	45.5	AIG77E1L1I1
EHI00195	1.6	92.61	86.01	74.56	C1_EXB0013E1L1I2
EHI02456	5.7008286	97.16	92.9	42.34	ACP07E1L1I1
EHI01295	3.6372543	96.7	91.92	39.57	AGD34E1L1I1
EHI01498	5.2871121	96.6	91.89	57.82	AEL49E1L1I1
EHI01675	2.1238845	96.33	93.29	47.68	ACZ48E1L1I2
EHI00603	9.9	96.23	91.24	42.59	OPAU37E2L1I1
EHI01009	5.5209612	96.17	91.06	41.37	ABZ51E1L1I1
EHI00839	9.365214	96.97	92.57	46.75	ACE21E1L1I1
EHI02580	3.8075742	98.58	96.11	43.05	AGO11E1L1I1
EHI01387	6.8893938	97.22	92.85	44.07	AED12E1L1I1
EHI02603	5.3060214	98.36	95.49	46.61	AJP54E1L1I1
EHI01991	4.3460046	96.83	92.15	46.12	AIQ53E1L1I1
EHI02290	NA	NA	NA	NA	ACG15E1L1I1
EHI02412	5.2217511	97.1	92.86	42.98	AFI04E1L1I1
EHI00705	1.3085208	96.91	92.16	43.67	AFK88E1L1I1
EHI01619	4.9011636	96.15	90.76	44.02	AGO81E1L1I1
EHI00133	3.5	95.07	88.06	41.1	ABL64E1L1I1
EHI02466	5.0823231	97.17	92.63	50.76	AGJ46E1L1I1
EHI01314	4.9359525	96.83	91.9	41.19	AGC23E1L1I1
EHI01442	3.3165852	96.86	91.97	44.99	AAO97E1L1I1
EHI00341	6.5	96.71	91.39	41.71	ABW39E1L1I2
EHI00454	5.3	95.66	91.29	48.52	ADE15E1L1I1
EHI00105	9.4	95.88	89.72	45.89	ABK67E1L1I1
EHI02617	4.4739531	98.36	95.53	45.24	AJP68E1L1I1
EHI02380	1.1491677	96.52	91.17	54.29	ABC75E1L1I1
EHI02198	NA	NA	NA	NA	AHE84E1L1I1
EHI01326	5.4633732	96.67	91.6	41.65	AGD29E1L1I1
EHI02496	7.6287993	97.27	93.03	33.45	AAD71E1L1I1
EHI00632	8.1	97.04	92.33	40.05	OPAU67E2L1I1
EHI02660	5.3838147	98.01	94.89	56.76	AIZ92E1L1I1
EHI01677	5.1067749	97.04	94.65	43.06	ADA14E1L1I1
EHI01690	4.2757968	95.88	92.46	41.97	OPAU16E1L1I1
EHI02039	5.0386392	96.54	91.5	48.17	ABC29E1L1I1
EHI01492	4.6697226	95.86	90.43	46.09	AAB06E1L1I1
EHI00595	9.3	96.19	91.24	42.77	ACJ62E2L1I1
EHI01222	NA	NA	NA	NA	AII20E1L1I1
EHI00849	10.1930001	97.02	92.67	64.02	ACC98E1L1I1
EHI02353	4.1758773	96.73	92	43.84	AFH64E1L1I1
EHI02078	NA	NA	NA	NA	ABA95E3L1I1
EHI02215	NA	NA	NA	NA	AEV91E1L1I1
EHI01160	4.5942594	97.1	92.67	42.72	AAE21E1L1I1
EHI02683	5.7807441	97.85	94.51	49.71	AHN57E1L1I1
EHI00606	5.3	96.49	91.64	38.58	ABG38E2L3I1
EHI00743	6.8045367	96.74	92.01	45.82	AEV85E1L1I1
EHI00011	2.7	94.81	87.81	39.94	AAS42E1L1I1
EHI00754	3.5969319	96.08	90.95	45.75	AEY26E1L1I1
EHI02491	3.5691474	96.71	92.02	38.86	AEZ60E1L1I1
EHI00382	13.11	96.74	91.61	47.94	AEL08E1L1I1
EHI01996	4.0781364	96.3	91.17	47.64	ABA24E1L1I1
EHI02438	3.2142843	96.84	92.31	42.4	AAH96E1L1I1
EHI00447	7.1	96.82	92.34	43.31	OPAU33E2L1I1
EHI01434	2.3464791	96.32	91.43	39.95	AEV23E1L1I1
EHI02309	NA	NA	NA	NA	AFZ40E1L1I1
EHI01183	3.7074303	95.89	90.37	43.33	AIJ11E1L1I1
EHI00576	12.1	95.1	90.19	42.77	OPAU15E2L1I1
EHI00551	4.4	97.51	93.43	47.7	AFW84E1L1I1
EHI01531	5.8535943	97.04	92.26	39.24	AAW36E1L1I1
EHI00130	8.4	95.41	88.83	40.97	ABJ53E1L1I1
EHI00214	5.1	95.35	88.83	44.02	AFN28E1L1I1
EHI01255	2.5673451	97.24	92.98	44.3	ACS33E1L1I1
EHI00901	5.7608193	96.78	92.01	56.1	ACD34E1L1I1
EHI01986	4.6734051	96.92	92.19	48.88	AIQ54E1L1I1
EHI00816	3.606228	97.55	93.47	42.98	ACE07E1L1I1
EHI01308	7.1486982	96.96	92.08	41.65	AGB99E1L1I1
EHI01384	7.3175145	97.07	92.26	36.98	AGC36E1L1I1
EHI02313	NA	NA	NA	NA	C1_EXB0087E1L1I1
EHI00808	9.3425715	96.95	92.35	48.17	AAH79E1L1I1
EHI01530	5.9736432	96.42	91.3	43.41	ADV31E1L1I1
EHI01260	4.7925498	97.03	92.72	46.1	ACS08E1L1I1
EHI00818	6.8604003	97.2	92.97	50.75	ADC11E1L1I1
EHI01253	4.1107137	97.19	92.92	48.08	AHQ50E1L1I1
EHI00525	6.6	97.52	93.21	44.03	ADI97E1L1I1
EHI01993	3.3153348	97.03	92.51	47.78	AIQ82E1L1I1
EHI00251	4.4	94.06	87.96	44.7	ABT13E1L1I2
EHI00710	3.4531566	96.91	92.14	45.4	AFL15E1L1I1
EHI02113	NA	NA	NA	NA	AHW91E2L1I1
EHI00500	4.2	96.97	92.53	42.38	OPAU72E1L1I1
EHI02373	5.1100455	97.42	93.13	43.92	AFH80E1L1I1
EHI00605	11.9	96.6	91.67	42.51	ACZ94E2L1I1
EHI02196	NA	NA	NA	NA	AHE12E1L1I1
EHI02391	2.5950786	97.16	92.75	42.66	ABC96E1L1I1
EHI01767	2.5008252	96.99	92.2	41.57	AGI08E1L1I1
EHI02596	4.9905885	98.5	95.78	45.25	AGO46E1L1I1
EHI01296	5.137413	97.14	92.5	41.69	AGC96E1L1I1
EHI02236	NA	NA	NA	NA	AAW04E1L1I1
EHI00677	8.3442096	97.09	92.39	45.05	AEX06E1L1I1
EHI00468	4.8	95.96	91.39	47.89	AGH38E1L1I1
EHI00421	0.5	91.11	86.45	68.02	C1_EXB0026E1L1I1
EHI01840	4.8381741	98.43	95.67	42.55	AFU88E1L2I1
EHI02517	3.8712144	96.95	92.94	45.23	AEZ50E1L1I1
EHI01008	6.1163763	96.82	91.87	40.87	ABS31E1L1I1
EHI00626	9.5	96.41	91.65	42.26	OPAU17E2L1I1
EHI01189	3.569862	96.92	91.91	42.05	AIG31E1L1I1
EHI00809	5.700084	97.16	92.64	40.75	AAH84E1L1I1
EHI00851	5.9772078	97.19	92.9	49.77	ACD20E1L1I1
EHI02544	4.9487709	97.13	92.7	40.54	AHO21E1L1I1
EHI02044	NA	NA	NA	NA	AFT15E1L1I1
EHI02231	NA	NA	NA	NA	AFZ48E1L1I1
EHI00994	3.8462259	97.04	92.23	46	ACE12E1L1I1
EHI01235	4.7381406	97.06	92.33	45.82	AAD34E1L1I1
EHI00724	4.1355573	96.78	91.87	43.5	AFM98E1L1I1
EHI02590	3.6722742	98.35	95.53	52.03	AGP17E1L1I1
EHI00041	4.2	95.4	89.12	45.5	NSAP36E1L1I1
EHI02090	NA	NA	NA	NA	ACB56E3L1I1
EHI00867	3.6503067	97.11	92.33	47.9	ACD86E1L1I1
EHI02537	2.6674254	96.94	92.15	45.82	AIV72E1L1I1
EHI00593	7	95.22	90.17	43.19	ACC03E2L1I1
EHI00579	5.5	95.75	90.85	43.09	ADA01E1L1I1
EHI01706	11.8565889	96.62	91.6	44.15	ABI45E1L1I1
EHI01816	4.7084391	96.96	92.1	45.3	AFP69E1L1I1
EHI00913	3.8794413	97.26	92.55	41.22	AAQ52E1L1I1
EHI00075	5.6	94.33	87.43	44.91	ABK18E1L1I1
EHI01198	3.6294723	96.56	91.28	41.81	AAD56E1L1I1
EHI00760	0.3140601	96.75	92.11	65.18	C1_EXB0041E1L1I1
EHI00379	3.24	96.81	91.76	50.7	AFV57E1L1I1
EHI00900	3.6504954	97.33	93.02	55.49	ACD95E1L1I1
EHI02045	NA	NA	NA	NA	AFT04E1L1I1
EHI00966	6.2445252	97	91.93	40.17	AA90E1L1I1
EHI00243	4.7	96.84	91.72	44.28	ADV02E1L1I1
EHI02249	NA	NA	NA	NA	AGD41E1L1I1
EHI02047	NA	NA	NA	NA	AFT27E1L1I1
EHI00101	7.8	95.11	88.28	43.4	ABK73E1L1I1
EHI00262	5	96.03	90	39.6	ABA63E1L1I1
EHI02460	4.4749692	97.81	94.1	37.72	ACK50E1L1I1
EHI01414	5.9862786	97.1	92.78	46.65	ACS53E1L1I1
EHI01261	3.567732	96.54	91.56	44.23	ACS26E1L1I1
EHI02601	4.7002737	98.4	95.64	41.74	AGO10E1L1I1
EHI02204	NA	NA	NA	NA	ABH82E1L1I1
EHI01061	6.6368277	97.11	92.2	45.59	AFO93E1L1I1
EHI00182	3	94.69	87.98	42.1	ABJ45E1L2I1
