"","assembly_input_id","assembly_id","assembly_batch","preprocessing_id","sequence_id","assembly_type","assembly_input_bases","assembly_length","assembly_n50","assembly_l50","assembly_num_contigs","assembly_largest_contig","assembly_num_bins","assembly_mapping_percent"
"469","EHA00678","EHA00678","ABB0123","PR01350","EHI00667","Individual",2081398594,80183278,7467,1584,16674,356978,14,60
"470","EHA00679","EHA00679","ABB0123","PR01351","EHI00668","Individual",3029830288,106489803,4670,4402,26936,478215,20,41
"471","EHA00680","EHA00680","ABB0123","PR01352","EHI00669","Individual",2194433186,73196179,5904,1764,16617,400998,14,44
"472","EHA00681","EHA00681","ABB0123","PR01353","EHI00670","Individual",3732441847,140218139,5762,4131,32112,727465,24,57
"473","EHA00682","EHA00682","ABB0123","PR01354","EHI00671","Individual",3308347271,136849921,10654,2139,25022,737554,21,61
"474","EHA00683","EHA00683","ABB0123","PR01355","EHI00672","Individual",2479040467,99565229,7436,2294,20700,463688,15,59
"475","EHA00684","EHA00684","ABB0123","PR01356","EHI00673","Individual",836797758,0,0,0,0,0,0,0
"476","EHA00685","EHA00685","ABB0123","PR01358","EHI00702","Individual",2961343788,134984670,7747,2757,27373,567094,29,59
"477","EHA00686","EHA00686","ABB0123","PR01359","EHI00703","Individual",4258181797,157393995,9046,2769,29264,548951,30,71
"478","EHA00687","EHA00687","ABB0123","PR01360","EHI00725","Individual",3881468660,136720147,6423,3369,30140,677461,25,56
"479","EHA00688","EHA00688","ABB0123","PR01361","EHI00726","Individual",4686635776,149978018,14145,1921,24863,268458,33,67
"480","EHA00689","EHA00689","ABB0123","PR01362","EHI00727","Individual",3334917431,97836837,7296,2942,19956,234191,14,51
"481","EHA00690","EHA00690","ABB0132","PR01364","EHI00729","Individual",3929545056,148702541,6806,3778,32440,406491,23,54
"482","EHA00691","EHA00691","ABB0132","PR01365","EHI00734","Individual",3578751673,133246533,6413,2918,29080,396717,21,64
"483","EHA00692","EHA00692","ABB0132","PR01366","EHI00744","Individual",4723029455,72686855,6945,1747,15029,298639,10,40
"484","EHA00693","EHA00693","ABB0132","PR01367","EHI00754","Individual",3214627263,0,0,0,0,0,0,0
"485","EHA00694","EHA00694","ABB0132","PR01368","EHI00755","Individual",2330238185,0,0,0,0,0,0,0
"486","EHA00695","EHA00695","ABB0132","PR01369","EHI00711","Individual",4846612071,157859245,19100,1414,23023,937226,22,79
"487","EHA00696","EHA00696","ABB0132","PR01370","EHI00712","Individual",5003258728,158773397,12696,2058,27444,555772,26,72
"488","EHA00697","EHA00697","ABB0132","PR01371","EHI00713","Individual",2031988418,84247662,6458,2073,19039,387783,10,59
"489","EHA00698","EHA00698","ABB0132","PR01372","EHI00714","Individual",985005284,0,0,0,0,0,0,0
"490","EHA00699","EHA00699","ABB0132","PR01373","EHI00715","Individual",5038122901,205677733,7875,4610,39557,427818,32,74
"491","EHA00700","EHA00700","ABB0132","PR01374","EHI00716","Individual",4423285517,193359162,7850,4756,38469,451984,28,70
"492","EHA00701","EHA00701","ABB0132","PR01375","EHI00717","Individual",4038549191,202605927,8565,4389,38933,358964,32,69
"493","EHA00702","EHA00702","ABB0132","PR01376","EHI00718","Individual",5055363554,121510048,16186,1439,18136,322135,19,67
"494","EHA00703","EHA00703","ABB0132","PR01377","EHI00719","Individual",6456354713,225660518,14367,2659,35641,608157,44,74
"495","EHA00704","EHA00704","ABB0132","PR01378","EHI00720","Individual",4055038291,154720266,6286,4854,33891,372841,16,62
"496","EHA00705","EHA00705","ABB0132","PR01379","EHI00721","Individual",1841956328,72765020,10722,1019,12711,832427,11,69
"497","EHA00706","EHA00706","ABB0132","PR01380","EHI00722","Individual",7397268659,249477886,11321,4082,42747,445521,35,76
"498","EHA00707","EHA00707","ABB0132","PR01381","EHI00723","Individual",3245733590,121866636,10764,1750,22657,312059,24,69
"499","EHA00708","EHA00708","ABB0132","PR01382","EHI00724","Individual",3704340672,144087592,5878,4836,32515,565159,17,62
