library_id	library_adaptor_molarity	library_PCR_cycles_required	library_input_dna	library_input_volume	extraction_id	sample_id	sequencing_datasets
AGZ61E1L1	5	13	0.876	24	AGZ61E1	AGZ61	EHI01632
AHV47E1L1	20	6	200	17.4	AHV47E1	AHV47	EHI01805
AAB23E1L1	20	7	199	10	AAB23E1	AAB23	NA
AAM94E1L1	20	7	69.84	24	AAM94E1	AAM94	EHI01736
AAD23E1L1	20	20	132	24	AAD23E1	AAD23	NA
ADJ76E1L1	10	9	20.88	24	ADJ76E1	ADJ76	EHI00979
ACX88E1L1	20	7	188	6	ACX88E1	ACX88	EHI01051
AAM53E1L2	20	10	74.4	24	AAM53E1	AAM53	EHI00216
ACE06E1L1	5	16	0.7536	24	ACE06E1	ACE06	EHI00857
ABQ13E1L1	10	7	35.52	24	ABQ13E1	ABQ13	EHI00914
AAD43E1L1	20	6	81.6	24	AAD43E1	AAD43	EHI01158
AIH99E1L1	20	4	200	14.5	AIH99E1	AIH99	EHI01112
ACB56E2L1	10	14	10.248	24	ACB56E2	ACB56	EHI02112
AIY69E1L1	5	8	8.856	24	AIY69E1	AIY69	EHI02644
AFI81E1L1	5	13	0.936	24	AFI81E1	AFI81	EHI02489
AAP90E1L1	20	6	108.72	24	AAP90E1	AAP90	EHI01612
AHI31E1L1	5	13	4.8	24	AHI31E1	AHI31	EHI01699
ACH28E1L1	10	10	28.08	24	ACH28E1	ACH28	EHI01496
AHG57E1L1	20	5	200	17.4	AHG57E1	AHG57	EHI02210
ABL98E1L1	10	16	3.94	24	ABL98E1	ABL98	EHI00102
AHO21E1L1	5	11	2.496	24	AHO21E1	AHO21	EHI02544, EHI02666
AAC09E1L1	10	9	32.4	24	AAC09E1	AAC09	NA
AFN25E1L1	10	7	26.16	24	AFN25E1	AFN25	EHI02404
AII86E1L1	10	8	36.24	24	AII86E1	AII86	EHI01821
ABU59E2L1	20	16	110.88	24	ABU59E2	ABU59	NA
ABI47E1L1	20	8	248.94	27	ABI47E1	ABI47	EHI00003
AAI06E1L1	20	10	65.28	24	AAI06E1	AAI06	EHI00800
AFN05E1L1	5	16	6.696	24	AFN05E1	AFN05	NA
AAS18E1L1	10	19	4.185	27	AAS18E1	AAS18	EHI00016
AGN04E1L1	20	7	107.52	24	AGN04E1	AGN04	NA
AAH87E1L1	20	6	99.84	24	AAH87E1	AAH87	EHI02405
AFZ63E1L1	20	3	172.32	24	AFZ63E1	AFZ63	EHI02232
AGZ40E1L1	5	16	0.6144	24	AGZ40E1	AGZ40	NA
ADA12E1L1	20	5	68.64	24	ADA12E1	ADA12	EHI00982
OPAU31E2L1	20	7	199.82	24	OPAU31E2	OPAU31	EHI00434
AGN01E1L1	20	8	119.52	24	AGN01E1	AGN01	NA
AAW51E1L1	5	10	3.912	24	AAW51E1	AAW51	EHI01536
AFT49E1L1	10	10	11.064	24	AFT49E1	AFT49	EHI01351
ABB64E1L1	20	9	200	16.9	ABB64E1	ABB64	EHI01497
AHO38E1L1	5	13	1.0536	24	AHO38E1	AHO38	EHI02545, EHI02667
ACE33E1L1	2	16	0	24	ACE33E1	ACE33	EHI00840
ABM15E1L1	10	20	0	24	ABM15E1	ABM15	NA
AFM55E1L1	20	6	189	9	AFM55E1	AFM55	EHI00715
AAS14E2L1	10	13	13.2	24	AAS14E2	AAS14	EHI00149
AEL49E1L1	20	9	58.8	24	AEL49E1	AEL49	EHI01498
AGO38E1L1	20	6	56.88	24	AGO38E1	AGO38	EHI02586
AFM65E1L1	20	7	198.44	22	AFM65E1	AFM65	EHI00718
AGC18E1L1	20	7	102.96	24	AGC18E1	AGC18	EHI01292
AEZ87E1L1	5	13	2.736	24	AEZ87E1	AEZ87	EHI02488
AAH51E1L1	10	19	9.6	24	AAH51E1	AAH51	EHI00283
ADA63E1L2	20	9	42.834	17.7	ADA63E1	ADA63	EHI00625
AIR24E1L1	5	12	1.68	24	AIR24E1	AIR24	NA
AAS24E1L1	50	11	400.05	10.5	AAS24E1	AAS24	EHI00022
AGM84E1L1	20	5	200	7.8	AGM84E1	AGM84	NA
ADM55E1L1	20	10	199.5	15	ADM55E1	ADM55	EHI00340
AJP43E1L1	20	6	200	19.8	AJP43E1	AJP43	EHI02585
AHU97E3L1	20	16	200	228	AHU97E3	AHU97	EHI02120
AAC96E2L1	10	14	6	24	AAC96E2	AAC96	EHI00058
ABI59E1L1	20	5	180	4	ABI59E1	ABI59	EHI01708
AAH43E1L1	10	10	12.912	24	AAH43E1	AAH43	EHI02448
ACE36E1L1	5	13	1.824	24	ACE36E1	ACE36	EHI00861
AGO69E2L1	20	13	52.56	24	AGO69E2	AGO69	EHI02104
AGI35E1L1	5	16	0.8808	24	AGI35E1	AGI35	NA
AEY21E1L1	20	7	196.14	21	AEY21E1	AEY21	EHI00701
AKD78E1L1	5	16	4.08	24	AKD78E1	AKD78	NA
ABE10E3L1	20	13	200	34	ABE10E3	ABE10	EHI02110
AFP15E1L1	20	4.35614381	165	24	AFP15E1	AFP15	EHI01065
AAC26E1L2	10	0	0	24	AAC26E1	AAC26	NA
ACO90E1L2	10	8	46.937	18.7	ACO90E1	ACO90	EHI00648
AFV60E1L1	5	7	9.36	24	AFV60E1	AFV60	EHI00440
AFH94E1L1	10	8	18.696	24	AFH94E1	AFH94	EHI02503
AAX80E1L1	10	9	17.592	24	AAX80E1	AAX80	EHI01333
AGJ25E1L1	5	14	4.488	24	AGJ25E1	AGJ25	EHI02482
AGZ55E1L1	5	10	3.048	24	AGZ55E1	AGZ55	EHI01366
ADU76E1L1	10	9	23.808	24	ADU76E1	ADU76	EHI02030
ADL62E1L1	20	5	104.4	24	ADL62E1	ADL62	EHI00538
ABB24E1L1	20	7	186.3	9	ABB24E1	ABB24	EHI00150
AEV47E1L1	5	10	4.824	24	AEV47E1	AEV47	EHI01427
ABA33E1L1	20	8	158.4	24	ABA33E1	ABA33	EHI01499
ABQ47E1L1	5	11	6.264	24	ABQ47E1	ABQ47	EHI02296
AGZ20E1L1	5	14	4.032	24	AGZ20E1	AGZ20	NA
AFI26E1L1	5	8	9.24	24	AFI26E1	AFI26	EHI02375
AEM14E1L1	5	10	9.168	24	AEM14E1	AEM14	EHI02300
ABE19E1L1	20	8	68.88	24	ABE19E1	ABE19	EHI02376
AAY38E1L1	10	9	12.192	24	AAY38E1	AAY38	EHI01334
C1_EXB0001E1L1	10	20	0	24	C1_EXB0001E1	C1_EXB0001	NA
ACG85E1L1	10	12	18.168	24	ACG85E1	ACG85	EHI01550
ABC40E1L1	10	13	17.304	24	ABC40E1	ABC40	EHI01770
AFM77E1L1	20	7	184.1	7	AFM77E1	AFM77	EHI00719
ACD75E1L1	5	15	1.2912	24	ACD75E1	ACD75	EHI00834
AAT31E1L1	10	9	315.9	27	AAT31E1	AAT31	NA
AGZ30E1L1	20	6	172.32	24	AGZ30E1	AGZ30	EHI01278, EHI02396
AHV65E1L1	20	6	162	24	AHV65E1	AHV65	EHI01806
AIH53E1L1	10	9	34.56	24	AIH53E1	AIH53	EHI01185
ABB05E1L1	20	13	198	12	ABB05E1	ABB05	EHI00142
AFU99E1L1	20	10	188.88	24	AFU99E1	AFU99	NA
AFV13E1L1	5	18	5.088	24	AFV13E1	AFV13	NA
AEL08E1L1	20	5	75.84	24	AEL08E1	AEL08	EHI00382
AII11E1L1	20	7	200	17.1	AII11E1	AII11	EHI01114
ABW40E1L1	20	7	95.52	24	ABW40E1	ABW40	EHI00922
AIZ32E1L1	5	15	1.0992	24	AIZ32E1	AIZ32	NA
ACX32E1L2	20	8	66.75	17.8	ACX32E1	ACX32	EHI00658
ABD23E1L1	5	11	1.7112	24	ABD23E1	ABD23	EHI02387
ABW96E1L1	10	7	21.096	24	ABW96E1	ABW96	EHI01737
AFZ47E1L1	10	5	37.92	24	AFZ47E1	AFZ47	EHI02261
AFM87E1L1	20	6	192.6	18	AFM87E1	AFM87	EHI00721
AIG11E1L1	20	6	200	14.4	AIG11E1	AIG11	EHI01113
AEV73E1L1	20	6	200	8	AEV73E1	AEV73	EHI00674
AAT04E1L1	10	14	15.417	27	AAT04E1	AAT04	NA
ABT03E1L1	10	11	9.72	24	ABT03E1	ABT03	EHI00271
BATA07E1L1	20	10	192.4	13	BATA07E1	BATA07	EHI00303
AAS16E2L1	10	7	36.48	24	AAS16E2	AAS16	EHI00170
ABA67E1L1	20	7	197.19	21	ABA67E1	ABA67	NA
AAD15E2L1	10	16	0	24	AAD15E2	AAD15	NA
OPAU61E2L1	20	10	145.92	24	OPAU61E2	OPAU61	EHI00586
AII04E1L1	20	6	200	20.9	AII04E1	AII04	EHI01116, EHI01645
AFO93E1L1	20	6.35614381	195	22	AFO93E1	AFO93	EHI01061
OPAU3E2L1	20	9	106.08	24	OPAU3E2	OPAU3	EHI00575
ACX77E1L1	20	4	182	3	ACX77E1	ACX77	EHI01084
ABH62E1L1	20	12	128.64	24	ABH62E1	ABH62	EHI00228
AAV34E1L1	20	7	200	12.7	AAV34E1	AAV34	EHI01463
ADC09E1L1	20	8	54.72	24	ADC09E1	ADC09	EHI00795
ABS93E1L1	5	9	9.12	24	ABS93E1	ABS93	EHI00890
AHB82E1L1	10	8	34.08	24	AHB82E1	AHB82	EHI02280
ACD74E1L1	5	11	6.696	24	ACD74E1	ACD74	EHI01018
AAH18E1L1	10	16	7.68	24	AAH18E1	AAH18	EHI00279
C1_EXB0041E1L1	2	23	0	24	C1_EXB0041E1	C1_EXB0041	EHI00760
AAV68E1L1	20	5	160.8	24	AAV68E1	AAV68	EHI02005
ADK23E1L1	20	NA	192.97	23	ADK23E1	ADK23	NA
ABZ49E1L1	20	7	200	11.4	ABZ49E1	ABZ49	EHI00896
ADD90E1L1	10	6	22.8	24	ADD90E1	ADD90	EHI00453
AFQ71E2L2	20	5	198	18	AFQ71E2	AFQ71	NA
ADG37E1L1	5	10	1.008	24	ADG37E1	ADG37	EHI02383
ACH57E1L1	10	9	44.64	24	ACH57E1	ACH57	EHI01500
AAS13E1L1	10	25	6.129	27	AAS13E1	AAS13	NA
AAS46E2L1	10	10	73.44	27	AAS46E2	AAS46	NA
AFT46E1L1	10	10	15.336	24	AFT46E1	AFT46	EHI01352
ABJ49E1L2	20	7	199.2	24	ABJ49E1	ABJ49	EHI00177
ABT71E2L2	20	8	99.6	10	ABT71E2	ABT71	EHI00275
AHB97E1L1	20	3	200	8.3	AHB97E1	AHB97	EHI02166
AAW42E1L1	5	13	2.172	24	AAW42E1	AAW42	EHI01564
AAH95E1L1	20	4	70.08	24	AAH95E1	AAH95	EHI02406
ABQ29E1L1	20	7	82.8	24	ABQ29E1	ABQ29	EHI00910
C1_EXB0049E1L1	2	22	0	24	C1_EXB0049E1	C1_EXB0049	NA
AFU94E1L1	20	10	182	10	AFU94E1	AFU94	NA
AAT25E1L1	10	13	16.983	27	AAT25E1	AAT25	NA
OPAU65E2L1	20	8	139.68	24	OPAU65E2	OPAU65	EHI00662
ABK09E2L1	20	8	211.14	27	ABK09E2	ABK09	EHI00004
C1_EXB0076E1L1	5	19	3.072	24	C1_EXB0076E1	C1_EXB0076	EHI02130
AEU54E1L1	20	5	200	4.7	AEU54E1	AEU54	EHI01592
AIF86E1L1	5	12	7.008	24	AIF86E1	AIF86	EHI01219
AAT50E2L1	10	12	19.872	27	AAT50E2	AAT50	NA
AIH26E1L1	20	4	200	13.2	AIH26E1	AIH26	EHI01117, EHI01654
AEY74E1L1	5	11	7.272	24	AEY74E1	AEY74	EHI02490
AAW10E1L2	20	0	73.2	24	AAW10E1	AAW10	NA
AGH49E1L1	10	16	33.36	24	AGH49E1	AGH49	NA
AGB96E1L1	20	6	83.04	24	AGB96E1	AGB96	EHI01293
ABS04E1L1	10	7	42.24	24	ABS04E1	ABS04	EHI00895
ACS32E1L1	10	11	11.64	24	ACS32E1	ACS32	EHI01402
AEM43E1L1	10	11	39.84	24	AEM43E1	AEM43	EHI02304
AII99E1L1	20	5	200	14.1	AII99E1	AII99	EHI01115
ABG38E2L3	10	11	15.96	24	ABG38E2	ABG38	EHI00606
AKD60E1L1	5	18	0.276	24	AKD60E1	AKD60	NA
ABK05E1L2	20	10	132.72	24	ABK05E1	ABK05	EHI00180
OPAU32E1L1	5	8	8.64	24	OPAU32E1	OPAU32	EHI00485, EHI01666
AGN71E1L1	10	12	29.04	24	AGN71E1	AGN71	NA
BATB12E1L1	20	10	54.72	24	BATB12E1	BATB12	EHI00293
AKD77E1L1	5	11	4.584	24	AKD77E1	AKD77	EHI02695
ABL39E1L1	20	10	138	24	ABL39E1	ABL39	EHI00070
AHG82E1L1	20	4	200	4.5	AHG82E1	AHG82	EHI02199
ABK43E1L1	20	4	196	14	ABK43E1	ABK43	EHI01715
AFP66E1L1	20	5.35614381	186	4	AFP66E1	AFP66	EHI01079
AAQ47E1L1	20	7	100.8	24	AAQ47E1	AAQ47	EHI00869
AEX13E1L1	20	5	200	22.7	AEX13E1	AEX13	EHI02207
ABE10E1L1	20	13	54.48	24	ABE10E1	ABE10	EHI02101
ABO36E1L1	20	4	200	4.8	ABO36E1	ABO36	EHI00516
AAB69E1L1	10	12	0	24	AAB69E1	AAB69	NA
AAM50E1L1	10	10	13.68	24	AAM50E1	AAM50	EHI00874
ABC31E1L1	10	11	21.24	24	ABC31E1	ABC31	EHI00374
AFU88E1L1	20	10	105.6	24	AFU88E1	AFU88	NA
AAV58E1L1	20	3	200	6.5	AAV58E1	AAV58	EHI02006
C4_EXB0004E2L1	10	22	0	27	C4_EXB0004E2	C4_EXB0004	NA
AGI58E1L1	5	18	2.592	24	AGI58E1	AGI58	EHI02125
ADL76E1L1	10	8	35.52	24	ADL76E1	ADL76	EHI00472
AGJ41E1L1	10	7	33.84	24	AGJ41E1	AGJ41	EHI01277
AAV26E1L1	20	7	193.38	22	AAV26E1	AAV26	NA
ADU75E1L1	20	8	162.24	24	ADU75E1	ADU75	EHI00391
ABW37E1L1	20	13	152.64	24	ABW37E1	ABW37	EHI00327
AGD34E1L1	20	6	200	8.3	AGD34E1	AGD34	EHI01295
C1_EXB0081E1L1	2	23	0.03984	24	C1_EXB0081E1	C1_EXB0081	EHI02311
ABK68E1L1	20	5	198	6	ABK68E1	ABK68	EHI01723
ADU85E1L1	10	20	0	24	ADU85E1	ADU85	NA
AEZ88E1L1	5	13	2.16	24	AEZ88E1	AEZ88	EHI02492
ABK21E1L1	20	4	185	10	ABK21E1	ABK21	EHI01714
AEX14E1L1	20	7	195	20	AEX14E1	AEX14	EHI00682
AEZ03E1L1	5	20	0.2688	24	AEZ03E1	AEZ03	NA
ADL59E1L1	20	6	77.04	24	ADL59E1	ADL59	EHI00465
AAM53E1L1	20	NA	74.4	24	AAM53E1	AAM53	NA
AGF86E1L1	5	8	9.6	24	AGF86E1	AGF86	EHI00631
AAT29E1L1	10	16	0	27	AAT29E1	AAT29	NA
AFW10E1L1	20	5	71.28	24	AFW10E1	AFW10	EHI00452
AGN88E1L1	20	10	164.88	24	AGN88E1	AGN88	NA
ABI46E1L1	50	10	399	21	ABI46E1	ABI46	EHI00002
AEZ60E1L1	5	12	2.2776	24	AEZ60E1	AEZ60	EHI02491
NSAP20E1L1	10	15	7.857	27	NSAP20E1	NSAP20	EHI00036
L1	20	16	50.5	25	NA	NA	NA
ABS02E1L1	20	7	199.68	24	ABS02E1	ABS02	NA
ACX42E1L2	5	11	8.4546	18.3	ACX42E1	ACX42	EHI00640
AGD15E1L1	20	4	200	4.1	AGD15E1	AGD15	EHI01294
ADK06E1L1	20	5	195.6	12	ADK06E1	ADK06	EHI00514
AGP07E1L1	10	8	20.472	24	AGP07E1	AGP07	EHI02634
AEV85E1L1	5	12	6.12	24	AEV85E1	AEV85	EHI00743
AA17E1L1	20	4	200	15	AA17E1	AA17	EHI00412, EHI01415
AAD70E1L1	5	12	1.644	24	AAD70E1	AAD70	EHI02473
AAP49E1L1	20	6	57.36	24	AAP49E1	AAP49	EHI01613
AIH09E1L1	20	4	158.64	24	AIH09E1	AIH09	EHI01788
ABS28E1L2	20	13	69.8	20	ABS28E1	ABS28	EHI00584
ACH02E1L1	20	6	177.6	24	ACH02E1	ACH02	EHI02007
AB07E1L1	20	8	104.64	24	AB07E1	AB07	EHI01032
ABZ29E1L1	20	4	76.32	24	ABZ29E1	ABZ29	EHI00501
AGZ70E1L1	5	13	6.144	24	AGZ70E1	AGZ70	EHI01403
AAB69E2L1	10	16	0	24	AAB69E2	AAB69	EHI00141
AAW09E1L1	20	8	166.56	24	AAW09E1	AAW09	EHI01501
AFT05E1L1	10	6	35.04	24	AFT05E1	AFT05	EHI02043
AAC14E1L2	10	0	3.36	24	AAC14E1	AAC14	NA
ABS96E1L1	20	7	57.6	24	ABS96E1	ABS96	NA
ABO04E1L1	20	8	99.6	24	ABO04E1	ABO04	EHI01035
AFN18E1L1	10	9	39.36	24	AFN18E1	AFN18	EHI02450
OPAU15E2L1	20	10	86.4	24	OPAU15E2	OPAU15	EHI00576
AB13E1L1	10	8	32.88	24	AB13E1	AB13	EHI00553, EHI01421
AAH53E1L1	10	11	12.24	24	AAH53E1	AAH53	EHI00805
AAQ18E3L1	20	13	55.2	24	AAQ18E3	AAQ18	EHI02109
ADV34E1L1	20	4	200	8.2	ADV34E1	ADV34	EHI00400
OPAU29E2L1	20	7	199.92	24	OPAU29E2	OPAU29	EHI00448
AD85E2L1	20	12	166.32	24	AD85E2	AD85	EHI00060
AGZ19E1L1	10	11	20.016	24	AGZ19E1	AGZ19	EHI01633
AFO76E1L1	20	4.35614381	193	18	AFO76E1	AFO76	EHI01073
AGC96E1L1	20	7	146.4	24	AGC96E1	AGC96	EHI01296
NSAP35E1L1	10	15	15.255	27	NSAP35E1	NSAP35	EHI00028
ACB61E2L1	5	16	4.968	24	ACB61E2	ACB61	EHI02118
AHB80E1L1	20	3	200	18.5	AHB80E1	AHB80	EHI02164
ACD94E1L1	5	13	2.472	24	ACD94E1	ACD94	EHI00824
ACP03E1L1	5	10	7.104	24	ACP03E1	ACP03	EHI02451
OPAU57E2L1	20	6	131.28	24	OPAU57E2	OPAU57	EHI00469
AFT15E1L1	10	6	19.656	24	AFT15E1	AFT15	EHI02044
ADJ27E1L1	5	11	4.8	24	ADJ27E1	ADJ27	EHI00480
AAC40E1L2	10	0	2.16	24	AAC40E1	AAC40	NA
AAW49E1L1	5	12	2.832	24	AAW49E1	AAW49	EHI01565
AAT37E1L1	10	13	0	27	AAT37E1	AAT37	NA
AFV64E1L1	2	5	0	24	AFV64E1	AFV64	EHI00526
AAI18E1L1	10	9	42.24	24	AAI18E1	AAI18	EHI02449
ACP05E1L1	5	13	1.0104	24	ACP05E1	ACP05	EHI02474
ACB33E1L1	20	4	97.92	24	ACB33E1	ACB33	EHI01027
AGN58E1L1	20	6	90.72	24	AGN58E1	AGN58	NA
AAA04E1L1	10	8	24.72	24	AAA04E1	AAA04	EHI01755
AAS54E2L1	10	23	0	27	AAS54E2	AAS54	NA
AAS39E1L1	50	11	400.18	18.7	AAS39E1	AAS39	EHI00009
AGO05E1L1	20	8	62.16	24	AGO05E1	AGO05	EHI02631
AFV11E1L2	20	7	190.8	9	AFV11E1	AFV11	EHI01847
AEL61E1L1	20	4	200	18.2	AEL61E1	AEL61	EHI00393
ADK23E1L2	20	7	192.97	23	ADK23E1	ADK23	NA
AIF81E1L1	20	5	118.32	24	AIF81E1	AIF81	EHI01089, EHI01647
AGN91E1L1	20	6	200	22.2	AGN91E1	AGN91	NA
AFU97E1L2	20	7	120.72	24	AFU97E1	AFU97	EHI01852
AGZ43E1L1	10	10	34.56	24	AGZ43E1	AGZ43	EHI01367, EHI02392
AAZ50E1L1	20	10	54.24	24	AAZ50E1	AAZ50	EHI02297
AGI38E1L1	10	10	10.128	24	AGI38E1	AGI38	EHI01765
AJP67E1L1	20	7	50.4	24	AJP67E1	AJP67	EHI02587
BATB04E1L1	10	13	15.36	24	BATB04E1	BATB04	EHI00194
AHO04E1L1	5	15	0.6264	24	AHO04E1	AHO04	EHI02563, EHI02685
ABI47E2L1	20	12	248.94	27	ABI47E2	ABI47	EHI00198
AFU83E1L1	20	5	89.28	24	AFU83E1	AFU83	NA
ABH96E1L1	20	4	200	6.1	ABH96E1	ABH96	EHI02183
AAV31E1L1	20	8	131.76	24	AAV31E1	AAV31	EHI01502
AIQ86E1L1	20	3	200	11.8	AIQ86E1	AIQ86	EHI01972
ACB50E1L1	10	7	17.28	24	ACB50E1	ACB50	NA
AGN12E1L1	20	5	159.6	24	AGN12E1	AGN12	NA
ABC73E1L1	20	6	51.2	20	ABC73E1	ABC73	EHI00258
AIF92E1L1	20	6	181.92	24	AIF92E1	AIF92	EHI01090, EHI01640
AEV13E1L1	10	9	12.384	24	AEV13E1	AEV13	EHI01428
ACB54E1L1	10	8	18	24	ACB54E1	ACB54	NA
AAH23E1L1	20	7	56.4	24	AAH23E1	AAH23	EHI02415
AIQ52E1L1	20	5	200	16.7	AIQ52E1	AIQ52	EHI01974
AGM64E1L1	20	7	200	6.9	AGM64E1	AGM64	NA
ADM19E1L1	20	5	110.16	24	ADM19E1	ADM19	EHI00493
ABS28E1L1	20	7	83.76	24	ABS28E1	ABS28	EHI00227
AEM09E1L1	20	3	124.56	24	AEM09E1	AEM09	EHI02240
AFV63E1L1	20	5	200	8	AFV63E1	AFV63	EHI01593
ACJ40E1L1	10	7	45.792	24	ACJ40E1	ACJ40	EHI00432
ABS08E1L1	10	7	37.44	24	ABS08E1	ABS08	EHI00872
AAI03E1L1	10	16	34.8	24	AAI03E1	AAI03	EHI00322
ABT55E2L2	20	7	25.4	10	ABT55E2	ABT55	EHI00207
C1_EXB0002E1L2	10	0	0	24	C1_EXB0002E1	C1_EXB0002	NA
AEA72E1L1	20	4	200	16.5	AEA72E1	AEA72	EHI02247
AIZ91E1L1	5	19	0.3648	24	AIZ91E1	AIZ91	NA
ABL19E1L1	10	13	14.81	24	ABL19E1	ABL19	EHI00079
AAH39E1L1	20	8	122.64	24	AAH39E1	AAH39	EHI00793
ABT43E1L1	10	17	0	24	ABT43E1	ABT43	NA
L1	10	16	5.525	25	NA	NA	NA
ADK10E2L3	10	9	11.736	24	ADK10E2	ADK10	EHI00589
ACJ48E1L1	10	8	42.48	24	ACJ48E1	ACJ48	EHI00629
ACE34E1L1	10	16	0.02	20	ACE34E1	ACE34	EHI00230
AIV55E1L1	5	14	6.624	24	AIV55E1	AIV55	EHI02111
ABK03E1L1	10	16	15.98	24	ABK03E1	ABK03	EHI00111
AEL82E1L1	20	5	200	19	AEL82E1	AEL82	EHI00389
AFV39E1L1	20	3	134.8	20	AFV39E1	AFV39	EHI00401
AII81E1L1	20	3	200	8.8	AII81E1	AII81	EHI01789
AIQ60E1L1	20	3	200	9.3	AIQ60E1	AIQ60	EHI01973
AGZ90E1L1	5	14	2.4	24	AGZ90E1	AGZ90	NA
AAV44E1L1	20	16	200	16	AAV44E1	AAV44	NA
AHO07E1L1	5	14	1.0368	24	AHO07E1	AHO07	EHI02562, EHI02684
ABJ71E1L1	20	NA	336	24	ABJ71E1	ABJ71	NA
ACD32E1L1	5	12	2.688	24	ACD32E1	ACD32	EHI00948
ACE43E1L1	2	20	0	24	ACE43E1	ACE43	EHI00853
ABS95E1L1	10	8	25.68	24	ABS95E1	ABS95	EHI00978
AEU13E1L1	5	11	4.272	24	AEU13E1	AEU13	EHI02305
ADG27E1L1	20	4	75.84	24	ADG27E1	ADG27	EHI02359
AAU92E1L1	20	8	178.56	24	AAU92E1	AAU92	EHI01503
AFW18E1L1	20	4	200	13.5	AFW18E1	AFW18	EHI00390
AAD28E1L1	5	15	2.712	24	AAD28E1	AAD28	EHI01234
L1	10	16	12.575	25	NA	NA	NA
AFZ45E1L1	20	3	114.96	24	AFZ45E1	AFZ45	EHI02230
ABB88E1L1	20	7	193.44	24	ABB88E1	ABB88	EHI02276
ACS04E1L1	10	9	44.4	24	ACS04E1	ACS04	EHI01368
AAD34E1L1	5	14	1.2312	24	AAD34E1	AAD34	EHI01235
AGD20E1L1	20	5	200	5.7	AGD20E1	AGD20	EHI01297
L1	10	16	12.575	25	NA	NA	NA
AFV41E1L1	20	5	200	13.2	AFV41E1	AFV41	EHI01594
AHO74E1L1	5	12	2.904	24	AHO74E1	AHO74	EHI02546, EHI02668
AEZ69E1L1	5	10	5.472	24	AEZ69E1	AEZ69	EHI02504
AGG15E1L1	20	7	200	2.3	AGG15E1	AGG15	EHI00790
AGZ38E1L1	10	8	41.52	24	AGZ38E1	AGZ38	EHI01369
ADV25E1L1	10	10	44.4	24	ADV25E1	ADV25	NA
AFI85E1L1	10	6	31.44	24	AFI85E1	AFI85	EHI02340
ACZ32E1L1	20	19	29.76	24	ACZ32E1	ACZ32	EHI00357, EHI01689
AGZ77E1L1	5	10	6.84	24	AGZ77E1	AGZ77	EHI01370, EHI02393
AAS14E1L1	10	23	2.808	27	AAS14E1	AAS14	NA
AAT32E1L1	20	10	84.51	27	AAT32E1	AAT32	NA
AFI38E1L1	10	7	39.36	24	AFI38E1	AFI38	EHI02341
ABB14E1L1	20	6	200	12.2	ABB14E1	ABB14	EHI02008
AAC46E1L1	20	20	125.76	24	AAC46E1	AAC46	NA
C1_EXB0065E1L1	5	20	2.568	24	C1_EXB0065E1	C1_EXB0065	NA
ABG28E1L1	20	13	68.4	24	ABG28E1	ABG28	NA
AGD24E1L1	20	5	200	7.9	AGD24E1	AGD24	EHI01298
ACE30E1L1	2	18	0	24	ACE30E1	ACE30	EHI00848
AFI48E1L1	10	8	17.4	24	AFI48E1	AFI48	EHI02377
AGN86E1L1	20	5	200	16.1	AGN86E1	AGN86	NA
ACE28E1L1	10	8	13.62	20	ACE28E1	ACE28	EHI00288
ABH60E1L1	20	7	184.8	24	ABH60E1	ABH60	EHI00196
AGY89E1L1	5	12	2.2728	24	AGY89E1	AGY89	EHI01404
NSAP42E1L1	10	13	9.801	27	NSAP42E1	NSAP42	EHI00037
AEL51E1L1	20	4	173.52	24	AEL51E1	AEL51	EHI00399
ABA79E1L1	20	6	200	10.2	ABA79E1	ABA79	EHI01464
AGZ53E1L1	5	16	1.6416	24	AGZ53E1	AGZ53	NA
ABB03E1L1	10	10	27.84	24	ABB03E1	ABB03	EHI00167
AFU93E1L2	20	10	196.2	9	AFU93E1	AFU93	EHI01849
AEX61E1L1	20	6	198	11	AEX61E1	AEX61	EHI00693
AAU91E1L1	20	7	191.4	6	AAU91E1	AAU91	EHI00169
AGI15E1L1	5	13	1.1328	24	AGI15E1	AGI15	EHI01778
AAN31E1L1	20	5	74.64	24	AAN31E1	AAN31	EHI02258
AAC94E2L1	20	10	231.6	24	AAC94E2	AAC94	NA
ACB20E1L1	10	5	24.48	24	ACB20E1	ACB20	EHI00503
AAN04E1L1	20	10	197	10	AAN04E1	AAN04	EHI00335
AFK90E1L1	20	5	197.1	9	AFK90E1	AFK90	EHI00706
ADL93E1L1	5	11	6.24	24	ADL93E1	ADL93	EHI00499
C1_EXB0053E1L1	5	20	1.284	24	C1_EXB0053E1	C1_EXB0053	NA
ADM39E1L1	10	5	20.256	24	ADM39E1	ADM39	EHI02357
ADJ39E1L1	20	4	51.84	24	ADJ39E1	ADJ39	EHI02356
AIV69E1L1	5	13	1.09	24	AIV69E1	AIV69	EHI02533
AFI16E1L1	10	6	20.856	24	AFI16E1	AFI16	EHI02358
AD74E1L1	20	10	127.92	24	AD74E1	AD74	EHI00065
L1	10	16	7.65	25	NA	NA	NA
AGH22E1L1	20	4	200	12.3	AGH22E1	AGH22	EHI00565
AHV39E1L1	20	5	200	21.2	AHV39E1	AHV39	EHI01807
L1	10	16	NA	0	NA	NA	NA
AGP24E1L1	20	6	93.84	24	AGP24E1	AGP24	EHI02588
ABG66E1L1	20	6	200	21.6	ABG66E1	ABG66	EHI00975
