library_id	library_adaptor_molarity	library_PCR_cycles_required	library_input_dna	library_input_volume	extraction_id	sample_id	sequencing_datasets
AAD64E1L1	5	9	7.8	24	AAD64E1	AAD64	EHI02409
AIF75E1L1	5	14	1.776	24	AIF75E1	AIF75	EHI01233
AJP46E1L1	20	5	118.32	24	AJP46E1	AJP46	EHI01966
ABD99E1L1	20	7	200	6.8	ABD99E1	ABD99	EHI00892
C1_EXB0016E1L2	10	13	6.875	12.5	C1_EXB0016E1	C1_EXB0016	EHI00282
ABQ93E1L1	20	8	192	10	ABQ93E1	ABQ93	EHI00728
AGD32E1L1	20	6	200	10.6	AGD32E1	AGD32	EHI01286
ABJ79E1L2	20	13	198	18	ABJ79E1	ABJ79	EHI00176
AAC28E2L1	10	13	2.88	24	AAC28E2	AAC28	EHI00154
AAH35E1L1	20	6	144.72	24	AAH35E1	AAH35	EHI02402
AAT52E2L1	10	23	0	27	AAT52E2	AAT52	NA
ABD20E1L1	20	4	73.2	24	ABD20E1	ABD20	EHI02338
AGO24E1L1	20	6	71.52	24	AGO24E1	AGO24	EHI02579
AGN40E1L1	20	6	176.88	24	AGN40E1	AGN40	NA
AAM86E1L1	20	6	188.16	24	AAM86E1	AAM86	EHI01733
AAC07E2L1	10	16	0	24	AAC07E2	AAC07	EHI00147
ABM21E1L1	20	5	200	22.8	ABM21E1	ABM21	EHI02205
AJP47E1L1	20	4	54.48	24	AJP47E1	AJP47	EHI01967
ADF01E1L1	20	13	66.96	24	ADF01E1	ADF01	EHI00316
AGM57E1L1	20	10	200	15.2	AGM57E1	AGM57	NA
ABS12E1L2	5	12	4.96	5	ABS12E1	ABS12	EHI00627
AGM60E1L1	20	6	158.16	24	AGM60E1	AGM60	NA
AAD65E1L1	20	8	103.44	24	AAD65E1	AAD65	EHI02410
AFN28E1L1	10	9	5.26	20	AFN28E1	AFN28	EHI00214
AAC36E1L1	10	12	3.12	24	AAC36E1	AAC36	NA
AFZ59E1L1	20	6	67.44	24	AFZ59E1	AFZ59	EHI02269
AAW89E1L1	5	10	4.224	24	AAW89E1	AAW89	EHI01534
ADL90E1L1	20	5	196.2	18	ADL90E1	ADL90	EHI00451
AEM55E1L1	20	5	200	21.8	AEM55E1	AEM55	EHI02264
AHI49E1L1	5	13	3.744	24	AHI49E1	AHI49	EHI01700
ACE07E1L1	5	12	2.664	24	ACE07E1	ACE07	EHI00816
C1_EXB0016E1L1	5	21	13.2	24	C1_EXB0016E1	C1_EXB0016	NA
AIJ11E1L1	20	8	200	10.6	AIJ11E1	AIJ11	EHI01183
ABH56E1L2	20	8	173.2	20	ABH56E1	ABH56	EHI00287
ACD55E1L1	5	15	0.6072	24	ACD55E1	ACD55	EHI00962
ACC01E2L1	20	8	200	24	ACC01E2	ACC01	EHI00621
ADI97E1L1	20	4	72.24	24	ADI97E1	ADI97	EHI00525
AFV10E1L2	20	15	191.2	20	AFV10E1	AFV10	EHI01832
AIJ15E1L1	20	7	200	9.6	AIJ15E1	AIJ15	EHI01106, EHI01644
AGN77E1L1	20	5	200	14.3	AGN77E1	AGN77	NA
AFP31E1L1	20	6.35614381	198	20	AFP31E1	AFP31	EHI01066
AIH81E1L1	20	4	200	10.4	AIH81E1	AIH81	EHI01107, EHI01657
AHC14E1L1	10	6	27.12	24	AHC14E1	AHC14	EHI02219
ACD11E1L1	5	17	0.9936	24	ACD11E1	ACD11	EHI00844
AGO22E1L1	20	6	91.44	24	AGO22E1	AGO22	EHI02578
AAT09E2L2	10	20	2.2	20	AAT09E2	AAT09	NA
AAM10E1L1	20	13	165.6	24	AAM10E1	AAM10	EHI00346
ACJ61E1L1	5	9	3.4	20	ACJ61E1	ACJ61	EHI00372
AEU93E1L1	20	7	83.28	24	AEU93E1	AEU93	EHI01591
AIQ76E1L1	20	4	200	22.1	AIQ76E1	AIQ76	EHI01965
AFL06E1L1	5	11	8.232	24	AFL06E1	AFL06	EHI00747
ABL25E1L1	10	13	12.31	24	ABL25E1	ABL25	EHI00085
ABQ67E1L1	20	5	200	17.5	ABQ67E1	ABQ67	EHI01001
AAT20E1L1	10	14	9.18	27	AAT20E1	AAT20	NA
AAE24E1L1	10	8	20.88	24	AAE24E1	AAE24	EHI01201
AFP79E1L1	20	6.35614381	146.5	24	AFP79E1	AFP79	EHI01056
ACK44E1L1	20	6	63.36	24	ACK44E1	ACK44	EHI02401
AFN16E1L1	10	9	24	24	AFN16E1	AFN16	EHI02411
C1_EXB0046E1L1	2	20	0	24	C1_EXB0046E1	C1_EXB0046	NA
ACS15E1L1	20	4	200	21	ACS15E1	ACS15	EHI01250
ADW18E1L1	20	5	141.6	24	ADW18E1	ADW18	EHI00380
AEX92E1L1	20	6	192	16	AEX92E1	AEX92	EHI00698
ACJ38E1L1	10	11	29.072	24	ACJ38E1	ACJ38	EHI00591
AGO11E1L1	20	7	80.4	24	AGO11E1	AGO11	EHI02580
ABC97E1L1	20	3	154.32	24	ABC97E1	ABC97	EHI02355
AGG11E1L1	20	6	200	2.4	AGG11E1	AGG11	EHI00779
AFV18E1L1	10	12	24.72	24	AFV18E1	AFV18	EHI02094
AEC23E3L1	20	13	200	95	AEC23E3	AEC23	EHI02106
ABP55E1L1	20	4	200	19.4	ABP55E1	ABP55	EHI00457, EHI01418
AFP13E1L1	5	13	1.344	24	AFP13E1	AFP13	EHI01829
AFN37E1L1	5	12	9.12	24	AFN37E1	AFN37	EHI02471
AFH83E1L1	10	7	15.48	24	AFH83E1	AFH83	EHI02339
AJP58E1L1	20	3	200	12.1	AJP58E1	AJP58	EHI01968
AHO29E1L1	5	11	6.48	24	AHO29E1	AHO29	EHI02540, EHI02662
AGN59E1L1	20	5	200	19.6	AGN59E1	AGN59	NA
AGZ07E1L1	5	12	4.416	24	AGZ07E1	AGZ07	EHI01401
AHN27E1L1	5	11	3.048	24	AHN27E1	AHN27	EHI02541, EHI02663
L1	10	16	42.5	25	NA	NA	NA
ACP22E1L1	10	9	20.6	20	ACP22E1	ACP22	EHI00269
ACZ33E2L3	10	8	27.6	24	ACZ33E2	ACZ33	EHI00655
AHC60E1L1	20	3	118.8	24	AHC60E1	AHC60	EHI02175
ABW69E1L1	10	8	13.536	24	ABW69E1	ABW69	EHI01754
AAX75E1L1	10	16	4.32	24	AAX75E1	AAX75	EHI00226
AIY71E1L1	5	13	5.736	24	AIY71E1	AIY71	EHI02649
AGN39E1L1	20	6	200	10.2	AGN39E1	AGN39	NA
ABQ25E1L1	20	5	200	20.6	ABQ25E1	ABQ25	EHI01010
ABS40E1L2	10	9	11.74	20	ABS40E1	ABS40	EHI00612
AHG67E1L1	20	7	200	12.9	AHG67E1	AHG67	EHI02222
C1_EXB0061E1L1	2	22	0	24	C1_EXB0061E1	C1_EXB0061	NA
AFV14E1L1	20	10	182	10	AFV14E1	AFV14	NA
ACD41E1L1	5	15	0.8904	24	ACD41E1	ACD41	EHI00931
ADE16E1L1	20	3	200	19.2	ADE16E1	ADE16	EHI01734
AAH13E1L1	20	10	83.52	24	AAH13E1	AAH13	EHI00798
AFV11E1L1	20	10	109.8	5.2	AFV11E1	AFV11	NA
AIZ70E1L1	5	15	1.0344	24	AIZ70E1	AIZ70	NA
ADU74E1L1	20	5	200	5.7	ADU74E1	ADU74	NA
L1	10	16	13.875	25	NA	NA	NA
ABG37E1L1	20	13	57.6	24	ABG37E1	ABG37	EHI00332
AEX55E1L1	20	7	112.32	24	AEX55E1	AEX55	EHI00691
AAT21E1L1	10	12	12.177	27	AAT21E1	AAT21	NA
AII24E1L1	20	5	200	6.9	AII24E1	AII24	EHI01108
AAO95E1L1	20	7	80.4	24	AAO95E1	AAO95	EHI01611
ADJ06E1L1	20	5	200.56	23	ADJ06E1	ADJ06	EHI00456
ADD92E1L1	20	5	200	4.1	ADD92E1	ADD92	EHI01031
ABS42E1L1	10	7	41.76	24	ABS42E1	ABS42	NA
AAW41E1L1	5	14	1.8744	24	AAW41E1	AAW41	EHI01586
ABS20E1L1	10	10	35.28	24	ABS20E1	ABS20	NA
C2_EXB0004E1L1	10	24	0	27	C2_EXB0004E1	C2_EXB0004	NA
AAD47E1L1	20	4	200	23.8	AAD47E1	AAD47	EHI02399
AGM66E1L1	20	5	200	11.8	AGM66E1	AGM66	NA
ACZ55E1L1	10	8	11.76	24	ACZ55E1	ACZ55	NA
AIH59E1L1	20	5	200	11.4	AIH59E1	AIH59	EHI01110, EHI01659
AGC12E1L1	20	6	128.16	24	AGC12E1	AGC12	EHI01287
AAW63E1L1	10	9	11.616	24	AAW63E1	AAW63	EHI01535
AD74E2L1	10	14	4.32	24	AD74E2	AD74	EHI00054
ABC08E1L1	10	14	20.016	24	ABC08E1	ABC08	NA
ACE29E1L1	5	14	0.8424	24	ACE29E1	ACE29	EHI00938
ACG96E1L1	10	4	42.72	24	ACG96E1	ACG96	EHI02255
OPAU43E2L1	20	10	200	24	OPAU43E2	OPAU43	EHI00582
AAB06E1L1	20	9	64.08	24	AAB06E1	AAB06	EHI01492
ACD77E1L1	5	17	0.18432	24	ACD77E1	ACD77	EHI00961
ACD20E1L1	5	20	5.952	24	ACD20E1	ACD20	EHI00851
AD79E2L1	10	12	25.2	24	AD79E2	AD79	EHI00064
ABQ48E1L1	20	4	200	16.9	ABQ48E1	ABQ48	EHI02191
AEY26E1L1	5	15	1.512	24	AEY26E1	AEY26	EHI00754
ABB49E1L1	20	6	200	11.9	ABB49E1	ABB49	EHI02001
ABZ66E1L1	20	23	121.2	24	ABZ66E1	ABZ66	NA
AAM41E1L1	20	13	161.76	24	AAM41E1	AAM41	EHI00350
ACJ79E1L1	10	9	23.76	24	ACJ79E1	ACJ79	EHI01348
AGN36E1L1	20	4	200	8.3	AGN36E1	AGN36	NA
AGI42E3L1	10	19	14.256	24	AGI42E3	AGI42	EHI02134
AAV79E1L1	20	3	138.72	24	AAV79E1	AAV79	EHI02235
OPAU55E2L1	20	7	115.44	24	OPAU55E2	OPAU55	EHI00429
AAL55E1L1	10	10	11.712	24	AAL55E1	AAL55	EHI00864
AGI98E1L1	5	14	8.112	24	AGI98E1	AGI98	NA
OPAU26E1L1	10	7	12.96	24	OPAU26E1	OPAU26	EHI00431
AFI32E1L1	5	13	0.4416	24	AFI32E1	AFI32	EHI02486
ABM44E1L1	20	3	200	19.2	ABM44E1	ABM44	EHI02147
ABQ10E1L1	20	8	62.64	24	ABQ10E1	ABQ10	EHI00986
ACE18E1L1	5	11	3.552	24	ACE18E1	ACE18	EHI00813
ACJ47E1L1	5	9	7.68	20	ACJ47E1	ACJ47	EHI00366, EHI01667
AIH70E1L1	20	6	200	18.9	AIH70E1	AIH70	EHI01109, EHI01637
AAB37E1L1	20	7	171.36	24	AAB37E1	AAB37	NA
ABO53E1L1	20	5	200	8.4	ABO53E1	ABO53	EHI01017
ACS24E1L1	20	4	200	17.4	ACS24E1	ACS24	EHI01251
AAT48E2L1	10	12	26.838	27	AAT48E2	AAT48	NA
AFN39E1L1	5	11	6.096	24	AFN39E1	AFN39	EHI01392
AAX76E1L1	10	16	1.32	24	AAX76E1	AAX76	EHI00211
C1_EXB0050E1L1	2	20	0	24	C1_EXB0050E1	C1_EXB0050	EHI00859
AAU78E1L1	20	7	200	22.3	AAU78E1	AAU78	EHI01456
AFF20E1L1	5	11	5.688	24	AFF20E1	AFF20	EHI02472
AAU70E1L1	20	7	189	15	AAU70E1	AAU70	NA
AFP84E1L1	20	7.35614381	172	24	AFP84E1	AFP84	EHI01047
ABK57E1L1	50	8	386.4	24	ABK57E1	ABK57	EHI00005
AAH83E1L1	5	13	6.936	24	AAH83E1	AAH83	EHI00819
AGD39E1L1	20	7	200	18	AGD39E1	AGD39	EHI01288
AEM26E1L1	10	9	34.56	24	AEM26E1	AEM26	EHI01493
ABZ56E1L1	5	14	1.44	24	ABZ56E1	ABZ56	EHI00650
AEY77E1L1	5	12	4.344	24	AEY77E1	AEY77	EHI02487
AHW95E1L1	5	17	3.144	24	AHW95E1	AHW95	EHI02123
AAV53E1L1	20	5	200	9.3	AAV53E1	AAV53	EHI02002
AGC32E1L1	20	5	184.08	24	AGC32E1	AGC32	EHI01289
AFQ41E1L1	20	6	199.5	22	AFQ41E1	AFQ41	EHI01055
AA91E1L1	20	7	132.72	24	AA91E1	AA91	EHI00891
OPAU6E1L1	10	13	14.16	24	OPAU6E1	OPAU6	EHI00185, EHI01692
C1_EXB0033E1L1	2	10	0	24	C1_EXB0033E1	C1_EXB0033	EHI00574
AGO20E1L1	10	5	47.04	24	AGO20E1	AGO20	EHI02581
AHB70E1L1	20	4	200	8	AHB70E1	AHB70	EHI02194
ABK49E1L1	20	6	194	14	ABK49E1	ABK49	EHI01718
AFI04E1L1	5	10	4.416	24	AFI04E1	AFI04	EHI02412
AIR16E1L1	20	3	165.12	24	AIR16E1	AIR16	NA
AAA74E1L1	20	6	200	21.2	AAA74E1	AAA74	EHI02003
ACZ40E1L1	5	13	1.2	24	ACZ40E1	ACZ40	NA
ADW28E1L1	20	8	108.48	24	ADW28E1	ADW28	EHI02029
AEM04E1L1	20	5	200	7.8	AEM04E1	AEM04	EHI01457
AJP50E1L1	20	6	116.16	24	AJP50E1	AJP50	EHI02582
ABJ83E1L1	20	10	192.6	20	ABJ83E1	ABJ83	EHI00139
AEX48E1L1	20	6	179.9	7	AEX48E1	AEX48	EHI00690
L1	10	16	4.75	25	NA	NA	NA
ABG46E1L1	5	11	6	24	ABG46E1	ABG46	EHI01013
ABI56E1L1	20	10	190.8	18	ABI56E1	ABI56	EHI00089
ACB23E1L1	5	9	3.36	24	ACB23E1	ACB23	EHI00607, EHI01683
AGM90E1L1	20	7	200	17.7	AGM90E1	AGM90	NA
AIG04E1L1	20	5	200	15.5	AIG04E1	AIG04	EHI01087, EHI01634
BATC02E1L1	20	10	193	10	BATC02E1	BATC02	EHI00310
ACY05E1L1	20	4	183	8	ACY05E1	ACY05	EHI01086
AFT14E1L1	10	7	20.4	24	AFT14E1	AFT14	EHI02041
AAW59E1L1	5	11	2.64	24	AAW59E1	AAW59	EHI01562
AEA58E1L1	20	6	200	8.6	AEA58E1	AEA58	EHI01174
AFZ50E1L1	20	4	200	9.1	AFZ50E1	AFZ50	EHI02248
ABS96E1L2	10	8	40.8	17	ABS96E1	ABS96	EHI00644
ABL88E1L1	20	9	75.12	24	ABL88E1	ABL88	EHI00296
ABC96E1L1	2	14	0.768	24	ABC96E1	ABC96	EHI02391
AAE19E1L1	10	7	30.72	24	AAE19E1	AAE19	EHI01156
ABM29E1L1	20	4	200	13.2	ABM29E1	ABM29	EHI02188
AEZ11E1L1	10	10	13.032	24	AEZ11E1	AEZ11	EHI02501
ABC23E1L1	20	8	115.68	24	ABC23E1	ABC23	EHI02028
AHG65E1L1	10	9	15.504	24	AHG65E1	AHG65	EHI02289
ABO02E1L1	20	3	200	11.9	ABO02E1	ABO02	EHI01023
ACZ33E1L2	20	7	77.52	24	ACZ33E1	ACZ33	NA
AAE15E1L1	10	7	12.672	24	AAE15E1	AAE15	EHI01157
AEZ66E1L1	5	10	9.312	24	AEZ66E1	AEZ66	EHI02502
ABI39E1L1	20	4	193	8	ABI39E1	ABI39	EHI01703
AAN40E2L1	20	7	200	15.2	AAN40E2	AAN40	EHI00950
C1_EXB0079E1L1	2	21	0.06504	24	C1_EXB0079E1	C1_EXB0079	NA
AAW13E1L1	10	13	22.9	24	AAW13E1	AAW13	EHI00071, EHI01236
ABG02E1L1	20	13	92.4	24	ABG02E1	ABG02	EHI00343
AFN08E1L1	10	8	6.84	20	AFN08E1	AFN08	EHI00225
AIQ50E1L1	20	5	160.32	24	AIQ50E1	AIQ50	EHI01969
AHG79E1L1	5	10	7.8	24	AHG79E1	AHG79	EHI02293
AAA56E1L1	10	7	38.64	24	AAA56E1	AAA56	NA
ACD14E1L1	2	17	0	24	ACD14E1	ACD14	EHI01020
AFL08E1L1	20	6	184.6	13	AFL08E1	AFL08	EHI00709
AGN73E1L1	20	6	200	13.8	AGN73E1	AGN73	NA
AJP49E1L1	20	3	200	13.5	AJP49E1	AJP49	EHI01970
C1_EXB0069E1L1	2	22	0.1536	24	C1_EXB0069E1	C1_EXB0069	NA
AGY88E1L1	10	9	16.008	24	AGY88E1	AGY88	EHI01364
ACP23E1L1	20	5	60.4	20	ACP23E1	ACP23	EHI00291, EHI01669
AGN11E1L1	20	7	93.84	24	AGN11E1	AGN11	NA
AHN77E1L1	5	14	0.9216	24	AHN77E1	AHN77	EHI02559, EHI02681
AJP51E3L1	20	6	200	23	AJP51E3	AJP51	EHI02067
AFT16E1L1	20	4	53.28	24	AFT16E1	AFT16	EHI02042
AFU65E1L1	20	5	102.4	24	AFU65E1	AFU65	EHI00763
AGC51E1L1	20	6	185.52	24	AGC51E1	AGC51	EHI01290
AAS15E1L1	10	22	13.446	27	AAS15E1	AAS15	NA
AEV06E1L1	5	11	6.768	24	AEV06E1	AEV06	EHI01573
AAS13E2L1	10	10	15.84	24	AAS13E2	AAS13	EHI00168
AHC49E1L1	5	10	1.7928	24	AHC49E1	AHC49	EHI02295
ACX55E1L1	20	4	134	24	ACX55E1	ACX55	EHI01081
ACO89E1L1	5	9	5.16	24	ACO89E1	ACO89	EHI02413
AAW52E1L1	5	12	1.4232	24	AAW52E1	AAW52	EHI01563
AEX89E1L1	20	6	195.7	19	AEX89E1	AEX89	EHI00696
ACS16E1L1	20	6	200	5.4	ACS16E1	ACS16	EHI01252
AAN59E2L1	20	5	200	18	AAN59E2	AAN59	EHI00977
AEX11E1L1	20	6	183.2	8	AEX11E1	AEX11	EHI00680
ABC33E1L1	10	12	43.2	24	ABC33E1	ABC33	EHI02037
C1_EXB0097E1L1	2	20	0.00192	24	C1_EXB0097E1	C1_EXB0097	NA
AEX37E1L1	20	8	98.16	24	AEX37E1	AEX37	EHI00731
ADA10E1L1	20	19	28.32	24	ADA10E1	ADA10	EHI00201, EHI01671
AFP45E1L1	20	7.35614381	178.5	24	AFP45E1	AFP45	EHI01049
AIR07E1L1	20	3	200	12.1	AIR07E1	AIR07	NA
ADV25E1L2	2	23	0	0	ADV25E1	ADV25	NA
ACJ97E1L1	10	10	17.376	24	ACJ97E1	ACJ97	EHI01350
AED12E1L1	5	11	4.368	24	AED12E1	AED12	EHI01387
AFQ17E1L1	20	4	139	24	AFQ17E1	AFQ17	EHI01080
ABK16E1L1	20	10	197.6	19	ABK16E1	ABK16	EHI00120
AGD21E1L2	20	6	200	5.2	AGD21E1	AGD21	NA
AAA51E1L1	20	9	200	22.1	AAA51E1	AAA51	EHI01490
ABK86E1L1	20	10	143.76	24	ABK86E1	ABK86	EHI00100
AGO25E1L1	20	7	53.52	24	AGO25E1	AGO25	EHI02583
AAZ76E1L1	20	7	189.6	24	AAZ76E1	AAZ76	EHI01735
AAS27E1L1	10	19	3.186	27	AAS27E1	AAS27	EHI00006
AHI76E1L1	5	15	1.728	24	AHI76E1	AHI76	EHI01702
AHB77E1L1	20	4	104.88	24	AHB77E1	AHB77	EHI02202
AAD63E1L1	10	8	39.84	24	AAD63E1	AAD63	EHI02414
AEY25E1L1	20	6	198.8	14	AEY25E1	AEY25	EHI00703
AAX83E1L1	10	19	0	24	AAX83E1	AAX83	NA
ABO45E1L1	20	6	200	4.4	ABO45E1	ABO45	EHI00489
ADK11E1L1	20	8	187.2	12	ADK11E1	ADK11	EHI00566
AGM71E1L1	20	10	120.48	24	AGM71E1	AGM71	NA
AIH46E1L1	20	5	200	17.1	AIH46E1	AIH46	EHI01111
AIH20E1L1	10	11	13.464	24	AIH20E1	AIH20	EHI01220
ACJ39E1L1	10	6	26.8	20	ACJ39E1	ACJ39	EHI00344, EHI01691
AAS42E1L1	10	18	9.342	27	AAS42E1	AAS42	EHI00011
AII64E1L1	10	9	29.04	24	AII64E1	AII64	EHI01820
ABQ50E1L1	20	8	52.8	24	ABQ50E1	ABQ50	EHI00727
ACH13E1L1	5	5	0.5088	24	ACH13E1	ACH13	EHI01458
AFT57E1L1	10	8	15.816	24	AFT57E1	AFT57	EHI01349
AB06E1L1	20	4	200	15.5	AB06E1	AB06	EHI00554
C1_EXB0018E1L1	10	22	0	24	C1_EXB0018E1	C1_EXB0018	EHI00190
BATB05E1L1	10	13	33.6	24	BATB05E1	BATB05	EHI00323
AAA96E1L2	5	14	5.27	17	AAA96E1	AAA96	NA
C1_EXB0003E1L1	10	19	0	24	C1_EXB0003E1	C1_EXB0003	NA
AAW16E1L1	50	9	389.3	17	AAW16E1	AAW16	NA
AKD79E1L1	5	16	4.056	24	AKD79E1	AKD79	NA
AFV07E1L1	20	12	171.12	24	AFV07E1	AFV07	NA
AAB78E1L2	10	0	1.68	24	AAB78E1	AAB78	NA
ABL02E1L1	20	10	193.8	19	ABL02E1	ABL02	EHI00107
AAB38E1L1	20	7	200	20.2	AAB38E1	AAB38	EHI01459
ACH07E1L1	20	6	200	17.9	ACH07E1	ACH07	EHI01460
AAN61E2L1	20	5	200	11	AAN61E2	AAN61	EHI01003
AAS29E1L1	10	16	4.59	27	AAS29E1	AAS29	EHI00019
L1	10	16	NA	25	NA	NA	NA
AGZ39E1L1	10	9	26.64	24	AGZ39E1	AGZ39	EHI01365, EHI02398
AFW26E1L1	10	6	21.6	20	AFW26E1	AFW26	EHI00369
ACC91E1L1	2	16	0	24	ACC91E1	ACC91	EHI00837
ACH41E1L1	10	16	3.6	24	ACH41E1	ACH41	EHI00254
AAP52E1L1	20	8	57.36	24	AAP52E1	AAP52	EHI01438
AB02E1L1	10	6	29.76	24	AB02E1	AB02	EHI00427
L1	10	16	6.55	25	NA	NA	NA
AJP52E2L1	20	12	74.64	24	AJP52E2	AJP52	EHI02097
AHQ48E1L1	20	8	180.96	24	AHQ48E1	AHQ48	EHI01339
ABJ51E1L1	20	10	193.6	11	ABJ51E1	ABJ51	EHI00098
ABW36E1L1	20	13	73.92	24	ABW36E1	ABW36	EHI00338
AEX74E1L1	20	8	198.9	13	AEX74E1	AEX74	EHI00733
AEX78E1L1	5	22	3.288	24	AEX78E1	AEX78	EHI00758
OPAU46E1L1	5	8	6.96	24	OPAU46E1	OPAU46	EHI00634
ABL27E1L1	10	13	12.98	24	ABL27E1	ABL27	EHI00108
C1_EXB0013E1L1	10	19	0	24	C1_EXB0013E1	C1_EXB0013	EHI00195
AHQ56E1L1	20	6	200	16.1	AHQ56E1	AHQ56	EHI01265
AEV97E1L1	5	33	4.92	24	AEV97E1	AEV97	EHI00757
ACJ91E1L1	20	8	161.76	24	ACJ91E1	ACJ91	EHI01357
ABS26E1L2	20	12	68.2	20	ABS26E1	ABS26	EHI00592
AAD53E1L1	10	8	23.328	24	AAD53E1	AAD53	EHI01213
AA84E1L1	5	12	7.2	24	AA84E1	AA84	EHI00951
L1	10	16	NA	25	NA	NA	NA
AGN79E1L1	20	8	135.84	24	AGN79E1	AGN79	NA
AFW06E1L1	20	5	200	8.5	AFW06E1	AFW06	EHI00486
AAN22E2L1	20	5	200	10.1	AAN22E2	AAN22	EHI00969
AAS05E2L1	10	13	13.44	24	AAS05E2	AAS05	EHI00148
ADV71E1L1	10	8	39.84	24	ADV71E1	ADV71	EHI02033
AGY86E1L1	5	10	5.832	24	AGY86E1	AGY86	EHI01378
ACX37E2L1	20	5	75.5	24	ACX37E2	ACX37	EHI01045
ACE25E1L1	2	18	0	24	ACE25E1	ACE25	EHI00953
ABG09E1L1	20	7	195	21	ABG09E1	ABG09	EHI00666
AFV13E1L2	5	16	5.088	24	AFV13E1	AFV13	EHI01844
ACZ72E1L1	5	9	5.04	24	ACZ72E1	ACZ72	NA
AAX93E1L1	10	13	29.76	24	AAX93E1	AAX93	EHI00233
ADU53E1L1	10	7	10.776	24	ADU53E1	ADU53	EHI01747
ACE21E1L1	2	16	0	24	ACE21E1	ACE21	EHI00839
ADK34E1L1	10	6	47.28	24	ADK34E1	ADK34	EHI00441
AFL05E1L1	20	12	198	12	AFL05E1	AFL05	EHI00746
AGC50E1L1	20	6	200	13	AGC50E1	AGC50	EHI01319
AGC24E1L1	20	7	64.32	24	AGC24E1	AGC24	EHI01320
ABK73E1L1	10	13	24	24	ABK73E1	ABK73	EHI00101
AAB78E2L1	10	19	0	24	AAB78E2	AAB78	EHI00174
AEB20E1L1	10	9	35.76	24	AEB20E1	AEB20	EHI01377
AAH27E1L1	10	16	42	24	AAH27E1	AAH27	EHI00297
AGO35E1L1	10	9	18.912	24	AGO35E1	AGO35	EHI02638
AFV81E1L1	20	9	114	24	AFV81E1	AFV81	EHI01431
AAT28E1L1	10	12	15.255	27	AAT28E1	AAT28	NA
AFH47E1L1	5	11	1.212	24	AFH47E1	AFH47	EHI02476
AGN37E1L1	20	4	200	12.6	AGN37E1	AGN37	NA
BATC17E1L1	20	10	197.28	24	BATC17E1	BATC17	EHI00305
ACZ75E1L1	5	10	3.36	24	ACZ75E1	ACZ75	NA
OPAU18E1L1	5	9	8.16	24	OPAU18E1	OPAU18	EHI00642, EHI01676
ADK30E1L1	20	7	206.1	9	ADK30E1	ADK30	EHI00536
AFP69E1L1	10	7	40.8	24	AFP69E1	AFP69	EHI01816
AIH15E1L1	20	4	200	14.1	AIH15E1	AIH15	EHI01795
ADK32E1L1	5	14	2.16	24	ADK32E1	ADK32	EHI00479
AFV09E1L2	5	16	2.856	24	AFV09E1	AFV09	EHI01846
AEU76E1L1	20	6	200	14.1	AEU76E1	AEU76	EHI01604
ABU30E2L2	10	9	13.2	20	ABU30E2	ABU30	EHI00245
AGY68E1L1	10	11	18.648	24	AGY68E1	AGY68	EHI01570
AIR18E1L1	10	5	47.52	24	AIR18E1	AIR18	NA
ADA72E1L1	10	7	25.2	24	ADA72E1	ADA72	NA
AGJ27E1L1	10	10	14.208	24	AGJ27E1	AGJ27	EHI01358
AEL78E1L1	20	4	200	7.7	AEL78E1	AEL78	EHI00411
AJP63E1L1	10	8	18.144	24	AJP63E1	AJP63	EHI02639
AHB78E1L1	20	4	50.64	24	AHB78E1	AHB78	EHI02203
AFO99E1L1	20	6.35614381	194	17	AFO99E1	AFO99	EHI01063
ACZ92E1L1	10	8	10.08	24	ACZ92E1	ACZ92	NA
AAS37E1L1	10	16	4.671	27	AAS37E1	AAS37	EHI00010
AAD98E1L1	20	4	94.56	24	AAD98E1	AAD98	EHI02433
AAW36E1L1	10	9	11.376	24	AAW36E1	AAW36	EHI01531
AAD97E1L1	5	10	7.368	24	AAD97E1	AAD97	EHI02469
ABL03E1L1	20	13	84	24	ABL03E1	ABL03	EHI00115
ABA53E1L1	5	14	5.568	24	ABA53E1	ABA53	NA
AAO96E1L1	20	8	61.68	24	AAO96E1	AAO96	EHI01447
AGF95E1L1	20	6	53.52	24	AGF95E1	AGF95	EHI00491
AHV63E1L1	20	5	200	5.9	AHV63E1	AHV63	EHI01817
ACX25E1L1	20	5	200	11	ACX25E1	ACX25	EHI01082
AHV55E1L1	20	4	176.64	24	AHV55E1	AHV55	EHI01818
AEU97E1L1	5	10	8.88	24	AEU97E1	AEU97	EHI01432
C1_EXB0039E1L1	2	20.35614381	0	24	C1_EXB0039E1	C1_EXB0039	EHI01044
AHW95E2L1	20	6	119.52	24	AHW95E2	AHW95	EHI02066
AGC55E1L1	10	8	26.64	24	AGC55E1	AGC55	EHI01383
AAT46E1L1	10	28	0	27	AAT46E1	AAT46	NA
ACK78E1L1	20	8	59.28	24	ACK78E1	ACK78	EHI01359
ADV29E1L1	20	4	154.8	24	ADV29E1	ADV29	EHI00420
AAN63E2L1	20	5	200	13.8	AAN63E2	AAN63	EHI00987
AIR09E1L1	10	6	13.2	24	AIR09E1	AIR09	NA
ADV86E1L1	20	5	200	9.7	ADV86E1	ADV86	EHI00410
AFV20E3L1	20	11	200	212	AFV20E3	AFV20	EHI02091
AGZ21E1L1	5	13	3.192	24	AGZ21E1	AGZ21	EHI01410, EHI02394
