"index_id","index_batch","library_id","extraction_id","sample_id","library_input_dna","library_PCR_cycles_given","index_adaptors_molarity","index_library_molarity","index_volume","index_library_moles"
"OPAU10E1L1I1","INB0013","OPAU10E1L1","OPAU10E1","OPAU10",5.6,16,1.11,8.87,35,310
"OPAU12E1L1I1","INB0013","OPAU12E1L1","OPAU12E1","OPAU12",6.7,16,0.28,19.7,35,690
"OPAU14E1L1I1","INB0013","OPAU14E1L1","OPAU14E1","OPAU14",16.4,10,0,0.29,35,10
"AAV26E1L1I1","INB0013","AAV26E1L1","AAV26E1","AAV26",193.4,7,0,24.92,35,872
"ABA67E1L1I1","INB0013","ABA67E1L1","ABA67E1","ABA67",197.2,7,0,12.52,35,438
"AAU65E1L1I1","INB0013","AAU65E1L1","AAU65E1","AAU65",171.2,7,0,11.86,35,415
"AAA53E1L1I1","INB0013","AAA53E1L1","AAA53E1","AAA53",105.4,19,0,0.01,35,0
"ABA64E1L1I1","INB0013","ABA64E1L1","ABA64E1","ABA64",196.9,7,0,8.29,35,290
"AAA57E1L1I1","INB0013","AAA57E1L1","AAA57E1","AAA57",193.8,10,0,5.85,35,205
"AAA73E1L1I1","INB0013","AAA73E1L1","AAA73E1","AAA73",156,10,0,30.33,35,1062
"ABA61E1L1I1","INB0013","ABA61E1L1","ABA61E1","ABA61",193.7,10,0.95,6.88,35,241
"AAV25E1L1I1","INB0013","AAV25E1L1","AAV25E1","AAV25",171,10,12.42,42.73,35,1496
"AAV43E1L1I1","INB0013","AAV43E1L1","AAV43E1","AAV43",165.4,10,3.16,11.85,35,415
"AAU97E1L1I1","INB0013","AAU97E1L1","AAU97E1","AAU97",189,16,6.99,17.61,35,616
"AAV44E1L1I1","INB0013","AAV44E1L1","AAV44E1","AAV44",200,16,NA,NA,35,0
"ABA68E1L1I1","INB0013","ABA68E1L1","ABA68E1","ABA68",198.9,13,0.18,5.99,35,210
"ABA55E1L1I1","INB0013","ABA55E1L1","ABA55E1","ABA55",93.4,10,0.33,8.83,35,309
"ABA60E1L1I1","INB0013","ABA60E1L1","ABA60E1","ABA60",196.5,7,0.4,4.31,35,151
"AAU83E1L1I1","INB0013","AAU83E1L1","AAU83E1","AAU83",195.5,13,0.55,4.9,35,172
"ABA56E1L1I1","INB0013","ABA56E1L1","ABA56E1","ABA56",188.1,7,NA,NA,35,0
"ABA63E1L1I1","INB0013","ABA63E1L1","ABA63E1","ABA63",96.7,7,1.37,4.57,35,160
"AAB01E1L1I1","INB0013","AAB01E1L1","AAB01E1","AAB01",185.4,10,1.99,5.31,35,186
"AAA48E1L1I1","INB0013","AAA48E1L1","AAA48E1","AAA48",86.9,10,2.29,9.48,35,332
"AAB37E1L1I1","INB0013","AAB37E1L1","AAB37E1","AAB37",171.4,7,0,10,35,350
"ABA65E1L1I1","INB0013","ABA65E1L1","ABA65E1","ABA65",178.2,7,0,2.33,35,82
"AAA92E1L1I1","INB0013","AAA92E1L1","AAA92E1","AAA92",93.1,7,0,3.44,35,120
"AAV27E1L1I1","INB0013","AAV27E1L1","AAV27E1","AAV27",193,10,1.55,14.05,35,492
"AAA75E1L1I1","INB0013","AAA75E1L1","AAA75E1","AAA75",192.4,10,1.32,14.66,35,513
"AAU70E1L1I1","INB0013","AAU70E1L1","AAU70E1","AAU70",189,7,1.5,10.34,35,362
"AAA64E1L1I1","INB0013","AAA64E1L1","AAA64E1","AAA64",73,7,0.36,2.81,35,98
"AAB32E1L1I1","INB0013","AAB32E1L1","AAB32E1","AAB32",199.5,7,0.41,15.5,35,542
"AAA56E1L1I1","INB0013","AAA56E1L1","AAA56E1","AAA56",38.6,7,1.23,3.06,35,107
"AAU84E1L1I1","INB0013","AAU84E1L1","AAU84E1","AAU84",128.6,7,0.3,8.13,35,285
"AAB23E1L1I1","INB0013","AAB23E1L1","AAB23E1","AAB23",199,7,1.03,3.68,35,129
"ABA58E1L1I1","INB0013","ABA58E1L1","ABA58E1","ABA58",136.8,13,NA,NA,35,0
"AAC94E1L1I2","INB0011","AAC94E1L1","AAC94E1","AAC94",354,10,0,0.32,35,11
"AAC86E1L1I2","INB0011","AAC86E1L1","AAC86E1","AAC86",385,8,0,0.59,35,21
"AD89E1L1I2","INB0011","AD89E1L1","AD89E1","AD89",141.6,20,0,0.02,35,1
"AD89E2L1I2","INB0011","AD89E2L1","AD89E2","AD89",132,20,0.22,0,35,0
"AAC91E1L1I2","INB0011","AAC91E1L1","AAC91E1","AAC91",57.6,12,0.15,3.42,35,120
"AAC71E1L1I2","INB0011","AAC71E1L1","AAC71E1","AAC71",79.4,12,0.37,6.05,35,212
"AAD12E2L1I2","INB0011","AAD12E2L1","AAD12E2","AAD12",4.8,16,0.58,1.91,35,67
"AD84E2L1I2","INB0011","AD84E2L1","AD84E2","AD84",43.9,12,0.1,0.73,35,26
"AAC91E2L1I2","INB0011","AAC91E2L1","AAC91E2","AAC91",64.8,16,0.18,5.48,35,192
"AAD25E2L1I2","INB0011","AAD25E2L1","AAD25E2","AAD25",190.6,10,NA,0.33,35,12
"AD79E1L1I2","INB0011","AD79E1L1","AD79E1","AD79",83.3,12,0.77,3.26,35,114
"AAC71E2L1I2","INB0011","AAC71E2L1","AAC71E2","AAC71",78,10,0.23,0.7,35,25
"AAC94E2L1I2","INB0011","AAC94E2L1","AAC94E2","AAC94",231.6,10,0,0.03,35,1
"AAC46E1L1I2","INB0011","AAC46E1L1","AAC46E1","AAC46",125.8,12,0.87,0.11,35,4
"I2","INB0011","","","",NA,20,0.6,0.2,35,7
"I2","INB0011","","","",NA,20,NA,NA,35,0
"I2","INB0015","","","",NA,19,0,0.34,20,7
"AAC07E1L1I2","INB0015","AAC07E1L1","AAC07E1","AAC07",2,13,0.23,0.29,20,6
"AAB96E1L1I2","INB0015","AAB96E1L1","AAB96E1","AAB96",20,10,0.08,0.39,20,8
"AAB84E1L1I2","INB0015","AAB84E1L1","AAB84E1","AAB84",49.4,7,0.17,0.25,20,5
"AAB69E1L1I2","INB0015","AAB69E1L1","AAB69E1","AAB69",0,19,8.86,0.24,20,5
"AAB64E1L1I2","INB0015","AAB64E1L1","AAB64E1","AAB64",9.1,13,0.37,0.53,20,11
"AAC55E1L1I2","INB0015","AAC55E1L1","AAC55E1","AAC55",6.7,10,0.28,0.29,20,6
"AAD09E1L1I2","INB0015","AAD09E1L1","AAD09E1","AAD09",0,19,0.61,0.53,20,11
"AAC14E1L1I2","INB0015","AAC14E1L1","AAC14E1","AAC14",3.4,19,0.44,0.11,20,2
"AAC09E1L1I2","INB0015","AAC09E1L1","AAC09E1","AAC09",32.4,10,0.86,0.25,20,5
"AAC40E1L1I2","INB0015","AAC40E1L1","AAC40E1","AAC40",2.2,13,NA,NA,20,0
"AAC21E1L1I2","INB0015","AAC21E1L1","AAC21E1","AAC21",0,19,0,0.02,20,0
"AAC33E1L1I2","INB0015","AAC33E1L1","AAC33E1","AAC33",382.8,7,0.35,0.35,20,7
"AAC26E1L1I2","INB0015","AAC26E1L1","AAC26E1","AAC26",0,16,1.57,0.12,20,2
"AAC06E1L1I2","INB0015","AAC06E1L1","AAC06E1","AAC06",0,19,1.52,0.42,20,8
"AAB78E1L1I2","INB0015","AAB78E1L1","AAB78E1","AAB78",1.7,19,0.44,0.21,20,4
"AAC79E1L1I2","INB0015","AAC79E1L1","AAC79E1","AAC79",0,19,6.16,1.31,20,26
"AAC15E1L1I2","INB0015","AAC15E1L1","AAC15E1","AAC15",1.7,19,0.3,0,20,0
"AAC28E1L1I2","INB0015","AAC28E1L1","AAC28E1","AAC28",0,19,15.03,0.89,20,18
"AAC36E1L1I2","INB0015","AAC36E1L1","AAC36E1","AAC36",3.1,13,0.49,0.24,20,5
"AAW10E1L1I2","INB0015","AAW10E1L1","AAW10E1","AAW10",73.2,10,0.26,0.37,20,7
"AAW16E1L1I2","INB0015","AAW16E1L1","AAW16E1","AAW16",389.3,7,0,0.47,20,9
"C1_EXB0002E1L1I2","INB0015","C1_EXB0002E1L1","C1_EXB0002E1","C1_EXB0002",0,19,NA,NA,20,0
"AAD12E1L1I2","INB0015","AAD12E1L1","AAD12E1","AAD12",2.8,16,2.46,5.42,20,108
"AAC83E2L1I2","INB0015","AAC83E2L1","AAC83E2","AAC83",9.6,13,0.32,3.18,20,64
"AD81E1L1I2","INB0015","AD81E1L1","AD81E1","AD81",12,16,1.11,12.41,20,248
"AAD16E2L1I2","INB0015","AAD16E2L1","AAD16E2","AAD16",6,16,3,10.83,20,217
"AAD16E1L1I2","INB0015","AAD16E1L1","AAD16E1","AAD16",2.2,19,1.76,16.29,20,326
"AD74E2L1I2","INB0015","AD74E2L1","AD74E2","AD74",4.3,16,1.25,12.21,20,244
"AAC62E1L1I2","INB0015","AAC62E1L1","AAC62E1","AAC62",35.8,16,0.21,13.9,20,278
"AAD10E2L1I2","INB0015","AAD10E2L1","AAD10E2","AAD10",150,7,0.64,4.54,20,91
"AAB85E1L1I2","INB0015","AAB85E1L1","AAB85E1","AAB85",4.6,16,1.33,17.65,20,353
"AAC86E1L1I2","INB0015","AAC86E1L1","AAC86E1","AAC86",385,7,0.26,5.48,20,110
"AAD23E2L1I2","INB0015","AAD23E2L1","AAD23E2","AAD23",552,7,0.28,6.19,20,124
"AAC96E2L1I2","INB0015","AAC96E2L1","AAC96E2","AAC96",6,13,0.79,8.06,20,161
"AD85E1L1I2","INB0015","AD85E1L1","AD85E1","AD85",185.8,10,0.55,34.6,20,692
"AAD15E2L1I2","INB0015","AAD15E2L1","AAD15E2","AAD15",0,16,1.92,7.21,20,144
"AAD23E1L1I2","INB0015","AAD23E1L1","AAD23E1","AAD23",132,19,0.26,2.19,20,44
"AAD15E1L1I2","INB0015","AAD15E1L1","AAD15E1","AAD15",22.3,19,0.22,3.41,20,68
"AAC46E1L1I2","INB0015","AAC46E1L1","AAC46E1","AAC46",125.8,19,0.18,2.4,20,48
"I2","INB0015","","","",NA,19,0,0.69,20,14
"AD84E2L1I2","INB0015","AD84E2L1","AD84E2","AD84",43.9,19,0.2,0,20,0
"AD85E2L1I2","INB0015","AD85E2L1","AD85E2","AD85",166.3,13,0.22,14.88,20,298
"AAC83E1L1I2","INB0015","AAC83E1L1","AAC83E1","AAC83",1.7,16,0.91,7.14,20,143
"AAC62E2L1I2","INB0015","AAC62E2L1","AAC62E2","AAC62",1.4,16,1.48,2.18,20,44
"AAB85E2L1I2","INB0015","AAB85E2L1","AAB85E2","AAB85",2.9,16,1.42,2.44,20,49
"AD79E2L1I2","INB0015","AD79E2L1","AD79E2","AD79",25.2,13,0.46,5.71,20,114
"AD74E1L1I2","INB0015","AD74E1L1","AD74E1","AD74",127.9,10,0.38,5.25,20,105
"AAD25E1L1I2","INB0015","AAD25E1L1","AAD25E1","AAD25",146.2,16,1.14,13.14,20,263
"AAD10E1L1I2","INB0015","AAD10E1L1","AAD10E1","AAD10",144.7,10,0.17,1.89,20,38
"AAC96E1L1I2","INB0015","AAC96E1L1","AAC96E1","AAC96",3.4,16,0.84,1.86,20,37
"AD81E2L1I2","INB0015","AD81E2L1","AD81E2","AD81",0,19,1.74,0.51,20,10
"I2","INB0015","","","",NA,19,NA,NA,20,0
"I1","INB0014","","","",NA,16,2.93,10.15,20,203
"I1","INB0014","","","",NA,16,3.32,10.46,20,209
"I1","INB0014","","","",NA,16,2.03,20.78,20,416
"I1","INB0014","","","",NA,16,3.97,34.58,20,692
"I1","INB0014","","","",NA,16,3.1,22.56,20,451
"I1","INB0014","","","",NA,16,6.33,11.94,20,239
"I1","INB0014","","","",NA,16,3.54,17.27,20,345
"I1","INB0014","","","",NA,16,5.95,4.81,20,96
"I1","INB0014","","","",NA,16,3.36,19.81,20,396
"I1","INB0014","","","",NA,16,2.98,29.85,20,597
"I1","INB0014","","","",NA,16,0.95,19.08,20,382
"I1","INB0014","","","",NA,16,4.46,12.78,20,256
"I1","INB0014","","","",NA,16,2.62,19.78,20,396
"I1","INB0014","","","",NA,16,2.82,42.02,20,840
"I1","INB0014","","","",NA,16,3.52,22.05,20,441
"I1","INB0014","","","",NA,16,6.65,0.1,20,2
"I1","INB0014","","","",NA,16,0.73,0.21,20,4
"I1","INB0014","","","",NA,16,NA,13.47,20,269
"I1","INB0014","","","",NA,16,NA,39.65,20,793
"I1","INB0014","","","",NA,16,NA,2.88,20,58
"I1","INB0014","","","",NA,16,NA,1.7,20,34
"I1","INB0014","","","",NA,16,NA,0.53,20,11
"I1","INB0014","","","",NA,16,NA,4.04,20,81
"I1","INB0014","","","",NA,16,NA,9.95,20,199
"I1","INB0014","","","",NA,16,NA,4.78,20,96
"I1","INB0014","","","",NA,16,NA,38.71,20,774
"I1","INB0014","","","",NA,16,NA,0.13,20,3
"I1","INB0014","","","",NA,16,NA,23.18,20,464
"I1","INB0014","","","",NA,16,NA,8.18,20,164
"I1","INB0014","","","",NA,16,NA,15.59,20,312
"I1","INB0014","","","",NA,16,NA,4.76,20,95
"I1","INB0014","","","",NA,16,NA,0.12,20,2
"I1","INB0014","","","",NA,16,NA,12.65,20,253
"I1","INB0014","","","",NA,16,NA,0.05,20,1
"I1","INB0014","","","",NA,16,NA,0.1,20,2
"ABW28E1L1I1","INB0017","ABW28E1L1","ABW28E1","ABW28",90.5,13,0.09,13.17,20,263
"ABW32E1L1I1","INB0017","ABW32E1L1","ABW32E1","ABW32",53.5,13,0.11,12.78,20,256
"ABW34E1L1I1","INB0017","ABW34E1L1","ABW34E1","ABW34",144.7,13,0.35,16.63,20,333
"ABW36E1L1I1","INB0017","ABW36E1L1","ABW36E1","ABW36",73.9,13,0.06,7.32,20,146
"ABW37E1L1I1","INB0017","ABW37E1L1","ABW37E1","ABW37",152.6,13,0,0.7,20,14
"ABW39E1L1I1","INB0017","ABW39E1L1","ABW39E1","ABW39",135.8,13,0.42,12.46,20,249
"ABG64E1L1I1","INB0017","ABG64E1L1","ABG64E1","ABG64",276,16,0,2.42,20,48
"ABG37E1L1I1","INB0017","ABG37E1L1","ABG37E1","ABG37",57.6,13,1.5,8.77,20,175
"ABG28E1L1I1","INB0017","ABG28E1L1","ABG28E1","ABG28",68.4,13,0.45,21.83,20,437
"ABG02E1L1I1","INB0017","ABG02E1L1","ABG02E1","ABG02",92.4,13,0.37,24.99,20,500
"ABG11E1L1I1","INB0017","ABG11E1L1","ABG11E1","ABG11",82.1,13,0.32,20.92,20,418
"AAL73E1L1I1","INB0017","AAL73E1L1","AAL73E1","AAL73",58.6,13,0.09,7.01,20,140
"AAM10E1L1I1","INB0017","AAM10E1L1","AAM10E1","AAM10",165.6,13,0.16,10.17,20,203
"AAM41E1L1I1","INB0017","AAM41E1L1","AAM41E1","AAM41",161.8,13,0.06,16.34,20,327
"AAM59E1L1I1","INB0017","AAM59E1L1","AAM59E1","AAM59",33.8,16,1.23,16.43,20,329
"AAN04E1L1I1","INB0017","AAN04E1L1","AAN04E1","AAN04",197,10,0.05,8.21,20,164
"ADK29E1L1I1","INB0017","ADK29E1L1","ADK29E1","ADK29",81.6,13,0.16,17.14,20,343
"ADK18E1L1I1","INB0017","ADK18E1L1","ADK18E1","ADK18",47,13,0.2,8.82,20,176
"ADK21E1L1I1","INB0017","ADK21E1L1","ADK21E1","ADK21",57.6,16,2.44,22.74,20,455
"ADK03E1L1I1","INB0017","ADK03E1L1","ADK03E1","ADK03",29.8,16,0.81,29.24,20,585
"ADJ98E1L1I1","INB0017","ADJ98E1L1","ADJ98E1","ADJ98",101.8,13,0,104.27,20,2085
"ADM62E1L1I1","INB0017","ADM62E1L1","ADM62E1","ADM62",190.1,13,0.61,149.08,20,2982
"ADM55E1L1I1","INB0017","ADM55E1L1","ADM55E1","ADM55",199.5,10,0.15,27.82,20,556
"ADM46E1L1I1","INB0017","ADM46E1L1","ADM46E1","ADM46",30,16,0.14,32.72,20,654
"ADF33E1L1I1","INB0017","ADF33E1L1","ADF33E1","ADF33",29.3,19,7.9,16.06,20,321
"ADF01E1L1I1","INB0017","ADF01E1L1","ADF01E1","ADF01",67,13,0,21.53,20,431
"ADF10E1L1I1","INB0017","ADF10E1L1","ADF10E1","ADF10",32.2,19,4.52,9.84,20,197
"ADF30E1L1I1","INB0017","ADF30E1L1","ADF30E1","ADF30",4.5,19,5.95,17.1,20,342
"ADF26E1L1I1","INB0017","ADF26E1L1","ADF26E1","ADF26",49,19,0.35,14.39,20,288
"ACZ58E1L1I1","INB0017","ACZ58E1L1","ACZ58E1","ACZ58",54.2,16,0.06,27.01,20,540
"ACZ48E1L1I1","INB0017","ACZ48E1L1","ACZ48E1","ACZ48",38.4,16,0.55,34.17,20,683
"ACZ34E1L1I1","INB0017","ACZ34E1L1","ACZ34E1","ACZ34",50.2,16,0.47,28.17,20,563
"ACZ32E1L1I1","INB0017","ACZ32E1L1","ACZ32E1","ACZ32",29.8,19,2.78,24.99,20,500
"ADA10E1L1I1","INB0017","ADA10E1L1","ADA10E1","ADA10",28.3,19,5.77,12.54,20,251
"ADA31E1L1I1","INB0017","ADA31E1L1","ADA31E1","ADA31",38.4,13,0.33,3.34,20,67
"ACB36E1L1I1","INB0017","ACB36E1L1","ACB36E1","ACB36",33.8,19,1.34,12.03,20,241
"ACB37E1L1I1","INB0017","ACB37E1L1","ACB37E1","ACB37",43.4,16,0.08,7.86,20,157
"AAL47E1L1I1","INB0017","AAL47E1L1","AAL47E1","AAL47",158.4,13,0.19,13.56,20,271
"AAM36E1L1I1","INB0017","AAM36E1L1","AAM36E1","AAM36",193.2,19,23.98,1.23,20,25
"C1_EXB0013E1L1I1","INB0017","C1_EXB0013E1L1","C1_EXB0013E1","C1_EXB0013",0,19,7.31,0.22,20,4
"BATA19E1L1I1","INB0018","BATA19E1L1","BATA19E1","BATA19",159.4,10,0.23,11.68,20,234
"BATA05E1L1I1","INB0018","BATA05E1L1","BATA05E1","BATA05",195,10,0.06,18.05,20,361
"BATC12E1L1I1","INB0018","BATC12E1L1","BATC12E1","BATC12",192.5,10,0.28,14.5,20,290
"BATC07E1L1I1","INB0018","BATC07E1L1","BATC07E1","BATC07",197.6,10,0.41,8.78,20,176
"BATC02E1L1I1","INB0018","BATC02E1L1","BATC02E1","BATC02",193,10,0.25,6.11,20,122
"BATA06E1L1I1","INB0018","BATA06E1L1","BATA06E1","BATA06",196.8,10,0.19,7.25,20,145
"BATC14E1L1I1","INB0018","BATC14E1L1","BATC14E1","BATC14",192,7,0,1.11,20,22
"BATA07E1L1I1","INB0018","BATA07E1L1","BATA07E1","BATA07",192.4,10,0.62,3.92,20,78
"BATA08E1L1I1","INB0018","BATA08E1L1","BATA08E1","BATA08",199.8,10,12.71,11.53,20,231
"BATC17E1L1I1","INB0018","BATC17E1L1","BATC17E1","BATC17",197.3,10,0.24,14.43,20,289
"BATA13E1L1I1","INB0018","BATA13E1L1","BATA13E1","BATA13",181.4,10,0.27,10.56,20,211
"BATB12E1L1I1","INB0018","BATB12E1L1","BATB12E1","BATB12",54.7,10,0.76,4.22,20,84
"BATC04E1L1I1","INB0018","BATC04E1L1","BATC04E1","BATC04",290,10,0.21,9.71,20,194
"BATC18E1L1I1","INB0018","BATC18E1L1","BATC18E1","BATC18",196.2,10,0,7.18,20,144
"BATA18E1L1I1","INB0018","BATA18E1L1","BATA18E1","BATA18",187,10,0.07,2.72,20,54
"BATB17E1L1I1","INB0018","BATB17E1L1","BATB17E1","BATB17",44.4,13,8.69,15.57,20,311
"BATB16E1L1I1","INB0018","BATB16E1L1","BATB16E1","BATB16",43.2,13,0.45,21.74,20,435
"BATB05E1L1I1","INB0018","BATB05E1L1","BATB05E1","BATB05",33.6,13,0.3,12.18,20,244
"BATB13E1L1I1","INB0018","BATB13E1L1","BATB13E1","BATB13",44.4,10,0.74,2.63,20,53
"BATA20E1L1I1","INB0018","BATA20E1L1","BATA20E1","BATA20",196.8,10,0.23,11.52,20,230
"BATC20E1L1I1","INB0018","BATC20E1L1","BATC20E1","BATC20",181,7,0,3.02,20,60
"BATC11E1L1I1","INB0018","BATC11E1L1","BATC11E1","BATC11",195.8,7,0.22,1.5,20,30
"BATA17E1L1I1","INB0018","BATA17E1L1","BATA17E1","BATA17",191.6,7,0.15,6.11,20,122
"BATB11E1L1I1","INB0018","BATB11E1L1","BATB11E1","BATB11",43.7,10,0.23,13.3,20,266
"BATB07E1L1I1","INB0018","BATB07E1L1","BATB07E1","BATB07",16.3,13,0.17,11.41,20,228
"BATC05E1L1I1","INB0018","BATC05E1L1","BATC05E1","BATC05",187.2,7,0.12,6.45,20,129
"BATA01E1L1I1","INB0018","BATA01E1L1","BATA01E1","BATA01",186,7,0.15,4.62,20,92
"BATB04E1L1I1","INB0018","BATB04E1L1","BATB04E1","BATB04",15.4,13,0.11,19.49,20,390
"BATB03E1L1I1","INB0018","BATB03E1L1","BATB03E1","BATB03",17.5,13,0.71,5.22,20,104
"BATB10E1L1I1","INB0018","BATB10E1L1","BATB10E1","BATB10",22.1,10,1.86,7.12,20,142
"C1_EXB0012E1L1I1","INB0018","C1_EXB0012E1L1","C1_EXB0012E1","C1_EXB0012",0,19,0,0.05,20,1
"ABS02E1L1I1","INB0019","ABS02E1L1","ABS02E1","ABS02",199.7,7,0.6,2.32,20,46
"ABS12E1L1I1","INB0019","ABS12E1L1","ABS12E1","ABS12",23.8,10,0.21,2.76,20,55
"ABS20E1L1I1","INB0019","ABS20E1L1","ABS20E1","ABS20",35.3,10,0.57,1.72,20,34
"ABS26E1L1I1","INB0019","ABS26E1L1","ABS26E1","ABS26",81.8,7,0.28,0.79,20,16
"ABS28E1L1I1","INB0019","ABS28E1L1","ABS28E1","ABS28",83.8,7,0,1.91,20,38
"ABS32E1L1I1","INB0019","ABS32E1L1","ABS32E1","ABS32",37.2,10,0.52,1.28,20,26
"ABS40E1L1I1","INB0019","ABS40E1L1","ABS40E1","ABS40",14.1,10,0.3,0.79,20,16
"ABS42E1L1I1","INB0019","ABS42E1L1","ABS42E1","ABS42",41.8,7,0,0.87,20,17
"ABS92E1L1I1","INB0019","ABS92E1L1","ABS92E1","ABS92",22.1,7,0.55,0.25,20,5
"ABS94E1L1I1","INB0019","ABS94E1L1","ABS94E1","ABS94",31.4,7,2.69,1.14,20,23
"ABS96E1L1I1","INB0019","ABS96E1L1","ABS96E1","ABS96",57.6,7,0,0.75,20,15
"ACO90E1L1I1","INB0019","ACO90E1L1","ACO90E1","ACO90",60.2,7,0.53,5.66,20,113
"ACO91E1L1I1","INB0019","ACO91E1L1","ACO91E1","ACO91",19.4,10,0.12,0.46,20,9
"ACP12E1L1I1","INB0019","ACP12E1L1","ACP12E1","ACP12",8.2,10,0.07,0.24,20,5
"ACP13E1L1I1","INB0019","ACP13E1L1","ACP13E1","ACP13",13.3,10,0.01,0.19,20,4
"ACX32E1L1I1","INB0019","ACX32E1L1","ACX32E1","ACX32",90,7,0.44,4.34,20,87
"ACX40E1L1I1","INB0019","ACX40E1L1","ACX40E1","ACX40",4.9,16,0,0,20,0
"ACX42E1L1I1","INB0019","ACX42E1L1","ACX42E1","ACX42",11.1,10,0.22,0.64,20,13
"ADA63E1L1I1","INB0019","ADA63E1L1","ADA63E1","ADA63",58.1,7,3.96,1.21,20,24
"ADA65E1L1I1","INB0019","ADA65E1L1","ADA65E1","ADA65",6,10,0.35,0.32,20,6
"ADA67E1L1I1","INB0019","ADA67E1L1","ADA67E1","ADA67",22.4,7,0.17,0.63,20,13
"ADA68E1L1I1","INB0019","ADA68E1L1","ADA68E1","ADA68",24.2,7,0,0,20,0
"ADA70E1L1I1","INB0019","ADA70E1L1","ADA70E1","ADA70",35.5,7,0,0.04,20,1
"ADA72E1L1I1","INB0019","ADA72E1L1","ADA72E1","ADA72",25.2,7,0.27,1,20,20
"ADV25E1L1I1","INB0019","ADV25E1L1","ADV25E1","ADV25",44.4,10,0.08,1.13,20,23
"ADV55E1L1I1","INB0019","ADV55E1L1","ADV55E1","ADV55",2.1,13,1.82,0.68,20,14
"ADV57E1L1I1","INB0019","ADV57E1L1","ADV57E1","ADV57",0,16,5.53,1.06,20,21
"C1_EXB0014E1L1I1","INB0019","C1_EXB0014E1L1","C1_EXB0014E1","C1_EXB0014",0,19,23.51,0.63,20,13
"ABG38E1L2I1","INB0019","ABG38E1L2","ABG38E1","ABG38",42,10,0.31,1.13,20,23
"ABG57E1L2I1","INB0019","ABG57E1L2","ABG57E1","ABG57",199.2,10,0.26,0.5,20,10
"AAM53E1L2I1","INB0019","AAM53E1L2","AAM53E1","AAM53",74.4,10,0.41,1.44,20,29
"ADK31E1L2I1","INB0019","ADK31E1L2","ADK31E1","ADK31",32.9,10,0,0.13,20,3
"ADK23E1L2I1","INB0019","ADK23E1L2","ADK23E1","ADK23",193,7,0,0.1,20,2
"ADK10E1L2I1","INB0019","ADK10E1L2","ADK10E1","ADK10",42.2,10,0.53,2.2,20,44
"ADJ92E1L2I1","INB0019","ADJ92E1L2","ADJ92E1","ADJ92",192.4,7,0,0.02,20,0
"ACZ33E1L2I1","INB0019","ACZ33E1L2","ACZ33E1","ACZ33",77.5,7,0,0.02,20,0
"ABH60E1L1I1","INB0020","ABH60E1L1","ABH60E1","ABH60",184.8,7,0.11,1.18,32,38
"ABT11E1L1I1","INB0020","ABT11E1L1","ABT11E1","ABT11",170.4,7,0.17,1.01,32,32
"ABL88E1L1I1","INB0020","ABL88E1L1","ABL88E1","ABL88",75.1,10,0.23,4.3,32,138
"ABU54E1L1I1","INB0020","ABU54E1L1","ABU54E1","ABU54",200,10,0.64,4.71,32,151
"ABT15E1L1I1","INB0020","ABT15E1L1","ABT15E1","ABT15",200,10,0.59,3.25,32,104
"ABL68E1L1I1","INB0020","ABL68E1L1","ABL68E1","ABL68",33.6,13,0.21,0.05,32,2
"ABT87E1L1I1","INB0020","ABT87E1L1","ABT87E1","ABT87",42.7,13,1.05,3.25,32,104
"ABH58E1L1I1","INB0020","ABH58E1L1","ABH58E1","ABH58",83.3,13,1.34,2.05,32,66
"ABM07E1L1I1","INB0020","ABM07E1L1","ABM07E1","ABM07",102.7,13,0.29,4.32,32,138
"ABH62E1L1I1","INB0020","ABH62E1L1","ABH62E1","ABH62",128.6,13,0.43,7.12,32,228
"ABT03E1L1I1","INB0020","ABT03E1L1","ABT03E1","ABT03",9.7,13,2.02,18.22,32,583
"ABH56E1L1I1","INB0020","ABH56E1L1","ABH56E1","ABH56",200,13,1.25,5.05,32,162
"ACP14E1L1I1","INB0020","ACP14E1L1","ACP14E1","ACP14",1.8,16,1.03,12.59,32,403
"ACH41E1L1I1","INB0020","ACH41E1L1","ACH41E1","ACH41",3.6,16,2.4,3.77,32,121
"ABU40E1L1I1","INB0020","ABU40E1L1","ABU40E1","ABU40",158.4,16,1.32,16.54,32,529
"ABC65E1L1I1","INB0020","ABC65E1L1","ABC65E1","ABC65",7.9,16,2.76,0.98,32,31
"ABT33E1L1I1","INB0020","ABT33E1L1","ABT33E1","ABT33",1.4,16,5.42,1.75,32,56
"ABT86E1L1I1","INB0020","ABT86E1L1","ABT86E1","ABT86",17.5,16,2.97,5.56,32,178
"ABU61E1L1I1","INB0020","ABU61E1L1","ABU61E1","ABU61",0,19,19.29,0.32,32,10
"ABU62E1L1I1","INB0020","ABU62E1L1","ABU62E1","ABU62",0,19,21.11,0.67,32,21
"ABU38E1L1I1","INB0020","ABU38E1L1","ABU38E1","ABU38",0,19,19.08,0.68,32,22
"ABC67E1L1I1","INB0020","ABC67E1L1","ABC67E1","ABC67",0,19,11.42,0.88,32,28
"ADU90E1L1I1","INB0020","ADU90E1L1","ADU90E1","ADU90",1.5,19,9.96,3.03,32,97
"ACP10E1L1I1","INB0020","ACP10E1L1","ACP10E1","ACP10",4.2,19,6.67,5.78,32,185
