mapping_percentage	sequence_id	mapping_id
64.13691	EHI00343	DM00551
NA	NA	DM00311
71.45612	EHI00119	DM00766
78.06894	EHI00473	DM02788
66.20325	EHI00561	DM03610
87.45814	EHI01486	DM03219
NA	NA	DM00281
2.07169	EHI01198	DM03501
79.08843	EHI00399	DM01986
73.92123	EHI01472	DM01900
88.32023	EHI01478	DM02029
45.61313	EHI00126	DM00813
NA	NA	DM00429
80.26727	EHI02592	DM03791
4.56471	EHI02115	DM03692
6.33119	EHI01104	DM00921
58.36096	EHI01174	DM00740
NA	NA	DM00363
80.10989	EHI01047	DM02502
11.36032	EHI00612	DM00499
6.93469	EHI01125	DM00907
74.93579	EHI01066	DM02499
1.16248	EHI00591	DM01580
84.49775	EHI01525	DM01923
12.83863	EHI00043	DM01026
53.77685	EHI01492	DM03200
70.0989	EHI00122	DM00785
75.61935	EHI02007	DM03171
17.16	EHI00011	DM00158
61.52337	EHI02058	DM03035
85.26236	EHI01470	DM02001
77.01027	EHI00381	DM01037
81.90071	EHI02014	DM03245
70.12069	EHI00723	DM02149
81.80776	EHI01477	DM01964
62.68578	EHI01259	DM01495
28.81663	EHI00624	DM01521
0.00223	EHI00285	DM02442
52.72235	EHI02497	DM03376
80.05723	EHI02390	DM03453
69.06896	EHI00699	DM01695
78.93332	EHI00545	DM01097
81.06531	EHI01517	DM01908
92.44631	EHI01498	DM02008
81.11355	EHI00374	DM00464
57.20715	EHI00845	DM02561
62.45465	EHI00683	DM00601
65.86328	EHI00622	DM01592
72.1227	EHI01975	DM02964
0.6766	EHI01220	DM02281
NA	NA	DM00424
85.951	EHI00410	DM03346
85.15913	EHI01291	DM01308
77.77441	EHI00176	DM02743
2.83612	EHI01112	DM01190
3.03589	EHI01624	DM03704
78.81286	EHI00399	DM01269
78.91264	EHI01055	DM01372
20.96712	EHI02627	DM03736
69.78058	EHI00837	DM02572
0.02869	EHI00079	DM00110
54.43118	EHI02127	DM03076
67.80983	EHI00554	DM01282
85.07257	EHI00391	DM03324
1.08016	EHI01401	DM03659
61.92985	EHI02065	DM03020
0.14407	EHI00621	DM01530
48.83754	EHI00838	DM02568
NA	NA	DM00381
37.27867	EHI00032	DM00152
32.03439	EHI01007	DM01603
73.0435	EHI01613	DM01822
0.59862	EHI01138	DM01121
0.02869	EHI00079	DM00108
79.24871	EHI02639	DM03772
92.68342	EHI01286	DM01396
13.6786	EHI02572	DM03732
4.7269	EHI01107	DM01139
71.8957	EHI01364	DM03634
31.84475	EHI00350	DM00583
72.72496	EHI01518	DM01870
53.94313	EHI01184	DM00887
80.27046	EHI00224	DM02192
NA	NA	DM00345
54.04119	EHI01179	DM00713
81.50589	EHI00381	DM02090
80.77222	EHI02633	DM03770
0	EHI00068	DM02260
37.01085	EHI02095	DM03107
2.0418	EHI01371	DM02114
76.29903	EHI00852	DM02480
10.64469	EHI02449	DM03403
78.30802	EHI00129	DM02763
65.76821	EHI00871	DM01210
70.86567	EHI02370	DM03462
79.71115	EHI01510	DM03255
79.55161	EHI00235	DM02494
0.31947	EHI01340	DM02595
58.98194	EHI00856	DM02701
80.27046	EHI00224	DM02166
70.66573	EHI02615	DM03801
75.78529	EHI00527	DM02745
0.14584	EHI00793	DM02420
2.40223	EHI02554	DM03574
70.21715	EHI01437	DM01831
59.97794	EHI01404	DM01733
4.0255	EHI01121	DM02943
1.30252	EHI01121	DM01182
21.99307	EHI01379	DM01726
46.98078	EHI02096	DM03313
70.21488	EHI00420	DM02042
46.06741	EHI00489	DM00533
3.32751	EHI01095	DM02865
23.46972	EHI00322	DM02418
56.5312	EHI01053	DM02409
11.00257	EHI00176	DM02853
70.48039	EHI01530	DM01887
0.16016	EHI00425	DM01550
0.03948	EHI00077	DM00093
81.43401	EHI00231	DM03241
51.88287	EHI01022	DM02175
6.01197	EHI01186	DM01185
79.55161	EHI00235	DM02578
56.90316	EHI00846	DM02485
77.31376	EHI00408	DM01234
62.49992	EHI00230	DM02534
83.73876	EHI02021	DM03199
4.70561	EHI01188	DM01151
81.14259	EHI00404	DM01953
32.07031	EHI01205	DM03488
NA	NA	DM00392
76.29903	EHI00852	DM02679
54.75376	EHI02641	DM03742
63.133540000000004	EHI02638	DM03767
74.59061	EHI01254	DM02592
56.73908	EHI00831	DM02481
36.9434	EHI01021	DM01577
62.84755	EHI02093	DM03091
79.30635	EHI01082	DM01348
32.00038	EHI01611	DM01802
83.63364	EHI00417	DM02097
65.57723	EHI00134	DM02757
56.1247	EHI02110	DM03138
1.16757	EHI01136	DM01169
52.69792	EHI00539	DM01041
18.65447	EHI01159	DM03478
77.84666	EHI01742	DM03342
92.09686	EHI00412	DM01287
35.46642	EHI00336	DM00560
78.42204	EHI01496	DM03298
15.31035	EHI00492	DM00461
39.61617	EHI01564	DM01800
88.32023	EHI01478	DM03187
83.41184	EHI00405	DM01868
45.96976	EHI00532	DM02173
32.26685	EHI00832	DM02471
80.24275	EHI00536	DM00671
49.69915	EHI01172	DM00743
2.27545	EHI01148	DM02282
73.30013	EHI00073	DM02810
84.50772	EHI01475	DM02048
75.27155	EHI01971	DM02979
76.61816	EHI00986	DM01060
62.49992	EHI00230	DM02661
73.94348	EHI01969	DM02975
75.20757	EHI01623	DM01815
NA	NA	DM00298
13.3247	EHI00256	DM02434
84.07597	EHI01507	DM01965
