"","extraction_id","extraction_batch","extraction_concentration","extraction_volume","extraction_total","sample_id"
"1487","ADU74E1","EXB0047",35.1,45,1580,"ADU74"
"1488","C1_EXB0047E1","EXB0047",0,45,0,"C1_EXB0047"
"1489","AA05E1","EXB0048",2.23,45,100,"AA05"
"1490","AA16E1","EXB0048",7.9,45,356,"AA16"
"1491","AA75E1","EXB0048",0.09,45,4,"AA75"
"1492","AA84E1","EXB0048",0.3,45,14,"AA84"
"1493","AA87E1","EXB0048",9.64,45,434,"AA87"
"1494","AA90E1","EXB0048",6.32,45,284,"AA90"
"1495","AA91E1","EXB0048",5.53,45,249,"AA91"
"1496","AAL46E1","EXB0048",0.34,45,15,"AAL46"
"1497","AAL55E1","EXB0048",0.49,45,22,"AAL55"
"1498","AAM01E1","EXB0048",1.4,45,63,"AAM01"
"1499","AAM32E1","EXB0048",0.77,45,35,"AAM32"
"1500","AAM45E1","EXB0048",0.93,45,42,"AAM45"
"1501","AAM50E1","EXB0048",0.57,45,26,"AAM50"
"1502","AAN05E1","EXB0048",2.87,45,129,"AAN05"
"1503","AB01E1","EXB0048",1.18,45,53,"AB01"
"1504","AB07E1","EXB0048",4.36,45,196,"AB07"
"1505","AB10E1","EXB0048",7.99,45,360,"AB10"
"1506","AB12E1","EXB0048",1.07,45,48,"AB12"
"1507","ABF92E1","EXB0048",2.3,45,103,"ABF92"
"1508","ABG01E1","EXB0048",0.4,45,18,"ABG01"
"1509","ABG19E1","EXB0048",3.41,45,153,"ABG19"
"1510","ABG29E1","EXB0048",1.92,45,86,"ABG29"
"1511","ABG46E1","EXB0048",0.25,45,11,"ABG46"
"1512","ABG47E1","EXB0048",0.99,45,44,"ABG47"
"1513","ABG66E1","EXB0048",9.26,45,417,"ABG66"
"1514","ABN46E1","EXB0048",0.84,45,38,"ABN46"
"1515","ABN91E1","EXB0048",9.08,45,409,"ABN91"
"1516","ABO02E1","EXB0048",16.8,45,756,"ABO02"
"1517","ABO04E1","EXB0048",4.15,45,187,"ABO04"
"1518","ABO06E1","EXB0048",8.19,45,369,"ABO06"
"1519","ABO35E1","EXB0048",8.56,45,385,"ABO35"
"1520","ABO44E1","EXB0048",6.48,45,292,"ABO44"
"1521","ABO53E1","EXB0048",23.7,45,1067,"ABO53"
"1522","ABP10E1","EXB0048",25.5,45,1148,"ABP10"
"1523","ABP28E1","EXB0048",8.38,45,377,"ABP28"
"1524","ABP46E1","EXB0048",3.22,45,145,"ABP46"
"1525","ABP93E1","EXB0048",4.71,45,212,"ABP93"
"1526","ABQ03E1","EXB0048",4.08,45,184,"ABQ03"
"1527","ABQ13E1","EXB0048",1.48,45,67,"ABQ13"
"1528","ABQ22E1","EXB0048",4.71,45,212,"ABQ22"
"1529","ABQ25E1","EXB0048",9.73,45,438,"ABQ25"
"1530","ABQ29E1","EXB0048",3.45,45,155,"ABQ29"
"1531","ABS91E1","EXB0048",0.82,45,37,"ABS91"
"1532","ABS93E1","EXB0048",0.38,45,17,"ABS93"
"1533","ABS95E1","EXB0048",1.07,45,48,"ABS95"
"1534","C1_EXB0048E1","EXB0048",0,45,0,"C1_EXB0048"
"1535","AAQ42E1","EXB0049",5.59,45,252,"AAQ42"
"1536","AAQ43E1","EXB0049",6.38,45,287,"AAQ43"
"1537","AAQ45E1","EXB0049",7.08,45,319,"AAQ45"
"1538","AAQ47E1","EXB0049",4.2,45,189,"AAQ47"
"1539","AAQ51E1","EXB0049",4.9,45,221,"AAQ51"
"1540","ABS01E1","EXB0049",7.47,45,336,"ABS01"
"1541","ABS25E1","EXB0049",12.5,45,563,"ABS25"
"1542","ABS27E1","EXB0049",15.4,45,693,"ABS27"
"1543","ABS31E1","EXB0049",4.42,45,199,"ABS31"
"1544","ABS41E1","EXB0049",13,45,585,"ABS41"
"1545","ABZ42E1","EXB0049",75.5,45,3398,"ABZ42"
"1546","ABZ51E1","EXB0049",44.3,45,1993,"ABZ51"
"1547","ADD86E1","EXB0049",39.3,45,1768,"ADD86"
"1548","ADD89E1","EXB0049",22.9,45,1031,"ADD89"
"1549","ADE09E1","EXB0049",24.3,45,1094,"ADE09"
"1550","ADW16E1","EXB0049",62.3,45,2804,"ADW16"
"1551","C1_EXB0049E1","EXB0049",0,45,0,"C1_EXB0049"
"1552","AAQ46E1","EXB0050",0.33,45,15,"AAQ46"
"1553","AAQ48E1","EXB0050",0.13,45,6,"AAQ48"
"1554","AAQ52E1","EXB0050",0.16,45,7,"AAQ52"
"1555","ABP75E1","EXB0050",1.33,45,60,"ABP75"
"1556","ABQ10E1","EXB0050",2.61,45,117,"ABQ10"
"1557","ABQ28E1","EXB0050",7.41,45,333,"ABQ28"
"1558","ABQ53E1","EXB0050",1.24,45,56,"ABQ53"
"1559","ABQ58E1","EXB0050",0.36,45,16,"ABQ58"
"1560","ABQ67E1","EXB0050",11.4,45,513,"ABQ67"
"1561","ABQ79E1","EXB0050",0.24,45,11,"ABQ79"
"1562","ABQ86E1","EXB0050",2.36,45,106,"ABQ86"
"1563","ABS04E1","EXB0050",1.76,45,79,"ABS04"
"1564","ABS06E1","EXB0050",1.25,45,56,"ABS06"
"1565","ABS08E1","EXB0050",1.56,45,70,"ABS08"
"1566","ABS10E1","EXB0050",2.26,45,102,"ABS10"
"1567","ABW31E1","EXB0050",6.11,45,275,"ABW31"
"1568","ABZ27E1","EXB0050",18.6,45,837,"ABZ27"
"1569","ABZ30E1","EXB0050",22,45,990,"ABZ30"
"1570","ABZ41E1","EXB0050",6.16,45,277,"ABZ41"
"1571","ABZ49E1","EXB0050",17.6,45,792,"ABZ49"
"1572","ACB33E1","EXB0050",4.08,45,184,"ACB33"
"1573","ACB34E1","EXB0050",0.43,45,20,"ACB34"
"1574","ACB35E1","EXB0050",0.66,45,30,"ACB35"
"1575","ACB47E1","EXB0050",2.47,45,111,"ACB47"
"1576","ACC85E1","EXB0050",0,45,0,"ACC85"
"1577","ACC96E1","EXB0050",0.06,45,3,"ACC96"
"1578","ACD01E1","EXB0050",0,45,0,"ACD01"
"1579","ACD09E1","EXB0050",0,45,0,"ACD09"
"1580","ACD14E1","EXB0050",0,45,0,"ACD14"
"1581","ACD22E1","EXB0050",0,45,0,"ACD22"
"1582","ACD69E1","EXB0050",0,45,0,"ACD69"
"1583","ACD71E1","EXB0050",0,45,0,"ACD71"
"1584","ACD82E1","EXB0050",0.07,45,3,"ACD82"
"1585","ACD96E1","EXB0050",0,45,0,"ACD96"
"1586","ACE19E1","EXB0050",0,45,0,"ACE19"
"1587","ACE25E1","EXB0050",0,45,0,"ACE25"
"1588","ACE36E1","EXB0050",0.08,45,3,"ACE36"
"1589","ACE39E1","EXB0050",0,45,0,"ACE39"
"1590","ACZ93E1","EXB0050",1.93,45,87,"ACZ93"
"1591","ACZ95E1","EXB0050",0.96,45,43,"ACZ95"
"1592","ACZ97E1","EXB0050",1.36,45,61,"ACZ97"
"1593","ACZ99E1","EXB0050",2.35,45,106,"ACZ99"
"1594","ADA12E1","EXB0050",2.86,45,129,"ADA12"
"1595","ADA14E1","EXB0050",1.78,45,80,"ADA14"
"1596","ADA16E1","EXB0050",1.95,45,88,"ADA16"
"1597","ADA18E1","EXB0050",0.91,45,41,"ADA18"
"1598","C1_EXB0050E1","EXB0050",0,45,0,"C1_EXB0050"
"1599","ACR75E1","EXB0051",44.5,45,2003,"ACR75"
"1600","ACR94E1","EXB0051",8.39,45,378,"ACR94"
"1601","ACR98E1","EXB0051",29.1,45,1310,"ACR98"
"1602","ACS06E1","EXB0051",19.5,45,878,"ACS06"
"1603","ACS08E1","EXB0051",22.9,45,1031,"ACS08"
"1604","ACS09E1","EXB0051",4.51,45,203,"ACS09"
"1605","ACS15E1","EXB0051",9.52,45,428,"ACS15"
"1606","ACS16E1","EXB0051",37.2,45,1674,"ACS16"
"1607","ACS22E1","EXB0051",12.2,45,549,"ACS22"
"1608","ACS24E1","EXB0051",11.5,45,518,"ACS24"
"1609","ACS26E1","EXB0051",17.5,45,788,"ACS26"
"1610","ACS33E1","EXB0051",18.9,45,850,"ACS33"
"1611","ACS42E1","EXB0051",20.6,45,927,"ACS42"
"1612","ACS52E1","EXB0051",44.3,45,1993,"ACS52"
"1613","AEA43E1","EXB0051",6.01,45,270,"AEA43"
"1614","AEA48E1","EXB0051",25.1,45,1130,"AEA48"
"1615","AEA58E1","EXB0051",23.2,45,1044,"AEA58"
"1616","AEA63E1","EXB0051",1.48,45,67,"AEA63"
"1617","AEA73E1","EXB0051",1.86,45,84,"AEA73"
"1618","AEA75E1","EXB0051",7.59,45,342,"AEA75"
"1619","AEA82E1","EXB0051",1.27,45,57,"AEA82"
"1620","AEA85E1","EXB0051",2.12,45,95,"AEA85"
"1621","AEA94E1","EXB0051",8.5,45,383,"AEA94"
"1622","AEB01E1","EXB0051",0.83,45,37,"AEB01"
"1623","AEB12E1","EXB0051",1.39,45,63,"AEB12"
"1624","AEB37E1","EXB0051",19.5,45,878,"AEB37"
"1625","AEC25E1","EXB0051",2.48,45,112,"AEC25"
"1626","AEC29E1","EXB0051",11.5,45,518,"AEC29"
"1627","AEC30E1","EXB0051",0.5,45,23,"AEC30"
"1628","AEC35E1","EXB0051",4.6,45,207,"AEC35"
"1629","AEC37E1","EXB0051",4.79,45,216,"AEC37"
"1630","AEC56E1","EXB0051",1.63,45,73,"AEC56"
"1631","AEC57E1","EXB0051",6.32,45,284,"AEC57"
"1632","AED03E1","EXB0051",2.55,45,115,"AED03"
"1633","AED12E1","EXB0051",0.18,45,8,"AED12"
"1634","AED21E1","EXB0051",4.49,45,202,"AED21"
"1635","AED56E1","EXB0051",31.7,45,1427,"AED56"
"1636","AED57E1","EXB0051",7.25,45,326,"AED57"
"1637","AED65E1","EXB0051",10.4,45,468,"AED65"
"1638","AED66E1","EXB0051",11.8,45,531,"AED66"
"1639","AHQ46E1","EXB0051",10.8,45,486,"AHQ46"
"1640","AHQ47E1","EXB0051",8.36,45,376,"AHQ47"
"1641","AHQ48E1","EXB0051",7.54,45,339,"AHQ48"
"1642","AHQ49E1","EXB0051",8.56,45,385,"AHQ49"
"1643","AHQ50E1","EXB0051",22.9,45,1031,"AHQ50"
"1644","AHQ52E1","EXB0051",5.31,45,239,"AHQ52"
"1645","AHQ53E1","EXB0051",11.6,45,522,"AHQ53"
"1646","AHQ54E1","EXB0051",2.75,45,124,"AHQ54"
"1647","AHQ55E1","EXB0051",21.6,45,972,"AHQ55"
"1648","AHQ56E1","EXB0051",12.4,45,558,"AHQ56"
"1649","C1_EXB0051E1","EXB0051",0.01,45,0,"C1_EXB0051"
"1650","AHI25E1","EXB0052",0,45,0,"AHI25"
"1651","AHI26E1","EXB0052",0,45,0,"AHI26"
"1652","AHI34E1","EXB0052",0,45,0,"AHI34"
"1653","AHI35E1","EXB0052",0,45,0,"AHI35"
"1654","AHI42E1","EXB0052",0,45,0,"AHI42"
"1655","AHI43E1","EXB0052",0,45,0,"AHI43"
"1656","AHI44E1","EXB0052",0,45,0,"AHI44"
"1657","AHI51E1","EXB0052",0,45,0,"AHI51"
"1658","AHI52E1","EXB0052",0,45,0,"AHI52"
"1659","AHI53E1","EXB0052",0.06,45,2,"AHI53"
"1660","AHI60E1","EXB0052",0,45,0,"AHI60"
"1661","AHI61E1","EXB0052",0,45,0,"AHI61"
"1662","AHI62E1","EXB0052",0.08,45,3,"AHI62"
"1663","AHI69E1","EXB0052",0,45,0,"AHI69"
"1664","AHI70E1","EXB0052",4.03,45,181,"AHI70"
"1665","AHI71E1","EXB0052",0,45,0,"AHI71"
"1666","AHI78E1","EXB0052",0,45,0,"AHI78"
"1667","AHI79E1","EXB0052",7.25,45,326,"AHI79"
"1668","AHI80E1","EXB0052",0,45,0,"AHI80"
"1669","AHI87E1","EXB0052",0,45,0,"AHI87"
"1670","AHI88E1","EXB0052",0,45,0,"AHI88"
"1671","AHI89E1","EXB0052",0,45,0,"AHI89"
"1672","AHI96E1","EXB0052",0,45,0,"AHI96"
"1673","AHI97E1","EXB0052",0,45,0,"AHI97"
"1674","AHI98E1","EXB0052",0.09,45,4,"AHI98"
"1675","C1_EXB0052E1","EXB0052",0,45,0,"C1_EXB0052"
"1676","AAN46E1","EXB0053",26.2,45,1179,"AAN46"
"1677","AAN71E1","EXB0053",12.2,45,549,"AAN71"
"1678","ACJ79E1","EXB0053",0.99,45,45,"ACJ79"
"1679","ACJ82E1","EXB0053",0.37,45,17,"ACJ82"
"1680","ACJ91E1","EXB0053",6.74,45,303,"ACJ91"
"1681","ACJ97E1","EXB0053",0.72,45,33,"ACJ97"
"1682","ACK69E1","EXB0053",1.4,45,63,"ACK69"
"1683","ACK71E1","EXB0053",0.14,45,6,"ACK71"
"1684","ACK74E1","EXB0053",1.33,45,60,"ACK74"
"1685","ACK78E1","EXB0053",2.47,45,111,"ACK78"
"1686","ACK80E1","EXB0053",0.43,45,20,"ACK80"
"1687","ACK82E1","EXB0053",2.04,45,92,"ACK82"
"1688","ACK84E1","EXB0053",1.95,45,88,"ACK84"
"1689","ACK86E1","EXB0053",0.98,45,44,"ACK86"
"1690","ACK88E1","EXB0053",0.14,45,6,"ACK88"
"1691","ACK90E1","EXB0053",0.64,45,29,"ACK90"
"1692","ADD79E1","EXB0053",1.08,45,49,"ADD79"
"1693","AFN05E1","EXB0053",0.28,45,13,"AFN05"
"1694","AFN17E1","EXB0053",0.21,45,9,"AFN17"
"1695","AFN19E1","EXB0053",0.87,45,39,"AFN19"
"1696","AFN30E1","EXB0053",0.67,45,30,"AFN30"
"1697","AFN39E1","EXB0053",0.25,45,11,"AFN39"
"1698","AFT42E1","EXB0053",0.13,45,6,"AFT42"
"1699","AFT46E1","EXB0053",0.64,45,29,"AFT46"
"1700","AFT49E1","EXB0053",0.46,45,21,"AFT49"
"1701","AFT55E1","EXB0053",1.06,45,48,"AFT55"
"1702","AFT57E1","EXB0053",0.66,45,30,"AFT57"
"1703","AGJ21E1","EXB0053",2.55,45,115,"AGJ21"
"1704","AGJ27E1","EXB0053",0.59,45,27,"AGJ27"
"1705","AGJ38E1","EXB0053",1.35,45,61,"AGJ38"
"1706","AGJ41E1","EXB0053",1.41,45,63,"AGJ41"
"1707","C1_EXB0053E1","EXB0053",0.05,45,2,"C1_EXB0053"
"1708","AIF75E1","EXB0054",0.07,45,3,"AIF75"
"1709","AIF77E1","EXB0054",3.51,45,158,"AIF77"
"1710","AIF79E1","EXB0054",10.9,45,491,"AIF79"
"1711","AIF81E1","EXB0054",4.93,45,222,"AIF81"
"1712","AIF86E1","EXB0054",0.29,45,13,"AIF86"
"1713","AIF88E1","EXB0054",16,45,720,"AIF88"
"1714","AIF90E1","EXB0054",4.94,45,222,"AIF90"
"1715","AIF92E1","EXB0054",7.58,45,341,"AIF92"
"1716","AIF97E1","EXB0054",3.19,45,144,"AIF97"
"1717","AIF99E1","EXB0054",3.66,45,165,"AIF99"
"1718","AIG02E1","EXB0054",6.28,45,283,"AIG02"
"1719","AIG04E1","EXB0054",12.9,45,581,"AIG04"
"1720","AIG75E1","EXB0054",6.3,45,284,"AIG75"
"1721","AIG77E1","EXB0054",7.6,45,342,"AIG77"
"1722","AIG79E1","EXB0054",6.01,45,270,"AIG79"
"1723","AIG81E1","EXB0054",17,45,765,"AIG81"
"1724","C1_EXB0054E1","EXB0054",0,45,0,"C1_EXB0054"
"1725","AIF99E2","EXB0055",74,45,3330,"AIF99"
"1726","AIF75E2","EXB0055",5.26,45,237,"AIF75"
"1727","AIF81E2","EXB0055",32.3,45,1453,"AIF81"
"1728","C1_EXB0055E1","EXB0055",0,45,0,"C1_EXB0055"
"1729","AIF90E2","EXB0055",97,45,4365,"AIF90"
"1730","AIF86E2","EXB0055",6.92,45,311,"AIF86"
"1731","AIG02E2","EXB0055",73,45,3285,"AIG02"
"1732","AIG04E2","EXB0055",18.9,45,850,"AIG04"
"1733","AIF88E2","EXB0055",81,45,3645,"AIF88"
"1734","AIG79E2","EXB0055",100,45,4500,"AIG79"
"1735","AIF79E2","EXB0055",88,45,3960,"AIF79"
"1736","AIF77E2","EXB0055",92,45,4140,"AIF77"
"1737","AIG77E2","EXB0055",74,45,3330,"AIG77"
"1738","AIG81E2","EXB0055",51,45,2295,"AIG81"
"1739","AIF92E2","EXB0055",0,45,0,"AIF92"
"1740","AIF97E2","EXB0055",27.8,45,1251,"AIF97"
"1741","AIG75E2","EXB0055",33.4,45,1503,"AIG75"
"1742","AIF53E1","EXB0056",8.97,45,404,"AIF53"
"1743","AIF55E1","EXB0056",17,45,765,"AIF55"
"1744","AIF57E1","EXB0056",13,45,585,"AIF57"
"1745","AIF59E1","EXB0056",5.61,45,252,"AIF59"
"1746","AIF64E1","EXB0056",0.76,45,34,"AIF64"
"1747","AIF66E1","EXB0056",12.8,45,576,"AIF66"
"1748","AIF68E1","EXB0056",12.8,45,576,"AIF68"
"1749","AIF70E1","EXB0056",2.61,45,117,"AIF70"
"1750","AIG09E1","EXB0056",5.87,45,264,"AIG09"
"1751","AIG11E1","EXB0056",13.9,45,626,"AIG11"
"1752","AIG13E1","EXB0056",11.2,45,504,"AIG13"
"1753","AIG15E1","EXB0056",15.8,45,711,"AIG15"
"1754","AIH20E1","EXB0056",0.56,45,25,"AIH20"
"1755","AIH22E1","EXB0056",13.2,45,594,"AIH22"
"1756","AIH24E1","EXB0056",7.09,45,319,"AIH24"
"1757","AIH26E1","EXB0056",15.1,45,680,"AIH26"
"1758","AIH42E1","EXB0056",0.8,45,36,"AIH42"
"1759","AIH44E1","EXB0056",8.44,45,380,"AIH44"
"1760","AIH46E1","EXB0056",11.7,45,527,"AIH46"
"1761","AIH48E1","EXB0056",11.2,45,504,"AIH48"
"1762","AIH53E1","EXB0056",1.44,45,65,"AIH53"
"1763","AIH55E1","EXB0056",9.92,45,446,"AIH55"
"1764","AIH57E1","EXB0056",4.79,45,216,"AIH57"
"1765","AIH59E1","EXB0056",17.5,45,788,"AIH59"
"1766","AIH64E1","EXB0056",2.05,45,92,"AIH64"
"1767","AIH66E1","EXB0056",8.16,45,367,"AIH66"
"1768","AIH68E1","EXB0056",9.05,45,407,"AIH68"
"1769","AIH70E1","EXB0056",10.6,45,477,"AIH70"
"1770","AIH75E1","EXB0056",2.42,45,109,"AIH75"
"1771","AIH77E1","EXB0056",11.4,45,513,"AIH77"
"1772","AIH79E1","EXB0056",15.8,45,711,"AIH79"
"1773","AIH81E1","EXB0056",19.2,45,864,"AIH81"
"1774","AIH97E1","EXB0056",0.57,45,26,"AIH97"
"1775","AIH99E1","EXB0056",13.8,45,621,"AIH99"
"1776","AII02E1","EXB0056",6.43,45,289,"AII02"
"1777","AII04E1","EXB0056",9.59,45,432,"AII04"
"1778","AII97E1","EXB0056",15.6,45,702,"AII97"
"1779","AII99E1","EXB0056",14.2,45,639,"AII99"
"1780","AIJ02E1","EXB0056",7.1,45,320,"AIJ02"
"1781","AIJ04E1","EXB0056",23.4,45,1053,"AIJ04"
"1782","C1_EXB0056E1","EXB0056",0,45,0,"C1_EXB0056"
"1783","AIH46E2","EXB0057",71.5,45,3218,"AIH46"
"1784","AIF70E2","EXB0057",0.69,45,31,"AIF70"
"1785","AIF64E2","EXB0057",7.99,45,360,"AIF64"
"1786","AIG11E2","EXB0057",55,45,2475,"AIG11"
"1787","AIH64E2","EXB0057",0.58,45,26,"AIH64"
"1788","AIF57E2","EXB0057",62.6,45,2817,"AIF57"
"1789","AIF68E2","EXB0057",66.8,45,3006,"AIF68"
"1790","AIH75E2","EXB0057",17.7,45,797,"AIH75"
"1791","AII99E2","EXB0057",48.1,45,2165,"AII99"
"1792","AIH99E2","EXB0057",53,45,2385,"AIH99"
"1793","AII97E2","EXB0057",4.29,45,193,"AII97"
"1794","AIH66E2","EXB0057",36.9,45,1661,"AIH66"
"1795","AIH26E2","EXB0057",46.3,45,2084,"AIH26"
"1796","AIH42E2","EXB0057",13,45,585,"AIH42"
"1797","C1_EXB0057E1","EXB0057",0,45,0,"C1_EXB0057"
"1798","AIH53E2","EXB0057",11.2,45,504,"AIH53"
"1799","AIF55E2","EXB0057",62.7,45,2822,"AIF55"
"1800","AIH22E2","EXB0057",54.9,45,2471,"AIH22"
"1801","AIH48E2","EXB0057",26.9,45,1211,"AIH48"
"1802","AII04E2","EXB0057",22.9,45,1031,"AII04"
"1803","AIG13E2","EXB0057",56.9,45,2561,"AIG13"
"1804","AIH44E2","EXB0057",59.3,45,2669,"AIH44"
"1805","AIH55E2","EXB0057",72,45,3240,"AIH55"
"1806","AIH81E2","EXB0057",8.7,45,391,"AIH81"
"1807","AIH20E2","EXB0057",12.6,45,567,"AIH20"
"1808","AIH77E2","EXB0057",41.4,45,1863,"AIH77"
"1809","AIF59E2","EXB0057",40.9,45,1841,"AIF59"
"1810","AIH68E2","EXB0057",38.7,45,1742,"AIH68"
"1811","AIH70E2","EXB0057",19.4,45,873,"AIH70"
"1812","AIF53E2","EXB0057",37.3,45,1678,"AIF53"
"1813","AIH97E2","EXB0057",9.23,45,415,"AIH97"
"1814","AIH24E2","EXB0057",41,45,1845,"AIH24"
"1815","AIJ04E2","EXB0057",55.3,45,2489,"AIJ04"
"1816","AIG15E2","EXB0057",27,45,1215,"AIG15"
"1817","AIH79E2","EXB0057",39,45,1755,"AIH79"
"1818","AIH59E2","EXB0057",38.3,45,1723,"AIH59"
"1819","AIH57E2","EXB0057",58.5,45,2633,"AIH57"
"1820","AIJ02E2","EXB0057",37.2,45,1674,"AIJ02"
"1821","AIF66E2","EXB0057",32.9,45,1481,"AIF66"
"1822","AIG09E2","EXB0057",14.5,45,653,"AIG09"
"1823","AII02E2","EXB0057",50,45,2250,"AII02"
"1824","AIG20E1","EXB0058",1.54,45,69,"AIG20"
"1825","AIG22E1","EXB0058",42.9,45,1931,"AIG22"
"1826","AIG24E1","EXB0058",20.7,45,932,"AIG24"
"1827","AIG26E1","EXB0058",33,45,1485,"AIG26"
"1828","AIG31E1","EXB0058",8.08,45,364,"AIG31"
"1829","AIG33E1","EXB0058",15.3,45,689,"AIG33"
"1830","AIG35E1","EXB0058",39.8,45,1791,"AIG35"
"1831","AIG37E1","EXB0058",67.2,45,3024,"AIG37"
"1832","AIG42E1","EXB0058",9.77,45,440,"AIG42"
"1833","AIG44E1","EXB0058",5.11,45,230,"AIG44"
"1834","AIG46E1","EXB0058",8.51,45,383,"AIG46"
"1835","AIG48E1","EXB0058",3,45,135,"AIG48"
"1836","AIH86E1","EXB0058",1.45,45,65,"AIH86"
"1837","AIH88E1","EXB0058",19.2,45,864,"AIH88"
"1838","AIH90E1","EXB0058",19,45,855,"AIH90"
"1839","AIH92E1","EXB0058",35.5,45,1598,"AIH92"
"1840","AII09E1","EXB0058",12.7,45,572,"AII09"
"1841","AII11E1","EXB0058",11.7,45,527,"AII11"
"1842","AII13E1","EXB0058",13.4,45,603,"AII13"
"1843","AII15E1","EXB0058",35.3,45,1588,"AII15"
"1844","AII20E1","EXB0058",1.68,45,76,"AII20"
"1845","AII22E1","EXB0058",13.9,45,626,"AII22"
"1846","AII24E1","EXB0058",28.8,45,1296,"AII24"
"1847","AII26E1","EXB0058",32.1,45,1445,"AII26"
"1848","AII31E1","EXB0058",1.05,45,47,"AII31"
"1849","AII33E1","EXB0058",7.99,45,360,"AII33"
"1850","AII35E1","EXB0058",12.2,45,549,"AII35"
"1851","AII37E1","EXB0058",38.4,45,1728,"AII37"
"1852","AIJ09E1","EXB0058",2.35,45,106,"AIJ09"
"1853","AIJ11E1","EXB0058",18.9,45,850,"AIJ11"
"1854","AIJ13E1","EXB0058",38.6,45,1737,"AIJ13"
"1855","AIJ15E1","EXB0058",20.8,45,936,"AIJ15"
"1856","AIJ20E1","EXB0058",12.3,45,554,"AIJ20"
"1857","AIJ22E1","EXB0058",36.8,45,1656,"AIJ22"
"1858","AIJ24E1","EXB0058",1.46,45,66,"AIJ24"
"1859","AIJ26E1","EXB0058",10.4,45,468,"AIJ26"
"1860","C1_EXB0058E1","EXB0058",0,45,0,"C1_EXB0058"
"1861","AIG26E2","EXB0059",22.8,45,1026,"AIG26"
"1862","AII35E2","EXB0059",82.8,45,3726,"AII35"
"1863","AII37E2","EXB0059",5.69,45,256,"AII37"
"1864","AIH90E2","EXB0059",150,45,6750,"AIH90"
"1865","AII24E2","EXB0059",98.2,45,4419,"AII24"
"1866","AIH88E2","EXB0059",153,45,6885,"AIH88"
"1867","AII20E2","EXB0059",11.5,45,518,"AII20"
"1868","AII26E2","EXB0059",50.6,45,2277,"AII26"
"1869","AII11E2","EXB0059",148,45,6660,"AII11"
"1870","AII13E2","EXB0059",48,45,2160,"AII13"
"1871","AIJ22E2","EXB0059",133,45,5985,"AIJ22"
"1872","AIG44E2","EXB0059",125,45,5625,"AIG44"
"1873","C1_EXB0059E1","EXB0059",0,45,0,"C1_EXB0059"
"1874","AII31E2","EXB0059",14.2,45,639,"AII31"
"1875","AIG48E2","EXB0059",28.3,45,1274,"AIG48"
"1876","AIJ13E2","EXB0059",99.3,45,4469,"AIJ13"
"1877","AIG37E2","EXB0059",62.1,45,2795,"AIG37"
"1878","AII22E2","EXB0059",80.1,45,3604,"AII22"
"1879","AIJ24E2","EXB0059",156,45,7020,"AIJ24"
"1880","AIG31E2","EXB0059",39,45,1755,"AIG31"
"1881","AIJ11E2","EXB0059",102,45,4590,"AIJ11"
"1882","AIJ09E2","EXB0059",39.9,45,1796,"AIJ09"
"1883","AIH92E2","EXB0059",61.5,45,2768,"AIH92"
"1884","AIJ15E2","EXB0059",32.7,45,1472,"AIJ15"
"1885","AIG35E2","EXB0059",112,45,5040,"AIG35"
"1886","AIG24E2","EXB0059",83.7,45,3767,"AIG24"
"1887","AIG42E2","EXB0059",28.5,45,1283,"AIG42"
"1888","AIG46E2","EXB0059",122,45,5490,"AIG46"
"1889","AII09E2","EXB0059",9.39,45,423,"AII09"
"1890","AII33E2","EXB0059",143,45,6435,"AII33"
"1891","AIG33E2","EXB0059",56.6,45,2547,"AIG33"
"1892","AIJ20E2","EXB0059",24.3,45,1094,"AIJ20"
"1893","AIG22E2","EXB0059",88.7,45,3992,"AIG22"
"1894","AII15E2","EXB0059",0.31,45,14,"AII15"
"1895","AIG20E2","EXB0059",15.2,45,684,"AIG20"
"1896","AIH86E2","EXB0059",17.3,45,779,"AIH86"
"1897","AIJ26E2","EXB0059",48.9,45,2201,"AIJ26"
"1898","AAD28E1","EXB0060",0.11,45,5,"AAD28"
"1899","AAD29E1","EXB0060",0.19,45,8,"AAD29"
"1900","AAD30E1","EXB0060",0.54,45,24,"AAD30"
"1901","AAD31E1","EXB0060",0.54,45,24,"AAD31"
"1902","AAD32E1","EXB0060",0.44,45,20,"AAD32"
"1903","AAD33E1","EXB0060",2.44,45,110,"AAD33"
"1904","AAD34E1","EXB0060",0.05,45,2,"AAD34"
"1905","AAD35E1","EXB0060",0.09,45,4,"AAD35"
"1906","AAD36E1","EXB0060",2.67,45,120,"AAD36"
"1907","AAD37E1","EXB0060",1.59,45,72,"AAD37"
"1908","AAD38E1","EXB0060",0.68,45,31,"AAD38"
"1909","AAD39E1","EXB0060",1.87,45,84,"AAD39"
"1910","AAD40E1","EXB0060",1.75,45,79,"AAD40"
"1911","AAD41E1","EXB0060",1.93,45,87,"AAD41"
"1912","AAD42E1","EXB0060",0.6,45,27,"AAD42"
"1913","AAD43E1","EXB0060",3.4,45,153,"AAD43"
"1914","AAD44E1","EXB0060",1.51,45,68,"AAD44"
"1915","AAD45E1","EXB0060",0.17,45,8,"AAD45"
"1916","AAD46E1","EXB0060",1.2,45,54,"AAD46"
"1917","AAD51E1","EXB0060",3.54,45,159,"AAD51"
"1918","AAD53E1","EXB0060",0.97,45,44,"AAD53"
"1919","AAD56E1","EXB0060",0.86,45,39,"AAD56"
