"library_id","library_batch","sample_id","extraction_id","sequencing_datasets","library_input_volume","library_input_dna","library_input_dna_concentration","library_adaptor_molarity","library_PCR_cycles_required"
"ADA68E1L2","LIB0035","ADA68","ADA68E1","",0,0,1.01,2,22
"ADK31E2L3","LIB0035","ADK31","ADK31E2","EHI00602",24,3.2,0.13,5,12
"ACX40E1L2","LIB0035","ACX40","ACX40E1","EHI00647",13.8,2.8,0.21,5,14
"ABS20E1L2","LIB0035","ABS20","ABS20E1","",0,0,1.47,2,23
"ADJ92E2L3","LIB0035","ADJ92","ADJ92E2","EHI00659",17.2,200,11.6,20,8
"ABS32E1L2","LIB0035","ABS32","ABS32E1","",0,0,1.55,2,23
"ADK23E2L3","LIB0035","ADK23","ADK23E2","EHI00519",24,145.9,6.08,20,7
"AFU62E1L1","LIB0036","AFU62","AFU62E1","",24,155,6.46,20,7
"AFU82E1L1","LIB0036","AFU82","AFU82E1","",15,201,1.95,20,9
"AFU81E1L1","LIB0036","AFU81","AFU81E1","",24,1.6,13.2,5,6
"AFU86E1L1","LIB0036","AFU86","AFU86E1","",24,93.4,5.11,20,7
"AFU83E1L1","LIB0036","AFU83","AFU83E1","",24,89.3,3.89,20,5
"C2_EXB0034E1L1","LIB0036","C2_EXB0034","C2_EXB0034E1","",24,1.9,0.07,5,12
"AFU75E1L1","LIB0036","AFU75","AFU75E1","",24,122.6,0,20,7
"C3_EXB0034E1L1","LIB0036","C3_EXB0034","C3_EXB0034E1","",24,3.2,3.72,5,NA
"AFU80E1L1","LIB0036","AFU80","AFU80E1","",10,200,0.08,20,7
"AFU84E1L1","LIB0036","AFU84","AFU84E1","",24,46.8,3.43,10,7
"AFU77E1L1","LIB0036","AFU77","AFU77E1","",15,198,0.13,20,7
"AFU71E1L1","LIB0036","AFU71","AFU71E1","",15,198,13.4,20,7
"AFU73E1L1","LIB0036","AFU73","AFU73E1","",24,82.3,2.6,20,7
"AFU74E1L1","LIB0036","AFU74","AFU74E1","",24,62.4,13.2,20,7
"AFU78E1L1","LIB0036","AFU78","AFU78E1","",6,235.2,20,20,8
"C1_EXB0034E1L1","LIB0036","C1_EXB0034","C1_EXB0034E1","",24,0,39.2,2,NA
"ACC16E1L1","LIB0037","ACC16","ACC16E1","EHI00935",24,110.9,1.04,20,8
"OPAU5E2L1","LIB0037","OPAU5","OPAU5E2","EHI00588",24,75.4,1.57,20,10
"OPAU13E2L1","LIB0037","OPAU13","OPAU13E2","EHI00635",24,86.9,3.62,20,8
"ACC15E1L1","LIB0037","ACC15","ACC15E1","EHI00587",24,0,0,2,16
"ACZ98E2L1","LIB0037","ACZ98","ACZ98E2","EHI00641",24,74.4,1.55,20,8
"OPAU51E2L1","LIB0037","OPAU51","OPAU51E2","EHI00613",24,200.2,8.78,20,8
"ACC01E2L1","LIB0037","ACC01","ACC01E2","EHI00621",24,200,8.77,20,8
"ACJ38E1L1","LIB0037","ACJ38","ACJ38E1","EHI00591",24,29.1,0.33,10,11
"OPAU55E2L1","LIB0037","OPAU55","OPAU55E2","EHI00429",24,115.4,4.81,20,7
"OPAU43E2L1","LIB0037","OPAU43","OPAU43E2","EHI00582",24,200,15.8,20,10
"C1_EXB0033E1L1","LIB0037","C1_EXB0033","C1_EXB0033E1","EHI00574",24,0,0,2,10
"ADA15E2L1","LIB0037","ADA15","ADA15E2","",24,52.6,2.19,20,23
"OPAU31E2L1","LIB0037","OPAU31","OPAU31E2","EHI00434",24,199.8,10.3,20,7
"OPAU61E2L1","LIB0037","OPAU61","OPAU61E2","EHI00586",24,145.9,6.08,20,10
"OPAU3E2L1","LIB0037","OPAU3","OPAU3E2","EHI00575",24,106.1,4.42,20,9
"OPAU65E2L1","LIB0037","OPAU65","OPAU65E2","EHI00662",24,139.7,5.82,20,8
"OPAU15E2L1","LIB0037","OPAU15","OPAU15E2","EHI00576",24,86.4,3.6,20,10
"OPAU29E2L1","LIB0037","OPAU29","OPAU29E2","EHI00448",24,199.9,9.8,20,7
"OPAU57E2L1","LIB0037","OPAU57","OPAU57E2","EHI00469",24,131.3,5.47,20,6
"ACJ48E1L1","LIB0037","ACJ48","ACJ48E1","EHI00629",24,42.5,0.89,10,8
"ACJ40E1L1","LIB0037","ACJ40","ACJ40E1","EHI00432",24,45.8,0.95,10,7
"OPAU37E2L1","LIB0037","OPAU37","OPAU37E2","EHI00603",24,194.9,8.12,20,8
"OPAU25E2L1","LIB0037","OPAU25","OPAU25E2","EHI00611",24,64.7,1.47,20,8
"ADA19E2L1","LIB0037","ADA19","ADA19E2","EHI00590",24,53.2,1.21,20,9
"ADA17E2L1","LIB0037","ADA17","ADA17E2","EHI00657",24,53,2.21,20,8
"OPAU7E2L1","LIB0037","OPAU7","OPAU7E2","EHI00583",24,83.5,1.74,20,9
"ADA01E1L1","LIB0037","ADA01","ADA01E1","EHI00579",24,58.7,0.46,20,10
"ACC05E1L1","LIB0037","ACC05","ACC05E1","EHI00443",24,64.2,1.49,20,6
"ACC03E2L1","LIB0037","ACC03","ACC03E2","EHI00593",24,170.2,7.09,20,11
"L1","LIB0037","","","",24,0,NA,20,17
"OPAU67E2L1","LIB0037","OPAU67","OPAU67E2","EHI00632",24,200,14.8,20,8
"L1","LIB0037","","","",24,0,NA,2,21
"OPAU53E2L1","LIB0037","OPAU53","OPAU53E2","EHI00609",24,199.8,9.94,20,8
"OPAU59E2L1","LIB0037","OPAU59","OPAU59E2","EHI00620",24,107.3,4.47,20,8
"ADA11E2L1","LIB0037","ADA11","ADA11E2","",24,62.9,1.31,20,19
"OPAU27E2L1","LIB0037","OPAU27","OPAU27E2","EHI00450",24,152.2,6.34,20,7
"ACC17E1L1","LIB0037","ACC17","ACC17E1","EHI00944",24,36.3,0.31,10,8
"C1_EXB0035E1L1","LIB0037","C1_EXB0035","C1_EXB0035E1","EHI00618",24,0,0,2,11
"ACZ94E2L1","LIB0037","ACZ94","ACZ94E2","EHI00605",24,59.3,2.47,20,9
"OPAU1E2L1","LIB0037","OPAU1","OPAU1E2","EHI00619",24,128.4,5.35,20,14
"ACC29E2L1","LIB0037","ACC29","ACC29E2","EHI00439",24,110.4,4.6,20,7
"ACC19E1L1","LIB0037","ACC19","ACC19E1","EHI00881",24,63.7,0.42,20,7
"OPAU11E2L1","LIB0037","OPAU11","OPAU11E2","EHI00610",24,72,3,20,14
"OPAU35E2L1","LIB0037","OPAU35","OPAU35E2","EHI00445",24,184.1,7.67,20,7
"ACJ62E2L1","LIB0037","ACJ62","ACJ62E2","EHI00595",24,61,1.27,20,10
"ADA13E2L1","LIB0037","ADA13","ADA13E2","EHI00598",24,114,4.75,20,11
"ACJ42E1L1","LIB0037","ACJ42","ACJ42E1","EHI00585",24,36.2,0.76,10,9
"OPAU41E2L1","LIB0037","OPAU41","OPAU41E2","EHI00482",24,200,10,20,6
"OPAU9E2L1","LIB0037","OPAU9","OPAU9E2","",24,99.4,4.14,20,18
"ACC04E2L1","LIB0037","ACC04","ACC04E2","EHI00628",24,65,2.71,20,9
"OPAU69E2L1","LIB0037","OPAU69","OPAU69E2","EHI00424",24,168.2,7.01,20,7
"L1","LIB0037","","","",24,0,NA,20,10
"OPAU17E2L1","LIB0037","OPAU17","OPAU17E2","EHI00626",24,168.7,7.03,20,8
"OPAU63E2L1","LIB0037","OPAU63","OPAU63E2","",24,150.5,6.27,20,18
"OPAU19E2L1","LIB0037","OPAU19","OPAU19E2","EHI00578",24,143.8,5.99,20,9
"C1_EXB0032E1L1","LIB0037","C1_EXB0032","C1_EXB0032E1","EHI00573",24,0,0,2,13
"ACZ96E1L1","LIB0037","ACZ96","ACZ96E1","EHI00594",24,0,0,2,17
"L1","LIB0037","","","",24,0,NA,10,15
"OPAU39E1L1","LIB0037","OPAU39","OPAU39E1","EHI00636",24,49,1.15,10,8
"OPAU49E2L1","LIB0037","OPAU49","OPAU49E2","EHI00617",24,75.8,1.58,20,17
"OPAU33E2L1","LIB0037","OPAU33","OPAU33E2","EHI00447",24,186,7.75,20,7
"ACC18E2L1","LIB0037","ACC18","ACC18E2","EHI00425",24,69.4,2.89,20,7
"OPAU45E2L1","LIB0037","OPAU45","OPAU45E2","EHI00604",24,199.7,12.8,20,8
"OPAU71E2L1","LIB0037","OPAU71","OPAU71E2","EHI00601",24,128.9,5.37,20,8
"ACC02E2L1","LIB0037","ACC02","ACC02E2","EHI00645",24,141.1,5.88,20,8
"OPAU23E2L1","LIB0037","OPAU23","OPAU23E2","EHI00572",24,148.1,6.17,20,9
"OPAU47E2L1","LIB0037","OPAU47","OPAU47E2","EHI00430",24,70.8,1.54,20,6
"AAH01E1L1","LIB0039","AAH01","AAH01E1","EHI00792",24,198,8.25,20,8
"AAH13E1L1","LIB0039","AAH13","AAH13E1","EHI00798",24,83.5,3.48,20,10
"AAH21E1L1","LIB0039","AAH21","AAH21E1","EHI00799",24,108,4.5,20,10
"AAH39E1L1","LIB0039","AAH39","AAH39E1","EHI00793",24,122.6,5.11,20,8
"AAH41E1L1","LIB0039","AAH41","AAH41E1","EHI00794",24,44.9,1.87,10,8
"AAH53E1L1","LIB0039","AAH53","AAH53E1","EHI00805",24,12.2,0.51,10,11
"AAH59E1L1","LIB0039","AAH59","AAH59E1","EHI00830",24,2.7,0.11,5,15
"AAH63E1L1","LIB0039","AAH63","AAH63E1","EHI00835",24,3.8,0.16,5,16
"AAH67E1L1","LIB0039","AAH67","AAH67E1","EHI00806",24,18.7,0.78,10,11
"AAH77E1L1","LIB0039","AAH77","AAH77E1","EHI00807",24,9.8,0.41,5,11
"AAH79E1L1","LIB0039","AAH79","AAH79E1","EHI00808",24,16.4,0.68,10,11
"AAH83E1L1","LIB0039","AAH83","AAH83E1","EHI00819",24,6.9,0.29,5,13
"AAH84E1L1","LIB0039","AAH84","AAH84E1","EHI00809",24,6.3,0.26,5,11
"AAH89E1L1","LIB0039","AAH89","AAH89E1","EHI00810",24,4.5,0.19,5,11
"AAI06E1L1","LIB0039","AAI06","AAI06E1","EHI00800",24,65.3,2.72,20,10
"AAI10E1L1","LIB0039","AAI10","AAI10E1","EHI00801",24,65,2.71,20,10
"AAI14E1L1","LIB0039","AAI14","AAI14E1","EHI00802",24,65.5,2.73,20,10
"ACC86E1L1","LIB0039","ACC86","ACC86E1","EHI00836",24,0,0,2,16
"ACC91E1L1","LIB0039","ACC91","ACC91E1","EHI00837",24,0,0,2,16
"ACC98E1L1","LIB0039","ACC98","ACC98E1","EHI00849",24,0,0,2,20
"ACD05E1L1","LIB0039","ACD05","ACD05E1","EHI00850",24,0,0,2,20
"ACD06E1L1","LIB0039","ACD06","ACD06E1","EHI00814",24,3.9,0.16,5,12
"ACD17E1L1","LIB0039","ACD17","ACD17E1","EHI00845",24,0,0,2,18
"ACD19E1L1","LIB0039","ACD19","ACD19E1","EHI00846",24,0,0,2,18
"ACD20E1L1","LIB0039","ACD20","ACD20E1","EHI00851",24,6,0.25,5,20
"ACD23E1L1","LIB0039","ACD23","ACD23E1","EHI00815",24,3.2,0.14,5,12
"ACD26E1L1","LIB0039","ACD26","ACD26E1","EHI00831",24,0,0,2,15
"ACD65E1L1","LIB0039","ACD65","ACD65E1","EHI00847",24,0,0,2,18
"ACD80E1L1","LIB0039","ACD80","ACD80E1","EHI00852",24,0,0,2,20
"ACD85E1L1","LIB0039","ACD85","ACD85E1","EHI00832",24,0,0,2,15
"ACD88E1L1","LIB0039","ACD88","ACD88E1","EHI00855",24,0,0,2,21
"ACD92E1L1","LIB0039","ACD92","ACD92E1","EHI00843",24,0,0,2,17
"ACD98E1L1","LIB0039","ACD98","ACD98E1","EHI00856",24,0,0,2,21
"ACE08E1L1","LIB0039","ACE08","ACE08E1","EHI00838",24,0,0,2,16
"ACE11E1L1","LIB0039","ACE11","ACE11E1","EHI00797",24,63.4,2.64,20,9
"ACE21E1L1","LIB0039","ACE21","ACE21E1","EHI00839",24,0,0,2,16
"ACE30E1L1","LIB0039","ACE30","ACE30E1","EHI00848",24,0,0,2,18
"ACE33E1L1","LIB0039","ACE33","ACE33E1","EHI00840",24,0,0,2,16
"ACE43E1L1","LIB0039","ACE43","ACE43E1","EHI00853",24,0,0,2,20
"C1_EXB0038E1L1","LIB0039","C1_EXB0038","C1_EXB0038E1","EHI00854",24,1.8,0.08,5,20
"ACC84E1L1","LIB0041","ACC84","ACC84E1","EHI00825",24,1.8,0.08,5,14
"ACC89E1L1","LIB0041","ACC89","ACC89E1","EHI00820",24,1.2,0.05,5,13
"ACC93E1L1","LIB0041","ACC93","ACC93E1","EHI00821",24,2,0.08,5,13
"ACD04E1L1","LIB0041","ACD04","ACD04E1","EHI00822",24,1.4,0.06,5,13
"ACD11E1L1","LIB0041","ACD11","ACD11E1","EHI00844",24,1,0.04,5,17
"ACD13E1L1","LIB0041","ACD13","ACD13E1","EHI00826",24,0.8,0.03,5,14
"ACD21E1L1","LIB0041","ACD21","ACD21E1","EHI00823",24,1.7,0.07,5,13
"ACD27E1L1","LIB0041","ACD27","ACD27E1","EHI00827",24,1.2,0.05,5,14
"ACD28E1L1","LIB0041","ACD28","ACD28E1","EHI00999",24,0.7,0.03,5,14
"ACD29E1L1","LIB0041","ACD29","ACD29E1","EHI01002",24,1.5,0.06,5,15
"ACD32E1L1","LIB0041","ACD32","ACD32E1","EHI00948",24,2.7,0.11,5,12
"ACD33E1L1","LIB0041","ACD33","ACD33E1","EHI00991",24,3.8,0.16,5,11
"ACD34E1L1","LIB0041","ACD34","ACD34E1","EHI00901",24,2.4,0.1,5,15
"ACD37E1L1","LIB0041","ACD37","ACD37E1","EHI00955",24,7.3,0.3,5,11
"ACD40E1L1","LIB0041","ACD40","ACD40E1","EHI00905",24,1.1,0.05,5,17
"ACD41E1L1","LIB0041","ACD41","ACD41E1","EHI00931",24,0.9,0.04,5,15
"ACD44E1L1","LIB0041","ACD44","ACD44E1","EHI00940",24,0.7,0.03,5,17
"ACD47E1L1","LIB0041","ACD47","ACD47E1","EHI00886",24,0.9,0.04,5,16
"ACD49E1L1","LIB0041","ACD49","ACD49E1","EHI00926",24,1.2,0.05,5,16
"ACD50E1L1","LIB0041","ACD50","ACD50E1","EHI00983",24,3.1,0.13,5,12
"L1","LIB0041","","","",24,0.7,NA,5,17
"ACD53E1L1","LIB0041","ACD53","ACD53E1","EHI00833",24,0.6,0.03,5,15
"ACD55E1L1","LIB0041","ACD55","ACD55E1","EHI00962",24,0.6,0.03,5,15
"ACD58E1L1","LIB0041","ACD58","ACD58E1","EHI00865",24,0.8,0.03,5,16
"ACD60E1L1","LIB0041","ACD60","ACD60E1","EHI00993",24,1.4,0.06,5,15
"ACD61E1L1","LIB0041","ACD61","ACD61E1","EHI00947",24,3,0.13,5,15
"ACD62E1L1","LIB0041","ACD62","ACD62E1","EHI00965",24,0.2,0.01,5,9
"ACD66E1L1","LIB0041","ACD66","ACD66E1","EHI00828",24,1.8,0.07,5,14
"ACD68E1L1","LIB0041","ACD68","ACD68E1","EHI00863",24,0.6,0.03,5,16
"ACD74E1L1","LIB0041","ACD74","ACD74E1","EHI01018",24,6.7,0.28,5,11
"ACD75E1L1","LIB0041","ACD75","ACD75E1","EHI00834",24,1.3,0.05,5,15
"ACD76E1L1","LIB0041","ACD76","ACD76E1","EHI00876",24,1.3,0.05,5,16
"ACD77E1L1","LIB0041","ACD77","ACD77E1","EHI00961",24,0.2,0.01,5,17
"ACD78E1L1","LIB0041","ACD78","ACD78E1","EHI00841",24,1.2,0.05,5,16
"ACD86E1L1","LIB0041","ACD86","ACD86E1","EHI00867",24,0.7,0.03,5,16
"ACD87E1L1","LIB0041","ACD87","ACD87E1","EHI00882",24,0.5,0.02,5,17
"ACD89E1L1","LIB0041","ACD89","ACD89E1","EHI00829",24,0.6,0.03,5,14
"ACD94E1L1","LIB0041","ACD94","ACD94E1","EHI00824",24,2.5,0.1,5,13
"ACD95E1L1","LIB0041","ACD95","ACD95E1","EHI00900",24,0.6,0.02,5,16
"ACD97E1L1","LIB0041","ACD97","ACD97E1","EHI00917",24,1.6,0.07,5,16
"ACD99E1L1","LIB0041","ACD99","ACD99E1","EHI00811",24,3.1,0.13,5,11
"ACE02E1L1","LIB0041","ACE02","ACE02E1","EHI00803",24,5.1,0.21,5,10
"ACE03E1L1","LIB0041","ACE03","ACE03E1","EHI00893",24,1,0.04,5,15
"ACE06E1L1","LIB0041","ACE06","ACE06E1","EHI00857",24,0.8,0.03,5,16
"ACE07E1L1","LIB0041","ACE07","ACE07E1","EHI00816",24,2.7,0.11,5,12
"ACE10E1L1","LIB0041","ACE10","ACE10E1","EHI00858",24,0.4,0.02,5,16
"ACE12E1L1","LIB0041","ACE12","ACE12E1","EHI00994",24,0.9,0.04,5,15
"ACE14E1L1","LIB0041","ACE14","ACE14E1","EHI00866",24,1,0.04,5,16
"ACE15E1L1","LIB0041","ACE15","ACE15E1","EHI00812",24,4.9,0.21,5,11
"ACE17E1L1","LIB0041","ACE17","ACE17E1","EHI00817",24,2.4,0.1,5,12
"ACE18E1L1","LIB0041","ACE18","ACE18E1","EHI00813",24,3.6,0.15,5,11
"C1_EXB0043E1L1","LIB0041","C1_EXB0043","C1_EXB0043E1","",24,0.2,0.01,5,18
"ACE20E1L1","LIB0042","ACE20","ACE20E1","EHI00968",24,1.2,0.05,5,14
"ACE29E1L1","LIB0042","ACE29","ACE29E1","EHI00938",24,0.8,0.04,5,14
"ACE31E1L1","LIB0042","ACE31","ACE31E1","EHI00946",24,0.6,0.03,5,15
"ACE32E1L1","LIB0042","ACE32","ACE32E1","EHI00909",24,1.9,0.08,5,13
"ACE35E1L1","LIB0042","ACE35","ACE35E1","EHI00988",21.4,200,9.35,20,5
"ACE37E1L1","LIB0042","ACE37","ACE37E1","EHI00906",24,0.5,0.02,5,16
"ACE38E1L1","LIB0042","ACE38","ACE38E1","EHI00929",24,39.8,1.66,10,7
"ACE40E1L1","LIB0042","ACE40","ACE40E1","EHI00842",24,1.4,0.06,5,16
"ACE45E1L1","LIB0042","ACE45","ACE45E1","EHI00877",24,0.8,0.03,5,13
"ABD45E1L1","LIB0042","ABD45","ABD45E1","EHI00945",6.8,200,29.6,20,6
"ABD98E1L1","LIB0042","ABD98","ABD98E1","EHI00782",15.6,200,12.8,20,7
"ABD99E1L1","LIB0042","ABD99","ABD99E1","EHI00892",6.8,200,29.2,20,7
"ABE20E1L1","LIB0042","ABE20","ABE20E1","EHI00995",24,102.7,4.28,20,11
"ADC09E1L1","LIB0042","ADC09","ADC09E1","EHI00795",24,54.7,2.28,20,8
"ADC11E1L1","LIB0042","ADC11","ADC11E1","EHI00818",24,7.4,0.31,5,12
"ADC13E1L1","LIB0042","ADC13","ADC13E1","EHI00783",24,67.4,2.81,20,7
"ADC15E1L1","LIB0042","ADC15","ADC15E1","EHI00784",24,85.2,3.55,20,7
"ADC17E1L1","LIB0042","ADC17","ADC17E1","EHI00785",24,82.6,3.44,20,7
"ADG35E1L1","LIB0042","ADG35","ADG35E1","EHI00984",20.4,200,9.79,20,5
"ADG65E1L1","LIB0042","ADG65","ADG65E1","EHI00954",24,2.3,0.1,5,11
"ADJ76E1L1","LIB0042","ADJ76","ADJ76E1","EHI00979",24,20.9,0.87,10,9
"ADJ86E1L1","LIB0042","ADJ86","ADJ86E1","EHI00952",24,147.6,6.15,20,6
"AGG08E1L1","LIB0042","AGG08","AGG08E1","EHI00777",2.2,200,91.9,20,6
"AGG13E1L1","LIB0042","AGG13","AGG13E1","EHI00774",1.5,200,132,20,5
"AGG14E1L1","LIB0042","AGG14","AGG14E1","EHI00789",2,200,101,20,7
"AGG19E1L1","LIB0042","AGG19","AGG19E1","EHI00775",2.3,200,85.5,20,5
"AGG20E1L1","LIB0042","AGG20","AGG20E1","EHI00781",3.1,200,64.8,20,6
"C1_EXB0042E1L1","LIB0042","C1_EXB0042","C1_EXB0042E1","",24,0,0,2,18
"AGG07E1L1","LIB0042","AGG07","AGG07E1","EHI00786",2.8,200,72.2,20,7
"AGG09E1L1","LIB0042","AGG09","AGG09E1","EHI00778",3.3,200,60.4,20,6
"AGG10E1L1","LIB0042","AGG10","AGG10E1","EHI00787",1.7,200,117,20,7
"AGG11E1L1","LIB0042","AGG11","AGG11E1","EHI00779",2.4,200,84.9,20,6
"AGG12E1L1","LIB0042","AGG12","AGG12E1","EHI00788",3.6,200,55,20,7
"AGG15E1L1","LIB0042","AGG15","AGG15E1","EHI00790",2.3,200,88.4,20,7
"AGG16E1L1","LIB0042","AGG16","AGG16E1","EHI00791",3.4,200,58.1,20,7
"AGG17E1L1","LIB0042","AGG17","AGG17E1","EHI00780",2.9,200,68.4,20,6
"AGG18E1L1","LIB0042","AGG18","AGG18E1","EHI00796",24,7.1,0.3,10,8
"AGG21E1L1","LIB0042","AGG21","AGG21E1","EHI00776",6.3,200,31.8,20,5
"C1_EXB0044E1L1","LIB0042","C1_EXB0044","C1_EXB0044E1","",24,0,0,2,18
"AAX80E1L1","LIB0042","AAX80","AAX80E1","",24,17.6,0.73,10,9
"AAY16E1L1","LIB0042","AAY16","AAY16E1","",24,15,0.62,10,8
"AAX74E1L1","LIB0042","AAX74","AAX74E1","",24,4.6,0.19,5,11
"AAX77E1L1","LIB0042","AAX77","AAX77E1","",24,20.9,0.87,10,8
"AAX78E1L1","LIB0042","AAX78","AAX78E1","",24,25.9,1.08,10,8
"AAX82E1L1","LIB0042","AAX82","AAX82E1","",24,30.7,1.28,10,11
"AAX84E1L1","LIB0042","AAX84","AAX84E1","",24,1.8,0.08,5,14
"AAY18E1L1","LIB0042","AAY18","AAY18E1","",24,22.9,0.96,10,8
"AAY25E1L1","LIB0042","AAY25","AAY25E1","",24,1.4,0.06,5,13
"AAY36E1L1","LIB0042","AAY36","AAY36E1","",24,0,0,2,17
"AAY38E1L1","LIB0042","AAY38","AAY38E1","",24,12.2,0.51,10,9
"OPAU16E1L1","LIB0042","OPAU16","OPAU16E1","EHI00804",24,11,0.46,10,10
"C1_EXB0045E1L1","LIB0042","C1_EXB0045","C1_EXB0045E1","",24,0,0,2,18
"ABF99E1L1","LIB0040","ABF99","ABF99E1","EHI00665",4,183,46.2,20,6
"ABG09E1L1","LIB0040","ABG09","ABG09E1","EHI00666",21,195,9.27,20,7
"ABQ08E1L1","LIB0040","ABQ08","ABQ08E1","EHI00667",6,175,29,20,6
"ABQ40E1L1","LIB0040","ABQ40","ABQ40E1","EHI00725",24,80,3.33,20,8
"ABQ42E1L1","LIB0040","ABQ42","ABQ42E1","EHI00668",24,68.2,2.84,20,5
"ABQ43E1L1","LIB0040","ABQ43","ABQ43E1","EHI00726",24,56.4,2.35,20,10
"ABQ44E1L1","LIB0040","ABQ44","ABQ44E1","EHI00669",19,195.7,10.3,20,7
"ABQ45E1L1","LIB0040","ABQ45","ABQ45E1","EHI00670",9,195.3,21.7,20,6
"ABQ46E1L1","LIB0040","ABQ46","ABQ46E1","EHI00671",17,202.3,11.9,20,6
"ABQ50E1L1","LIB0040","ABQ50","ABQ50E1","EHI00727",24,52.8,2.2,20,8
"ABQ93E1L1","LIB0040","ABQ93","ABQ93E1","EHI00728",10,192,19.2,20,8
"ABQ95E1L1","LIB0040","ABQ95","ABQ95E1","EHI00672",8,182.4,22.8,20,6
"ABR14E1L1","LIB0040","ABR14","ABR14E1","EHI00673",15,190.5,12.7,20,7
"ABR29E1L1","LIB0040","ABR29","ABR29E1","EHI00729",24,43.7,1.82,10,9
"AEV73E1L1","LIB0040","AEV73","AEV73E1","EHI00674",8,200,25,20,6
"AEV75E1L1","LIB0040","AEV75","AEV75E1","EHI00751",24,5.8,0.24,5,14
"AEV79E1L1","LIB0040","AEV79","AEV79E1","EHI00675",9,189.9,21.1,20,6
"AEV81E1L1","LIB0040","AEV81","AEV81E1","EHI00676",24,115.2,4.8,20,7
"AEV83E1L1","LIB0040","AEV83","AEV83E1","EHI00742",24,4.4,0.19,5,13
"AEV85E1L1","LIB0040","AEV85","AEV85E1","EHI00743",24,6.1,0.26,5,12
"AEV97E1L1","LIB0040","AEV97","AEV97E1","EHI00757",24,4.9,0.21,5,33
"AEX06E1L1","LIB0040","AEX06","AEX06E1","EHI00677",12,195.6,16.3,20,7
"AEX07E1L1","LIB0040","AEX07","AEX07E1","EHI00678",6,179.4,29.9,20,6
"AEX08E1L1","LIB0040","AEX08","AEX08E1","EHI00679",18,196.2,10.9,20,7
"AEX11E1L1","LIB0040","AEX11","AEX11E1","EHI00680",8,183.2,22.9,20,6
"AEX12E1L1","LIB0040","AEX12","AEX12E1","EHI00681",24,187.4,7.81,20,7
"AEX14E1L1","LIB0040","AEX14","AEX14E1","EHI00682",20,195,9.75,20,7
"AEX21E1L1","LIB0040","AEX21","AEX21E1","EHI00683",24,161,6.71,20,6
"AEX22E1L1","LIB0040","AEX22","AEX22E1","EHI00730",24,58.6,2.44,20,9
"AEX24E1L1","LIB0040","AEX24","AEX24E1","EHI00752",24,3.6,0.15,5,15
"AEX26E1L1","LIB0040","AEX26","AEX26E1","EHI00753",24,14.9,0.62,10,15
"AEX32E1L1","LIB0040","AEX32","AEX32E1","EHI00684",11,194.7,17.7,20,5
"AEX36E1L1","LIB0040","AEX36","AEX36E1","EHI00685",5,189,37.8,20,5
"AEX37E1L1","LIB0040","AEX37","AEX37E1","EHI00731",24,98.2,4.09,20,8
"AEX38E1L1","LIB0040","AEX38","AEX38E1","EHI00686",14,200.2,14.3,20,7
"AEX41E1L1","LIB0040","AEX41","AEX41E1","EHI00687",24,192.2,8.01,20,6
"AEX44E1L1","LIB0040","AEX44","AEX44E1","EHI00688",11,184.8,16.8,20,6
"AEX46E1L1","LIB0040","AEX46","AEX46E1","EHI00689",10,182,18.2,20,6
"AEX48E1L1","LIB0040","AEX48","AEX48E1","EHI00690",7,179.9,25.7,20,6
"AEX55E1L1","LIB0040","AEX55","AEX55E1","EHI00691",24,112.3,4.68,20,7
"AEX59E1L1","LIB0040","AEX59","AEX59E1","EHI00692",24,20.7,0.86,10,5
"AEX61E1L1","LIB0040","AEX61","AEX61E1","EHI00693",11,198,18,20,6
"AEX63E1L1","LIB0040","AEX63","AEX63E1","EHI00694",6,189.6,31.6,20,6
"AEX72E1L1","LIB0040","AEX72","AEX72E1","EHI00732",24,47,1.96,10,9
"AEX73E1L1","LIB0040","AEX73","AEX73E1","EHI00695",17,200.6,11.8,20,6
"AEX74E1L1","LIB0040","AEX74","AEX74E1","EHI00733",13,198.9,15.3,20,8
"AEX78E1L1","LIB0040","AEX78","AEX78E1","EHI00758",24,3.3,0.14,5,22
"AEX89E1L1","LIB0040","AEX89","AEX89E1","EHI00696",19,195.7,10.3,20,6
"AEX91E1L1","LIB0040","AEX91","AEX91E1","EHI00697",12,190.8,15.9,20,7
"AEX92E1L1","LIB0040","AEX92","AEX92E1","EHI00698",16,192,12,20,6
"AEX95E1L1","LIB0040","AEX95","AEX95E1","EHI00699",14,189,13.5,20,6
"AEX97E1L1","LIB0040","AEX97","AEX97E1","EHI00700",7,183.4,26.2,20,7
"AEY21E1L1","LIB0040","AEY21","AEY21E1","EHI00701",21,196.1,9.34,20,7
"AEY22E1L1","LIB0040","AEY22","AEY22E1","EHI00702",24,81.1,3.38,20,7
"AEY25E1L1","LIB0040","AEY25","AEY25E1","EHI00703",14,198.8,14.2,20,6
"AEY26E1L1","LIB0040","AEY26","AEY26E1","EHI00754",24,1.5,0.06,5,15
"AEY27E1L1","LIB0040","AEY27","AEY27E1","EHI00734",24,51.4,2.14,20,9
"AEY28E1L1","LIB0040","AEY28","AEY28E1","EHI00744",24,2.5,0.11,5,13
"AEY29E1L1","LIB0040","AEY29","AEY29E1","EHI00755",24,2.1,0.09,5,15
"AFK61E1L1","LIB0040","AFK61","AFK61E1","EHI00745",24,8.1,0.34,5,11
